"","ARE","ARG","AUT","BGD","BGR","BHS","BIH","BLR","BRA","BRB","CAN","CHE","CHL","CHN","COG","COL","CRI","CZE","DEU","DNK","DOM","ECU","ESP","EST","FIN","FJI","FRA","GBR","GRC","GTM","GUY","HKG","HND","HRV","HUN","IND","IRL","ISR","ITA","JAM","KHM","KOR","LBN","LKA","LTU","LVA","MEX","MNG","MWI","MYS","NGA","NIC","NLD","NOR","NZL","PAK","PAN","PER","PHL","POL","PRT","PRY","QAT","ROU","RWA","SAU","SDN","SLV","SRB","SVK","SVN","SWE","THA","TTO","TUR","TZA","UGA","URY","USA","VEN","ZAF","ZMB","ZWE","ALB","ARM","AUS","AZE","BEN","BFA","BHR","CIV","CYP","DZA","ETH","GAB","GEO","GIN","JOR","JPN","KAZ","KEN","KGZ","KWT","MDG","MKD","MNE","MOZ","MUS","NER","RUS","SEN","SGP","SYR","TUN","CMR","GHA","ISL","MAR","MDA","MLI","MLT","OMN","PSE","TGO","VNM","AFG","BDI","BOL","CAF","CUB","EGY","FLK","GIB","IDN","IRN","IRQ","LBR","LBY","MAC","NCL","PRK","SHN","SLE","SMR","SUR","SYC","TKM","UKR","ABW","AGO","BLZ","COD","DJI","ERI","GMB","GNQ","GRL","HTI","KIR","LAO","MMR","MRT","NPL","PNG","SOM","TCD","TJK","TLS","UZB","WSM","ASM","KNA","MHL","MNP","ATA","BMU","FSM","GNB","GUM","PLW","SPM","ATF","TKL","VAT","HMD","SGS"
"CAN",1056558181.23,317676351.2,579659115.26,374411359.51,64142862.37,85459376.5700001,8879595.8,27300737.46,1588931436.9,63121352.95,0,1476893939.94,946385299.879999,9187441959.47998,24628871.34,661380333.69,113395111.93,297015978.21,4055564859.31,563906657.58,322291935.27,220580148.47,1238151714.66,41943960.22,763535411.15,13674053.24,3172238309.45,12500241524.27,193154239.21,145281641.94,33649105.35,1516690219.68,52278289.2,42356727.66,233874528.21,1786528039.98,368351374.77,435160165.63,2620062465.73,181757803.78,5566160.8,2965242175.26,82453872.8299999,222264038.8,35341056.33,30388843.18,6201601675.73,13163999.86,5582127.1,665955732.23,172225962.75,32444445.75,3577523306.65,3585854711.9,419443165.3,451135726.43,86602680.4400001,337736664.13,463876890.42,385750545.89,157703624.24,7867817.08,127140612.76,158906023.65,2025960.67,764494280.13,267076796.98,62287948.56,21873843.51,90986196.72,115908038.25,533575293.89,608251841.86,332367841.13,820471530.68,43047609.01,23026509.75,25175228.3,310752075716.02,627078514.219999,707621571.58,28016735.35,7417773.88,12677388.63,12294076.47,1735834113.08,38540128.07,10067842.42,13803019.54,44607222.39,18823107.36,15920980.72,512210639.39,18808292.9,17701051.48,16828436.65,13077033.72,70991603.19,8947354996.65,198274257.47,57627299.85,18470055.2,139989355.02,14747044.64,16745338.62,4106480.01,18208367.31,5927914.82,6948244.48,1127812397.25,26775022.32,964593419.41,72068450.16,111311237.25,23344286.14,164680340.3,118820152.16,242727498.84,5071426.28,11849467.94,11265491.3,108326464.39,5012793.88,14163801.18,324652845.24,12443570,2873118.36,22496028.47,673575.4,511649900,312037153,17123,40301323,919225593,252842579,250466753,7694244,187883003.1,42506516.99,17636529.13,18797386,524284,10566804,0,8758661,905891,6873813,116670676,11280869,76605807,9014568.77,36166572,1009871,889085,685199,2290640,16277435.79,25633851,210962,672138,21957,8255286,9807912,3086862,1631913,12723221,2067041,238046,7608661,291698,1201766,8192287,0,0,896243,60640372,0,101414,2640635,0,13722332,197796,0,0,23579,0
"CHE",2741904354.95,303920967.83,6012443151.19001,110989405.61,258029225.3,113891576.78,212789634.61,135005961.79,2024202079.95,9833178.38,2341015509.15,0,181841713.42,4812761514.51,7553468.33,332369146.2,90803889.58,1483590671.61,36791932447.55,983925057.909999,25833515.16,68221171.9300001,5266173571.45,119119576.13,753890214.75,2801172.98,14046058812.75,7941049682.43,1557901995.52,47503411.89,750110.74,4417156360.93,68920030.4,407846361.61,980414822.579999,11013535668.95,832182708.22,2727935225.02,15582749696.13,31129244.33,8755436.07,2070168891.58,431512558.26,147691983.26,129798904.86,178502069.29,1235970611.11,6601148.96,5586829.45,848081596.13,279994299.47,21574454.31,4588052479.96,826804383.05,210703902.62,329777435.48,322301595.5,97099229.89,255655281.76,1778005084.45,653867717.67,50335638.82,407481123.35,551244727.04,4615745.12,1710752696.66,71786181.38,30244734.55,255837948.15,481037164.71,406421284.76,1453635587.27,1568187850.96,15273079.38,5507222421.47001,128340522.29,29476090.66,24207166.12,15452836634.75,303160344.07,768903461.21,21101530.94,22863026.44,194148760.7,23558791.63,1721717033.76,86936200.1,48521191.62,4079327.57,177540653.55,65768730.92,95470392.5699999,378006737.65,31002338.83,4750103.24,64743149.44,8384921.13,198594140.79,5516601433.62,251148025.56,78170755.2,11534745.84,391776159.45,6742873.84,112859317.19,134409349.6,7506277.19,83273370.35,18104712.11,2301929071.71,34958212.47,1928604433.22,141099918.4,143038993.69,16480621.74,43826508.77,114903717.19,277437509.22,24409219.54,6422974.92,92910231.9,237291201.44,16793960.14,17040814.75,1088924278.73,939260,1939110.44,12835550.64,2916135.23,20072354,390679975,29930,43195288,324532494,637576037,70272351,10598968,275571397.98,74788136.07,10515264.27,2853032,70672,1457718,6611228,1466376,1604594,8564075,447244048,89060852,33949785,4697098.68,2583201,496629,286890,4223316,756355,2042971,1069021,724783.95,1736764,2445077,1775192,9311443,4409994,58721,2841468,5231558,26635,37560870,32950,93186,414116,1913193,177535,0,11944208,0,1181447,11188540,67567,0,398434,65490,4620901,779351,0
"CHL",124067207.93,795468407.740001,42273171.55,3042371.4,563043389.81,3472096.19,524643.13,8459063.65,3435210904.02,2873784.43,1433109959.24,217591571.82,0,10536145577.47,3332609.23,631243625.72,246971451.07,55446790.31,2356937185.34,150946662.85,61382178.28,542895164.03,1340545300.09,10964258.94,301344366.9,2430408.73,2500306045.21,933405121.36,378352344.83,289164228.02,1644757.79,125980214.26,61311181.97,7050907.32,3185191.27,2305795872.38,69696417.8,22577310.59,3521003631.06,14822605.32,246231.74,4067181381.23,4774416.04,56599958.11,10210259.14,5631929.59,2429651735.24,548040.91,0,219803862.31,255424925.06,36105269.73,3401213908.61,77292018.51,29600997.84,4225027.53,177046180.2,1166856784.14,371494537.85,300014138.2,43895345.96,130997437.1,22730177.53,4167535.17,0,139558734.25,448887.68,123931963.89,3266074.05,4617362.22,30432432.52,500590512.09,272314429.98,18284718.12,465101049.41,3004262.26,0,87864281.5,9049379565.72,823040645.289999,112321512.31,2830027.03,148846.65,320510.03,952306.21,379187628.84,158092.85,852046.99,4215769.6,3609331.81,1877528.64,2526101.17,4037367.18,1365547.72,549088.32,598616.24,3753401.45,5448653.39,7673818280.69,2530318.7,3783262.9,99758.18,24984699.27,30368.93,668351.33,63770.26,736269.71,3456412.82,95171.12,249013312.57,278736.13,138031114.9,19253307.05,1164743.25,15848051.52,16855962.74,5064237.16,6713005.11,1110600.38,0,1895256.9,25894910.29,168399.82,36776.26,116704667.81,0,103668,952972975.24,0,62674068,12899318,0,0,237449366,164842887,127708,222320,3216386.73,1175176.7,997880.33,29402350,0,133208,117061,802716,0,0,19159127,1282096,4615761,1364538.88,0,0,0,48736,824127,25201.33,4083257,129793.79,66973,189098,5275,38900,275876,0,0,0,0,60212,1930931,0,162951,0,0,0,2327720,250325,0,16388,0,0,2051667,0,0,0,0
"CHN",14509619873.43,5102697260.59,4607990822.18,2962064053.14,1557932332.52,162386925.15,399331221.89,735227955.99,10692435283.74,52159120.45,32532927153.64,3881255916.34,6018852595.16999,0,407107823.99,3224745596.39,757520354.620001,8484849797.08,67497327591.75,5472330149.65999,829789596.469999,1129019606.05,23425159043.56,893395208.57,6199238027.03,70838999.88,34459748674.73,42073406238.6,3855537911.42,837000252,96359342.2499999,165130737418.75,299009957.32,1633093970.36,5553183413.54,23877150003.6,5860781269.74,3496397328.78,28349412151.5,274243991.8,907713919.82,59111322978.93,1006888479.9,1002231024.87,720628707.76,421141753.25,23298436096.06,613583827.31,50526295.61,18016301899.35,4132336621.37,328788798.34,36603552761.25,4617776220.57,3965598517.51,4457373175.85,4180118168.17,2244454135.93,6307591474.31001,10857372388.92,1486120297.54,1626640540.24,1008032463.35,2336007352.9,55220541.37,8165819800.98,2274638473.66,425935297.69,1184769520.88,2563871733.35,1099391264.61,5322507476.9,15647416008.52,362217210.71,12450019022.5,489369856.27,264762222.49,570698133.81,279206938776.32,2506416529.7,8860260831.82,185537388.74,224769686.85,291038146.56,180707413.69,23547491968.25,505612236.14,1030431426.01,116240767.01,537391238.53,434121794.97,805117148.23,2609316314.31,1059661851.51,101393271.94,224021701.1,238249493.4,1261334595.21,116282764604.79,3938108043.14,757721364.72,1724275261.42,2150029674.35,472996972.61,240184197.89,122393116.88,131156443.43,432724600.86,66920607.23,25804139732.76,323595851.01,32196603808,1769890992.8,632696623.96,331364219.83,1086395520.32,327104316.79,2069839125.18,196585813.88,168673922.85,316980484.78,589416295.82,115169438.86,1253991737.03,12077825862.11,168879343,18580546.87,257277480.61,12114123.86,1170376546,4397374663,0,986967,12683189330,7319580094,724702016,803020367,979356524.32,2584529009.5,117481321.01,1392376289,0,58540858,1402574,68934547,7392563,301867102,5921093092,10405341,1234464042,26844373,93978716,164228896,18813944,185528215,92763680,3188839.77,81905156,17188150.55,164067839,1695195981,138570264,385551979,213718378,26650219,59348245,512790515,9492424,763829473,11599568,0,2564706,517236727,0,0,81981262,9266292,7283195,0,747147,49048,0,0,241891,0,0
"COG",64723862.16,45765.81,242095.65,361304.12,19945068.92,0,0,87130.01,136154127.23,0,71314153.51,1403361.34,3889.28,2824305456.26,0,1592497.88,20664.04,1690885.88,134028141.16,5575726.93,2337887,5896292,27560716.08,0,198825.71,0,131764857.3,22324706.37,670111.01,406276,0,6195337.75,218861,241367.49,0,109506105.35,1288552.9,868212.07,232579194.28,0,0,193041340.26,42071114.79,0,78086.88,139594.16,985514.32,0,16611.17,13876007.74,25244058.84,0,201827495.59,40214042.33,114278.6,1583814.04,3990925,0,32707673,2566021.26,44964866.42,0,0,984311.79,112060.54,307723.7,1292769.43,2408,1456484.32,266622.78,279912,964883.88,73319018.03,398313581.43,14032152.37,432126.21,496045.72,33067.84,2887364318.05,17596.87,17051411.18,0,28593,12927.98,15165.77,54694616.64,38631.35,833816.58,790296.06,0,60511829.66,64097.78,793530,39484,50125491.01,2324,143887.99,70222.69,4538192.72,0,0,0,149108.09,152358,6547,1225.77,912556,2268829.08,114889.6,1035694.01,5799729.65,72970943,0,1822293.71,108666518.62,213991384.59,33926390,7555394.26,0,24358.23,0,1887299.71,28432.2,341380.65,6014039.3,0,52066,83168.69,586287,81000,240207,0,0,84600,0,0,12133,57313,0,0,214207019,0,0,0,0,0,0,0,0,332328415,0,2902820,31809,0,0,2929212,0,0,0,0,0,0,0,0,0,5850698,0,0,0,0,0,0,0,0,0,212283,0,37889,0,0,0,0,0,0,0,0
"COL",10405566.86,87997652.2400001,19780890.9,676577.82,20160707.27,2967051.44,6917780.92,4364574.21,484171212.67,34789279.3,325649450.75,933901053.81,732562694.629999,1158335994.83,1933895.73,0,310386319.87,18600821.12,857928674.57,144464931.91,654341270.51,1296817762.91,595896350.65,9618684.68,72691267.85,102024.89,516064177.86,515178585.68,13089978.65,178353082.01,8584635,29686282.38,70187698.24,19790149.05,2985899.08,80358925.37,29196714.41,646986396.17,602697861.87,55233340.73,1379,116799704.94,3041970.25,2266932.31,29340634.62,3134771.9,507647703.97,893510.85,361651,4027616.41,3222690.44,11399479.33,1290063769.08,43314673.48,6890878.81,2714102.42,265994984.44,886508802.63,7863518.69,90261432.27,186126874.56,3736796,513951.99,7281008.25,78509,7763541.14,21815.92,59267631.85,11469980.1,11397174.64,7227395.96,51359340.72,17516732.98,357379014.21,159027964.39,546043.25,155909.89,9288299.69,11085619138.69,5270743338.58,123966947.45,1313916.29,0,264706.31,1126028.29,18721830.47,66349.65,63294.07,944889.34,571209.15,2230402.74,205909383.39,3452513.7,284649.78,682573.79,248092.05,381808.81,2889702.1,400638419.69,602385.33,718734.61,13577.97,2623246.87,188037.09,2209195.31,102251.03,451823.65,295324.11,1273,91379303.01,1228290.5,73478984.23,12482220.01,1308416.05,2360087.83,2503789.23,2112290.89,82054969.2,441396.63,317219.5,1563977.6,107615.8,916169.48,237980.43,1124419.47,17400,0,67957946.37,16186,50474673,595725,0,76350,3506499,140006,556612,614298,1302113.3,497637.75,360456.35,1334993,0,40509,0,15825547,0,0,4669674,14628785,765393,1206273.71,0,52632,0,35945,10000,9308,54653255,1618,0,0,36651,0,1939,0,0,0,0,0,4408,632178,970796,233076,0,0,209888,0,33124,11122,0,0,0,0,0,0,0
"CRI",4868169.86,21525130.2,47739161.85,2473934.6,4439544.72,13608466.24,866636.04,3263902.47,32274180.77,8319484.81,226618579.04,63799674.15,23375887.16,1015190855.84,38054.65,50441127.69,0,48019640.48,593902502.55,3112769.72,176747716.37,23347679.01,113272737.79,1565168.7,45663520.38,67520,116351377.15,783043689.67,3797533.49,387039952.14,7126936.52,522821984.43,283199869.21,3771115.34,2741824.29,48716987.53,48766473.53,3523776.05,155044176.26,54419143.25,42410,128050833.84,2200377.77,45268,337400.93,3013,514811042.16,0,0,467960594.65,1110161.68,314875433.72,935002909.86,48281906.05,3421991.15,770272.54,343607741.23,17557950.06,20045793.91,58701099.61,61035059.63,527858.33,1096089.51,3541021.03,3000,15839159.33,15772,247178023.8,3128700.81,37331265.75,12965525.28,67060460.53,28511357.02,35080607.93,39401568.61,25781,73546,2264472.78,3761463498.44,27024879.43,29133133.15,0,4598.41,50461.87,567469.5,43141929.24,482585.41,8194,41722,496706,153822.04,63858.84,1092798.57,64872,0,1914554,4081,669915.05,173718190.53,1119080.84,148366.49,0,2293283.32,116987.28,493143.1,91792.8,2915,305655.13,0,23503884.85,1214,118070463.25,10744,814958.25,7556517.71,263706.89,3800747.41,2293718.46,96802.23,5446,12131.57,141707.72,653347.2,0,7327498.21,38051,15171,1599974.67,1309,8768256,57812,0,93400,1179724,1322653,0,0,133187.91,23951.94,92645.71,2082626,0,2324,0,5299595,0,0,655879,1967940,208156,6147999.88,0,0,0,0,0,46607.75,10144439,0,0,334732,0,0,42800,0,6874,0,0,0,0,0,254306,0,0,0,2278610,0,0,21134,0,0,0,0,9180,0,0
"CZE",492692244.41,66739213.28,5443186506.48,23072046.54,526366616.13,1490782,207341763.09,213621500.18,284009733.27,428744.67,277334122.78,1416348603.87,32338421.04,741342266.92,2784432.29,26353656.48,6567052.17,0,34822139096.75,1094150366.78,9807442.41,12828795.38,3022182970.04,198260361.7,727224311.1,4212897,6447215716.76,6183716592.04,429975533.79,8156051.65,364067.68,331909417.49,2902183.73,579086565.88,3284786108.08,548450077.27,422182026.53,240413711.99,5536434912.85,193894.61,322509.77,321591794.86,38994779.76,5340088.95,388128099.26,293764310.82,285230075.31,8695856.87,202315,75545717.93,42859874.5,451420.5,3953463826.16,731554052.59,28154294.41,72242481.41,69045080.07,18735803.07,150828151.64,6475768484.96001,438419691.05,1075444.68,67481987.02,1650163643.4,104119,193760517.64,43316709.46,34647482.27,448870564.11,9587609326.13999,630925786.37,1913917899.91,115221176.35,1895458.66,1000311441.98,2726656.17,3370588.29,8409544.35,2573608723.95,17373102.3,334855286.72,1240546.54,457727.96,33976172.36,18999908.48,222384657.31,59604823.99,2331660.46,1641937,9943652.48,5983187.93,39299001.72,101743612.5,22966372.03,1007456.68,50166582.68,983731,25033261.84,521637987.84,168338770.24,7773423.99,5455988.65,73808172.02,1348785.57,64804769.13,47380326.34,304039.64,5401672.22,760362.94,2786106394.89,8480257.76,165693683.07,65086461.18,53693724.58,3578570.3,13211045.06,62579869.06,165211327.62,46305972.8,22528676.37,18756813.12,48011820.19,6332783.7,3346667.64,71969493.57,7553031,225460.7,2631337.78,136952.73,19791705,167822445,0,71560,70352791,29089547,75607904,1006489,19994203.78,769796.95,2093454.52,100008,0,2751275,3697444,391218,12027006,8219724,1188261080,1177475,7851470,1534426.77,1414808,258464,59210,945632,2678436,443082.6,1375896,0,14252,134776,2275142,1115679,28531,0,128468,2474566,431426,36474844,7929,2978,81045,0,0,0,74826,0,13504,40770,0,0,0,0,0,0,6257
"DEU",7663977938.79,2163183209.25,64834663573.75,388894248.77,3280181204.48,52295076.71,1097861365.45,2257407635.9,9120444600.27,33783734.08,9612365366.06,52273743607.7099,1670358155.87,39968399275.53,62155448.08,1259924902.01,214104728.24,32856652988.13,0,20342003746.27,223999652.73,304163791.05,59893989929.6501,1865980481.39,11824238799.12,7420509.87,112865071020.96,88222070142.3601,9616007523.45,239497693.5,14393312.78,6196293193.13,122231201.96,3744000196.73,22724791674.98,10126964936.11,8102852860.42,3505683273.59,83506730585.4699,59814032.59,31591374.87,12191178423.11,707633558.97,232900465,3574317904.09,2203083111.54,9515599972.33999,79739523.6799999,31224477.69,5937448348.26001,1658267791.04,44874510.22,74012399709.97,10522521890.16,1263048773.74,1287824008.57,333133111.11,679506842.529999,1381360588.89,43002103467.8,10039791200.88,113249564.43,1802165470.89,10827608714.02,44135406.34,7453887111.44,481436119.24,272298439.37,2159830298.05,11030897198.66,5296124540.73,27245002326.04,3581743897.29,190307620.78,19303433691.38,182639292.74,99554075.1,145046913.54,96071331271.6799,1024465435.48,8734376854.15001,97646105.1,59427068.77,234230772.81,136209667.66,7984980363.87,590294175.55,76002890.04,36020494.83,420728761.57,173223928.7,1030545678.35,1718397385.61,195485617.36,69982640.56,377116158.07,40359561.16,1032709323.32,18009671485.49,2716103352.48,318082558.39,86782704.64,1683628500.82,58665649.78,548627280.46,212004160.01,45060804.49,117870831.4,41442896.44,35968809138.02,117854793.24,7129707527.54,849375199.41,1749515715.56,143338947.25,313655713.18,923105998.860001,1815859845.22,354965225.41,58019591.07,492799256.57,816172264.53,39356416.7,53361051.8,1773845658.4,180816000,20266097.12,83474072.05,6834586.74,282864000,2662593000,3079000,1140212000,2076298000,4662228000,383211000,267406000,903583601.870001,130410005.57,106527481.74,32428000,423000,17967000,76537000,21367000,98329000,212016000,7705679000,51865000,501866000,11399836.58,83566000,28004000,16207000,9654000,33087000,6129617.91,10776000,1032020,31015000,52060000,59475000,30529000,9404000,2391000,47530000,36735000,4408000,337531000,866000,1112000,4284000,337803000,976000,3041000,556835000,88000,1646000,6553000,618000,813000,10426000,1865000,5305000,243000,1852000
"DNK",301389904.56,166147715.06,746046122.77,68170561.71,150168145.8,7644506.47,26144967.17,96025337.32,374815954.899999,4685222.42,1129073577.24,953391991.36,162789582.05,1880471597.1,111795038.44,49191778.98,12656989.09,896695482.91,13440376847.52,0,93584952.81,13218695.54,2882568279.5,269808947.26,2134875540.03,1694822.49,4271012711.67,7214412530.53,681537018.660001,11585677.68,3846432.57,721681840.46,7560808,199905756.5,592941708.23,431713483.74,1294657666.99,188986698.63,3236611740.02,19996194.34,3455451.81,719676799.43,103470078.95,28814986.43,667377778.27,402374892.61,288697396.81,5234307,32258141.66,164519744.9,388529982.08,3021292.09,3553767376.88,5348204127.75,177442732.28,78835509.06,72883297.89,36416206.65,98048321.01,2168834065.86,403064765.49,3202215.02,83146541.37,310618932.5,4524859.71,493478374.24,30401601.54,13713154.64,84179710.44,262684800.78,103677004.16,13454824623.25,231927942.28,15184906.01,646444760.99,23546354.49,40382374.63,21115738.55,6185208043.4,61480434.51,298017596.6,21710494,10830634.76,7410663.25,5088720.56,831017157.95,13463333.28,10794976.05,6553047.26,26368319.54,10988487.54,74539762.05,135745779.48,46281226.28,2660356.63,16548946.85,5593796.1,45765380.97,2051496261.79,68606684.19,24942045.1,3444820.11,68789283.93,10479963.89,21265793.53,5560145.83,9501592.34,18495075.47,5125338.42,1817583280.74,16200142.89,427249607.18,30515122.29,66828540.27,3993732.49,27920830.37,556860081.35,63611703.91,10637202.88,10801572.79,41893861.7500001,65236977.52,4379596.42,26293584.34,214694297.42,9705308,3970036.4,6077226,3964686.62,22987322,141763854,228065,26335950,77670012,142806798,48887663,5257912,42126775.82,11324948.87,5809103.12,6110458,54962,3091416,4283243,1028630,1718186,4158252,284524439,1919010,8753943,2974444.75,4693344,1187120,1091630,4377029,455049,539159368.61,4021078,0,2178500,461014,383524,3272446,3457915,58467,1625766,910346,193335,6870459,15363,71753,2177768,0,165707,0,38295479,0,713532,1752018,0,31143,475572,332631,0,73203,0
"DOM",914839,4491493.61,19281064.67,10278393.75,620935.86,3744204.41,278495.83,341445.69,14164952.38,7196884.78,110049460.2,10473822.74,10223833.36,171729950.13,0,13195034.17,49008257.5,8184051.99,118115051.33,1808121.62,0,10907694.14,152036610.5,447287.15,214276054.54,0,72431311.69,168179606.45,3012265.63,26179077.6,9317605.1,21124586.65,26998094.46,862130.67,161421.61,3480209.03,8538394.34,1379784.65,55572902.5,45608121.5,331121,126844750.73,1419867,131639,45381.82,70961.83,143143455.22,0,0,11208810.9,0,6346619.79,484861012.61,5004126.06,2168877.99,740854.79,32243697.65,7723851.66,123015.77,17239408.52,3730655.54,190774,157978,1526206.88,0,4440450.75,17256,6912912.05,700035.07,1653236.33,1440527.99,4324269.83,20346568.06,17240693.69,7407911.66,0,0,1665211.87,4589860247.66,17301607.02,7510413.02,0,0,12880,27264.64,20472464.96,0,107441,13486,30804.4,13307,254081.55,1199,0,0,2375370,3767,286529.86,104437892.25,304723.49,0,15139.77,826353.89,3574,198422,0,52957,425229,0,17811118.59,2430252.6,20134568.39,228516,323424,2603,52042,144793.26,389604.86,109439.48,0,18847.26,0,0,4659.15,1493666,2304,5118,1556402.01,53316,35691287,579837,0,22000,6711772,0,434255,25878,0,2065910.11,27841,136064089,0,0,0,3871188,0,0,1233,3943934,0,202336,0,7036,0,0,0,0,414483138,0,0,0,0,0,0,0,0,0,0,0,0,169331,2754572,0,0,0,982537,0,0,0,0,17662,0,0,0,0,0
"ECU",12056614.63,94436945.56,44900581.6,14645093.87,19285794.41,65268255.5,17995358.52,5659361.85,40454305.21,761718.43,114531747.26,98081222.62,692247674.65,45133770.69,114881,694935803.459999,16790382.25,23970052.7,416404749.09,19900097.58,29401055.33,0,366888814.2,7224650.26,10452844.43,129712.93,175733185.6,121461414.94,29237156.02,205582868,136271.63,19190135.65,31654927.37,24163616.8,504521.12,166869832.34,2402152.09,4074879.12,441657044.53,3972906.1,8459,67192789.41,1237003.97,914885.47,670671.72,8222571.59,92188048.77,0,14387.01,4650405.86,100700,146279472.12,255349088.32,13540659.3,16004430.99,289875.92,439426103.83,1517645668.25,1367793.05,77680618.47,14575851.72,1099150.22,1674761.31,34521678,1646,36177505.83,5245617.12,245672354.54,45089962.6,12388509.42,8648323.22,15612638.65,3625815.09,6965575.22,48968381.42,46776.75,33116,4878114.74,6151324703.18001,471023102.13,73322097.31,0,95835,15180646.42,9291102.91,11930176.81,3461247.89,38810,0,140081.05,384393.98,460387.11,9461517.42,3541500.08,54287.23,2197003.46,20065,2144598.43,144352282.51,7254751.15,100611.72,224240.26,433092.14,137857.53,8981627.38,3818229.99,265271.78,177178.18,0,427704441.97,97895,4816393.23,4987252.08,7558613.5,142840.94,1799094.41,1044326.16,1540390.13,4932009.76,0,115997.55,248405.16,0,45237.11,18768412.21,519634,0,12387711.11,0,11029946,5326254,0,0,4067670,0,0,0,3518759.7,26871.36,133395.32,99498,0,27139,0,2175433,0,84106,8496463,142043,508393,348220.34,0,15000,0,0,0,0,264803,0,0,0,0,0,2230,0,0,1050,0,227385,0,336443,2134,0,0,0,58694,0,0,0,0,0,0,78628,38640,0,0
"ESP",1223784886.45,930074247.870001,2185364067.3,91872485.21,541948935.23,419115099.72,71230029.2,123325637.71,1898769341.32,8858353.91,1238332244.37,3481298012.63,955409752.679999,3349310119.31,71539755.43,494586898.08,148381344.41,2165832850.18,25943888868.93,1849082765.36,404437941.180001,213812756.23,0,172848951.23,1246821927.17,531482.42,44588643233.45,20406660151.52,2806167470.37,163837664.18,3130151.52,744514355.230001,96518405.8100001,456004166.7,1406816508.67,1030592313.79,1501070085.37,847122590.22,21219874037.76,47528442.28,2778163.86,935364160.28,226004156.64,43687102.85,405728418.46,217161778.69,4102132288.95,9771385.88,1568556.71,518517493.62,295812019.92,44667904.89,7913457960.56,2353427076.44,204832260.61,138650333.22,397103647.8,291824467.6,183879651.55,3455625520.52,23017858337.13,32332323.73,599471798.959999,1393173980.33,8424009.98,1464287644.81,37883384.62,81259380.1400001,179793595.21,832101155.51,839798450.96,2063470754.73,423278773.75,67990463.68,4310649252.14,24628075.44,26261948.85,80903547.94,10436646973.35,796803914.769999,1127919001.73,8562942.49,6657807.24,54759835.7,25927045.37,1552243448.08,29086872.32,43547720.22,38677027.49,87818870.32,107491842.71,324799247.82,1851455983.04,63563715.39,73239771.44,31188998.01,82736389.41,164855593.99,1972031760.84,128322254.99,80991503.48,3337864.35,310898742.58,28778260.33,51048505.3,38882361.39,19202326.34,105218661.66,6627605.96,2987211641.67,164796093.24,614695660.55,247728814.64,985513821.880002,57673098.66,150258330.81,200690800.71,3848205371.85001,25333326.04,25978659.14,155558809.57,104029709.84,26232089.28,42928271.84,167042733.36,6633663,2846790.02,54504413,2134677.03,916358055,620674564,22659062,1332027722,256176800,556512092,30057564,27559164,171406827.64,12393399.5,37105873.33,1870790,11221841,4537181,16460246,5548796,65916657,3348100,443742580,16178607,254139286,7262236.09,20326996,3881229,486705,12691994,159646106,424900.55,8580126,1783,488622,2104287,111238615,3216472,751342,34933,5035812,146394,297578,11008130,19155,1864982,10763327,55801126,542416,12556,27110968,0,5307247,1366870,0,266262,0,0,457452,0,2743
"EST",33613075.9,1698031.27,65761813.97,73908,11264380.45,312843,1859592.98,66864811.37,26431127.73,47877.39,70664482.7,67226884.07,2941740.64,114391157.59,40605,1711678.16,6055775.84,48601196.2,540977015.49,324241226.31,198247.74,5142412.62,87389409.61,0,1676518600.89,16895.15,263787763.65,421617419.11,24737446.91,9081508.76,112179,16448486.72,95588.36,7532837.56,64286030.29,23286882.58,36994988.01,4060840.14,107948356.48,7105,17674,54692972.15,383748.71,591158.5,853586325.36,1200580879.64,11190759.85,9956043.5,10096,8930029.5,34029899.11,27690.3,314735619.19,434173889.53,1053763.86,2779638.84,450570.85,1937910.27,335593.48,169614033.32,11306967.19,89118.84,568275.79,14553485.88,0,71207469.07,472213.88,2867211.31,5255279.21,22770446.74,7234697.52,1187046217.94,3208288.3,38655.11,151911171.42,1497192.11,2778,344114.54,394958936.41,6250495.18,4347730.37,139712,0,70420.93,1928292.83,8372459.64,14597572.46,264882.2,37750.01,98698,389038.84,2438161.36,1312520.67,1305134.91,0,4631350.43,12342.3,1039579.81,76627860.1,50618894.75,96832.63,6961206.52,1376138.91,2275.43,551471.71,259315.38,28906,60302.42,29181,1259562932.36,2193290.79,2013827,1185281.1,366301.83,90693.96,283311.44,54549402.35,6767102.15,6903298.69,327932.46,558726.99,358132.7,95179,442103868,6988681.5,2134103,0,729043.42,0,15924908,18138332,0,2706730,5194708,1720362,602474,88241,453125,4174492.43,74158.09,0,0,0,78210,19831,32941,1689403,215252286,4055,3566576,1063064.04,4302,0,0,44437,0,26727,35516,0,0,64202,47865,0,0,0,0,482884,0,37394030,0,0,0,1204913,0,0,0,0,0,0,0,0,0,23982,0,0,0
