"","AUT","BEL","BRA","CHN","COL","CRI","CYP","CZE","DEU","DNK","ESP","FIN","FRA","GBR","GLP","GRC","GTM","HKG","HND","IRL","ISR","ITA","MEX","MYS","NLD","NOR","NZL","PER","PHL","PRT","THA","USA","ZAF","AUS","BHR","CAN","CHE","CHL","DZA","EGY","GAB","GRL","HRV","HUN","IDN","IND","ISL","JAM","JOR","JPN","KOR","KWT","LKA","LTU","LVA","MAC","MLT","POL","QAT","SAU","SGP","SLV","SVK","SVN","SWE","TUN","TUR","ARG","ECU","FJI","KEN","ZWE","BOL","MAR","MKD","ROU","URY","VEN","MUS","OMN","AGO","ARE","ARM","BEN","BFA","BGD","BGR","BHS","BMU","BRB","CAF","CIV","CMR","COD","COG","CUB","DOM","EST","GHA","GIB","GIN","GNQ","GUF","GUY","HTI","IRN","KNA","LBN","LBR","LBY","MNG","MOZ","MRT","NER","NGA","NIC","NPL","PAK","PAN","PNG","PRY","RUS","SCG","SDN","SEN","SHN","SUR","SYR","TCD","TGO","TKM","TTO","TZA","UGA","UKR","VNM","ZMB","AFG","ALB","ATF","AZE","BDI","BIH","BLR","BLZ","DJI","ETH","FLK","FSM","GEO","GMB","GNB","IRQ","KAZ","KGZ","KHM","KIR","LAO","MDA","MDG","MHL","MLI","MMR","MNP","MWI","NCL","PLW","PRK","RWA","SLE","SOM","SYC","TJK","TKL","UZB","WSM","ABW","SPM","ERI","TLS"
"GMB",36748,53077030,0,27492,17781,89566,0,17129,970603,2794,3943260,4861,4673151,6240221,0,29079,0,7608905,0,93767,0,62441,17155,510476,590551,38388,3929,28481,0,74325,476220,2192248,212180,0,0,122949,324863,0,0,0,0,0,219798,21552,0,1394518,0,20001,0,37147996,104071,0,108924,0,0,0,0,0,0,20061,0,0,0,0,22146,70773,3118,0,496,21517,0,14021,0,0,0,70746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNB",75950,1177,0,808557,0,0,0,0,9736,0,28707416,0,73849,5443,0,0,0,353551,0,2970,0,2999858,10708,0,73407,0,0,0,0,4400402,3493248,0,246301,0,0,745,0,0,0,0,0,0,0,0,0,25072585,0,15563,0,1528944,320038,0,0,0,0,0,0,0,0,0,0,0,0,13353,0,29351,0,0,0,0,0,0,0,0,0,48815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IRQ",0,0,0,772651,24999,0,6418,11329,119263,18827,87714,0,12819,167771,0,0,0,0,0,2178,0,54377,68458,0,10040,0,2238,36489,8644,143675,0,0,0,0,12359,10044,0,5628,0,148870,0,0,28948,0,1672318,41817,0,0,381441310,0,0,0,49006,0,0,0,0,0,0,0,0,18781,0,44331,0,68559,0,0,1267,3062,0,0,18590,0,0,0,0,461746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAZ",4288629,7931941,78689,178420367,92818,0,62852,17181539,60983046,168237,7390654,16853516,45718191,98294102,0,1269704,0,126077,0,1100616,162576,65587620,0,0,5113398,3571322,114883,0,3509277,1864784,0,59046402,0,63293,1118,20354886,1501798,0,0,22878,0,0,1047062,27615202,0,3638617,0,0,1023025,32559195,55599643,0,0,14973991,2442418,0,0,66433719,0,1307099,0,0,20071651,305364,5825053,0,29177985,0,0,0,0,0,0,170878,505890,12616992,0,0,0,978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,1325919,0,68043292,0,0,490,1312107,6524442,0,2973,373031,7863286,3557403,0,93925,0,692,0,0,61250,3615987,0,12963,333910,0,7400,2014,0,171786,952250,7071092,0,786783,0,3508292,7395,0,0,0,0,0,0,47350,0,0,0,0,0,167723,153863,0,1435,776838,262200,0,0,534038,0,14590,0,0,22346,0,287932,0,3870556,0,0,0,0,0,0,0,209642,151359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KHM",1208398,1045568,29312,902814,2879,0,0,1734,12189878,1618597,666158,307194,3591171,2294785,0,34810,0,3803936,0,92867,0,1690339,879774,23010244,1336707,972022,5437,522,122327,154029,113852183,1080542,19016,390222,30737,116393,363870,13449,3324223,179906,0,4178,2702,74733,582362,1879920,56019,0,0,7818847,0,0,339640,0,16856,0,1630,0,32512,28492,29390251,15045,0,7637,131157,0,0,0,78081,24055,0,44683,0,0,0,0,150056,0,15693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR",0,0,0,0,0,0,0,0,621413,0,0,0,0,18451,0,0,0,846288,0,2105,0,0,0,8108,128037,0,0,0,0,0,4056855,1004351,0,23850,0,657,0,0,0,0,0,0,0,0,0,0,0,0,0,2072437,0,0,22585,0,0,0,0,0,0,0,0,0,0,0,186775,0,0,0,0,757168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",454085,732936,0,3939631,0,0,7849,18315,18384433,1545233,2090372,2014276,18263911,2479159,2818,175841,0,956096,5074,18658,0,2124353,825595,644588,9706510,1199168,5245,7970,0,34743,62656337,8590414,0,18728,690,653310,747649,0,21068,50186,0,2447,3100,1474826,3676,0,13361,0,31334,28107298,0,0,0,91685,0,5836,0,449399,0,33542,2564582,0,614,4910,23838,0,1023,0,0,0,0,0,0,0,64856,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDA",1685078,18234,0,191085,140959,0,342395,452675,28588425,1542535,474534,29388,990335,1099809,0,3087138,0,0,0,26166,10372707,17376310,0,0,928754,9174,0,13607,0,126889,2549,2890600,0,27738,0,1407855,439161,0,0,39556,0,0,131025,4062641,0,553672,0,60985,34509,136966,9084,0,16277,5088142,2877725,0,0,1203147,0,708822,0,0,431730,600546,58514,0,18410911,0,0,0,0,7641,0,0,264888,84379293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MDG",2626120,7750723,26881,867744,34632,1105,462,1455846,49078651,4574898,14358580,198018,185346046,25753613,906005,595452,0,2236343,0,30767,0,25162879,141225,2309014,8814062,159363,37413,70563,0,8816324,7874383,53556272,924857,325242,18518,6848431,2320731,42585,2800685,150046,472266,0,69530,203368,221064,2224300,46257,0,18305,33679090,130754,16799,3006,0,1925,0,11833,4491303,1693,58539,9608396,0,792229,295708,185302,3880238,257323,0,8875,6104,601636,8095,3861,980637,19895,0,0,10711,10539538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258842,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,1690,0,0,0,0,0,0,96585,0,0,0,0,0,0,0,0,0,2157,0,0,28400,0,0,16062,0,8028671,0,4342,0,0,0,0,0,0,0,0,29018,0,0,0,0,0,0,21571191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MLI",598967,23509524,11775741,8151270,0,0,0,118578,3766319,245894,4429801,103365,7486299,655240,1189,3216,0,3044956,0,24592371,0,7134514,4135968,178047,709833,109765,6484,0,749567,10299598,29539994,3861457,1466684,600,0,1830327,399836,0,39486,0,26605,0,0,125513,1103716,7324,6251,0,0,3473600,191589,0,2290501,29300,0,0,12111,715308,0,15374,0,0,15884,8227,439171,4875224,0,0,0,113366,0,34866,0,2945957,0,0,0,0,785277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMR",1296595,4283863,0,128965377,7541,0,227211,29540,16652097,3088191,663913,280217,4673515,19601813,0,152521,0,49426726,0,146488,38623,5478706,102228,24987123,5066620,523850,287254,0,1341541,117928,141838752,65202343,177630,6244355,395770,11099353,2119281,48680,2333712,1241232,0,3133,14233,88693,33360337,113711558,15637,0,0,68111926,10130123,788209,909521,0,0,527401,0,0,681875,407767,126859968,0,531,360774,5965635,86858,1218330,0,0,3522,1427,0,0,8874,0,0,0,0,496598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNP",1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6406,0,58782,2267,0,14563,0,0,0,6784,0,0,19942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415878,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",1819005,5448409,0,0,0,10256,1429,5383228,50253921,4606943,6021605,3622554,17545566,35749075,25897,1590746,0,3686,56235,704863,16893,2316254,33311,247365,22515661,559578,1619922,0,1269153,2869842,11420,56996848,47174226,5149703,0,1622766,5541917,0,0,10663668,0,0,963764,5775541,103531,20123,516,2488,415580,46411357,0,0,0,0,0,0,26220,6508905,0,0,0,0,3049,396035,3424786,0,0,0,0,166959,271690,3575699,0,0,0,0,0,0,3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452457,0,0,0,0,0,0,0,0,0,0,0,0,18176,0,0,0,0,0,0,0,0,795597,0,0,0,0,0,0,0,596251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",96058,6925093,0,0,0,16156,0,900,58576229,0,17826119,0,76654324,17652369,125668,0,0,2714228,0,0,0,17603139,56488,10462,2453,0,56990,0,0,0,140143,22111293,658847,26986041,0,132631,598831,0,0,0,0,14036,0,2653,0,2627918,0,0,0,110591637,21694045,0,714,0,0,0,0,0,0,0,1218131,0,2778,0,3240915,0,0,0,0,43581,0,801,0,5119,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLW",8796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138436,56268,0,0,0,0,8150828,1801,412108,2840232,5091,0,0,0,0,0,259781,0,0,0,18297,0,0,0,0,4758,0,16421153,40102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",3032042,9193622,2650041,181206615,10009565,165504,12083196,649709,56442320,537212,3627597,203740,16252824,218295,67268,338625,3296388,32695939,5250229,2259563,0,4879310,242366062,1637500,1920418,29900,6941,957611,560022,11412,1337038,0,2038449,347125,281484,136839,539500,377815,2775770,4326363,34908,1184,0,134897,22265401,29075936,28941,2138117,45974,288348020,1050875,0,229753,39971,2252210,26588,0,11179745,114084,31579041,2730188,0,1102822,280620,2079887,535287,0,0,11271354,74809,44316,2850421,536408,0,38751,78084,683003,0,2015565,5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",838688,3885636,0,0,0,0,822,5712,12173359,539380,876111,447542,1665035,2312185,0,0,0,1844,0,1261679,0,2281159,0,1654177,7471572,2022,0,0,0,6068,4726,1499990,38193,0,0,57278,433092,0,0,0,0,0,0,381760,0,0,0,37499,0,149686,0,0,0,0,0,0,114324,0,0,0,0,0,0,12041,499185,0,15446,0,0,0,24487,0,0,0,43972,0,0,0,4262,931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",92307,80972750,0,3005,109912,0,0,375943,15402651,12428,11323134,66746,6028123,20611870,0,1184642,0,0,0,207037,0,515528,482298,322983,6958494,69276,51638,0,57541,27569,730298,49301423,138490,0,0,4957926,655708,0,812,372045,0,0,0,4653673,208366,0,4018,0,0,2740156,593607,0,371390,693108,25999,0,815889,539318,3870,17447,0,0,132161,0,955057,15750,28719,0,0,13586,2547,14685,0,88937,0,12553,0,0,30799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",34907,0,0,572811,0,0,0,1083,152059,0,832175,0,341004,243830,0,85690,0,0,0,5522643,0,16070689,45568,752,21327,0,0,0,0,60597,175374,169073,0,658,60039,40086,11145,0,0,503649,7155,0,58528,61313,41558,732676,0,0,0,0,8575961,718726,0,0,0,0,0,0,373617,44177291,7536,0,0,29960,1166,0,241566,0,0,0,197722,3096,0,0,0,0,0,0,0,584589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",38389,743654,0,0,0,0,0,0,2135791,487739,118857,2132,885213,11398459,0,0,0,112154,0,3662,0,2947644,0,6264,146650,0,0,0,446,7732,37478692,2563228,1217968,53903,0,46545,28588,0,0,0,0,0,0,6247,0,0,0,0,0,470561,0,0,3962,24588,0,0,26710,0,0,0,536446,0,1015,0,20479,9329,0,0,0,0,10865,79033,0,68129,0,0,0,0,246015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",1143494,2525229,0,2253449,0,0,0,2332809,17855900,0,8289098,3530909,12247068,194951,0,2310239,0,512085,0,113921,937372,53182778,0,0,421855,13894766,0,0,0,2166350,123147,56121160,0,0,0,1814412,1122955,0,0,0,0,0,2234616,1471468,0,1876619,0,4292,23286,14869734,891250,0,0,6632222,754359,0,0,13757429,0,0,0,0,3132351,2152802,102073,0,2627827,0,0,0,0,0,0,115794,33806,2724417,61225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",6717,0,0,0,1630,0,0,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185525,0,0,0,19192,0,0,0,3873355,405186,0,0,381415,0,0,0,0,0,0,0,0,0,0,0,0,0,11403,0,0,0,0,0,0,0,0,0,0,0,0,170412,32205,0,0,0,0,0,0,0,6613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",8758635,13994238,30934875,64898153,925,0,0,28730943,279536982,8723903,30382939,2490131,95048743,4844532,0,789558,0,16802903,0,658997,1176183,112126159,0,52683,1007664,459144,0,0,161031,10804897,0,2549160,0,4501,0,10143036,8117639,0,0,519051,0,571,237805,15931540,0,7520657,0,0,0,23732969,94823937,0,0,16871508,637293,0,479,70725422,0,16060,0,0,9728687,5363745,275536,0,70816203,0,0,0,0,0,0,148497,0,6352632,6978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WSM",6247,0,0,0,0,0,0,989,109044,0,0,0,0,16802,0,0,0,79117,0,0,0,11630,65512,666,0,0,2104400,0,1181,0,1760369,251045,9580,43549716,0,0,5209,6576,0,0,0,0,0,0,0,26856,0,0,0,1318253,4697,0,0,0,0,0,0,67393,0,0,0,0,2460,0,5056,0,0,0,0,41390,0,0,0,0,6112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",7097,2161071,27039078,0,6499009,1339432,649,928,117352,23993,673731,0,493169,7431487,3543,0,1803097,58257,8409138,33165,0,5344,77742,2464,9127699,1102,0,2447733,4725472,0,14680,439722341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPM",5627,147835,0,0,791,0,21818,0,235304,15378,1532810,0,10862708,0,0,126923,8994,0,51543,7880,0,462849,0,0,2565343,0,0,0,0,96480,0,382689,0,0,0,95906,0,0,0,39011,0,8600,0,0,0,0,0,0,0,29981,0,0,0,0,0,0,0,0,0,0,0,156750,0,0,0,0,0,0,17280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI",0,0,0,0,0,20148,0,1290106,57349,0,0,172931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12610,0,0,0,0,0,0,0,0,0,0,0,0,1877237,0,0,0,0,0,0,0,0,0,405545,0,0,0,0,238385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10590,0,0,492483,0,3441,0,0,0,0,0,2110,0,27418,0,1195993,0,0,6974,0,18968,0,0,0,0,0,0,0,0,0,0,0,0,0,3392,5574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
