"","ARE","ARG","AUT","BGR","BOL","BRA","CAN","CHE","CHL","CHN","CIV","COL","CRI","CZE","DEU","DNK","DOM","ECU","ESP","EST","FIN","FJI","FRA","GBR","GRC","GTM","GUY","HKG","HUN","IRL","ISR","ITA","JAM","KHM","KOR","LBN","LKA","LVA","MEX","MKD","NLD","NOR","NZL","PAK","PAN","PER","POL","PRT","PRY","ROU","RUS","SAU","SDN","SLV","SVK","SVN","SWE","THA","TTO","TUR","TZA","UGA","URY","USA","ZAF","ZMB","ZWE","AUS","AZE","BIH","BLR","CYP","DZA","EGY","ETH","HRV","JOR","JPN","KEN","KGZ","LTU","MNE","MUS","NCL","SEN","SGP","SRB","SYR","TUN","ARM","MAC","MDG","MLT","MWI","NIC","TGO","VNM","GRL","ISL","MLI","ABW","AFG","AGO","ALB","BDI","BEN","BFA","BGD","BHR","BHS","BLZ","BMU","BRB","CAF","CMR","COD","COG","CUB","DJI","ERI","GAB","GEO","GHA","GIN","GMB","GNQ","GUM","HND","HTI","IDN","IND","IRN","IRQ","KAZ","KIR","KWT","LAO","LBR","LBY","MAR","MDA","MMR","MNG","MOZ","MRT","MYS","NER","NGA","NPL","OMN","PHL","PNG","PRK","PSE","QAT","RWA","SLE","SMR","SOM","SUR","SYC","TCD","TJK","TKM","TLS","UKR","UZB","VEN","GIB","GNB","KNA","MHL","MNP","WSM","FLK","ASM","ATA","FSM","PLW","SHN","SPM","ATF","TKL","VAT","HMD","SGS"
"MLT",23329279.23,2416665.98,22979002.7,6374722.57,164501.78,45342530.19,26597791.42,14605009.38,344851.66,95148724.55,18296,415448.27,19590.48,12233627.13,870610388.05,18928473.06,2118739.73,22150.85,106425774.59,692434.37,46483694.23,0,481746460.11,275704872.1,13939983.73,1214378.16,363242.02,261805164.17,15507071,16742952.8,35325525.75,433932961.69,644338.19,0,179141059.48,234430758.3,615098.66,1074705.93,26500123,30948,26394217.54,44159873.46,2418740.01,677302.75,905836,367846.18,47079167.48,7775215.46,2080,38674307.59,147645210.69,27049187.35,5082938.63,0,3089551.71,20595042.54,11523004.08,17911585.64,1140600.73,168876991.34,251893.92,111395,4153,162819106.61,2279896.29,1099994,23817,10914690.38,195013.46,84820.99,635004.94,208062106.31,5438917.91,96922552.78,365285.7,140604502.55,1409230.64,183367546.28,385854.53,2020107,2690930.45,182729,252487.25,44153.22,2399062.64,415359032.86,922757.21,1372074749.9,113628003.54,64500,4414,116209.47,0,148554,1024,360373.03,38271.56,0,6745812.55,1824460.05,0,0,5220361,232538,991036,82512,0,31973,1756055,98849,0,0,0,32802,763164,142372,61423,0,1878415,0,208181,172644,3429862,321751,121891,0,0,0,0,226882,4374036,4412376,768722,1330191,0,2744445,0,396283,89123233,4699645,76744,51574,0,2756,628080,13844599,386735,37698162,15150,2934164,933791,0,0,20899.52,3729035,0,155033,17657,1229742,0,2763869,1008373,0,5553591,0,851953,0,2083551,4803811,881434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MWI",1758320.88,2014224.07,2204725.59,602380.37,16437,2576950.55,3014021.36,5473142.84,296557,13975463.53,0,1163442.26,914294.16,5715699.67,54346276.88,3717375.89,560910.86,185208,12891610.65,0,1165808.73,202744.27,19251235.08,49549116.92,7838194.39,436726,49837,460731.77,1854241.91,5434982.37,1525463.67,5364337.62,0,0,43126954.87,0,235420.57,37171.53,7175352.54,74806,66429302.42,44525,532176.4,7338700.18,0,0,19324421.41,47984763.17,0,5921399.29,46201227.27,159997,22325.34,0,4736.55,5271,2310075.31,828291.52,2073.17,42016007.24,26196658.49,3276494.56,0,88807352.89,132157371.38,17839373.97,25011442.65,3258361.67,122844,1558804,325647.98,0,4616026,13726692.91,0,1845460.04,413439.66,30894329.31,5647203.49,2391.72,5441482.82,0,3151729.02,0,1002886.85,447128,2162495,0,55339.99,714512,0,275653.76,0,0,1156,0,8576,0,30447,0,0,0,1005,14374,424172,0,0,0,0,0,0,16949,0,0,10531,7019830,1694234,0,0,0,31236,59568,26373,77377,62280,0,0,0,0,2059573,2840797,0,0,2094350,0,17087,0,30021,69093,3202938,43320,7599,0,23862522,67406,3534026,147565,456304,0,0,8383162,0,0,0,0,2041718,31236,0,0,69020,0,0,0,0,0,11360804,242828,0,0,0,0,0,0,63933,0,0,0,0,0,0,0,0,53903,12738,0,0
"NIC",2953768.86,60659.44,3730978.79,118041.39,155487.21,917680.08,79756868.55,11911862.84,3914889.54,6737448.89,12160,7608836.39,109700495.02,293052.17,30982963.66,371544.69,28671327.71,2029583.56,55071586.77,48332.77,15987262.38,0,14967892.4,32761958.36,385544.01,94440689.74,0,4486675.68,0,1908492.27,531823.59,16188845.01,261699.73,1085752.83,1616868.15,444625.36,139311.19,332861.82,186705461,0,58179674.28,1367156.4,681615.98,8373.71,14309921.59,606046.96,2486625.73,2428682.14,60060.8,16040.05,6149525.25,737809,8163,206400363.91,426968.95,129041.38,6763656.35,1620964.91,11465.09,117613.06,61732.28,8642,1175,1231351859.04,279215.18,2837,1017,4922430.64,0,2331,54025.47,64671.86,0,79897,35671.84,85729.52,99959.78,20158614.77,7688.54,4616,8802.51,0,5854.11,1622,0,2000,5925.26,254947.52,0,55051.22,208664.44,40009.52,4348,0,0,0,3328403.52,0,484107.4,64074.4,0,0,5500,262395,0,0,0,0,0,36842,148764,0,0,0,0,0,0,2044695,0,0,0,0,7249,0,0,0,0,120206764,9124199,176210,138382,0,0,0,0,0,0,0,0,282134,0,0,1250,0,0,103243,0,23100,0,0,0,0,40539,84539.58,0,0,0,0,0,0,0,0,0,0,0,7308,0,25671479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3760,0,0,0
"TGO",1501963.22,0,428322.94,43562.93,0,35650805.31,6447485.47,4568338.99,0,28759205.8,16801445.11,4694,0,109662.4,128086003.3,2211654.57,0,0,6092871.26,0,55530,0,24844786.35,1942999.79,377138.25,0,0,5228957.71,0,76198.46,0,17009780.36,0,0,5181204.91,5637603.3,0,0,35209,0,35765219.49,727913,97015.66,6910584.23,9141,858612,8864290.35,3230220.61,30818,0,2729384.37,0,0,0,25055.23,0,285754,12332692.91,0,5433334.03,0,78909,5674152.95,11677760.73,115475983,23257.44,0,255953.8,0,69448.48,0,0,13890429.37,4917,0,127538.82,0,79140,87906,0,0,0,43444.97,2471,21901479,112128,247736.21,0,84066,0,0,78497,0,24191,24446,0,10370972.25,0,470022,49170596.63,0,0,1038905,49214,0,72198774,76886886,1545871,931051,0,0,0,0,330783,1792631,2469808,7885444,0,0,0,2550279,26285,76180948,3322478,365364,4968301,0,0,0,22413655,29843868,0,0,0,0,0,442990,562286,0,9744113,0,0,0,5811,186346,3865801,48648641,152691403,0,0,1276167,0,92870,0,6182,5018,64681,0,0,0,0,2702083,0,0,0,579125,0,0,0,176864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60062,0
"VNM",370791596.03,102070114.19,305058471.74,108867908.3,4006042.08,222142332.79,868733984.05,528647073.92,93572347.67,4034687837.29,82311898.93,68054949.92,17104768.54,236001570.85,3194406669.59,220151666.11,21501294.54,44945639.13,1534677137.41,26532815.45,153634338.56,6524859.62,1697707975.65,2143825937.58,134823094.26,7460418.04,211886.6,990271707.57,69295269.32,107809321.36,155072525.51,1250920058.89,3079985.76,1444356913.61,2083011410.76,36284601.06,37746190.6,10611036.49,583010428.71,7472665.25,1267619164.83,205438508.13,108709442.44,80244060.59,181743340.46,47292507.66,495498390.45,77201634.3,9844036.04,94710075.75,844293820.68,183819090.56,12482566.31,4683518.01,130543652.65,48145002.29,260294387.09,1391693986.99,10459433.36,524148335.64,31437013.67,11955232.43,8173413.98,13204727318.18,181027879.87,7419905.46,193800.29,4393490725.25,4114156.36,15747269.97,32030786.52,23204398.69,97319658.83,179557101.82,12837786.39,62698447.33,40667696.58,8984199745.13,26255088.15,1947838.86,26103581.35,6596653.88,9837906.49,16345221.38,73591201.05,2475264982.75,75136571.66,39992077.53,12923028.62,10703026.75,22317100.87,17154303.63,3657026.6,1753096.17,3914002.74,28483840.4,0,232340.5,13138097.92,3812068.94,0,0,142956895,5809385,0,10433847,1870287,41351416,3345781,2540741,0,0,0,0,34431710,4588129,32370715,487947636,2551186,0,8845410,23391132,52038600,37218240,14173653,0,0,4249391,0,710590349,323780435,77700485,124150269,13433219,0,38331656,148906869,38862466,4078204,26102116,3725562,26508042,7370800,25321063,0,1974345213,4044939,59802765,2127638,7249142,1652580409,25425823,0,1685983.7,19126574,0,25111785,0,0,1886020,0,0,0,15360668,58840231,249393437,2541105,19237158,0,10433915,0,70765499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,0,802982,14045,0,1432,30781751.93,39369,0,24395478.38,3082,0,0,11998,28322698.5,384233109.569999,0,0,2543687.83,1139524,314565.39,0,6665729.25,10518044.59,351982,0,0,0,8000,0,0,0,0,1774.22,2931012.37,1022,0,0,14761.65,0,2726279.65,16973186.93,0,1613,0,0,11015478.49,6641192,0,0,7595137,0,3422504.12,0,13598,0,1940965,12209829.47,7943,81269.43,0,0,0,6225903.17,3510,0,0,0,0,0,12500,0,0,0,0,44621,0,82403717.74,0,0,236673.7,0,0,0,0,0,10297.22,0,0,0,0,0,0,0,0,0,0,0,6586030.14,11381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2957027.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ISL",4526127.73,1848640.14,19229103.49,3676559.6,4290,10845857.18,31016831.42,42832652.12,8546177.61,122404588.94,247003.15,1508702.8,142375.02,50794291.08,834120207.32,215941865.47,131880.16,596517,196922526.93,3552875.01,22383993.04,154983,158386096.77,704582134.8,29992854.57,2892,8894.61,4872072.1,8078099.25,15799391.29,16454223.23,40060621.85,117854,4983.23,26957652.98,274099,111871.31,2870435.26,6742591.01,230999.85,1376618051.73,247859771.5,5953705.31,517646.87,1609246.91,580448.9,79820877.94,68558381.84,0,3180052.81,80189207.56,901581.16,68316,15267,7793033.95,2133729.64,49090481.76,6519937.8,96110,3847403.19,163563,109817.69,20022211.07,314891499.27,8588056.13,13527.81,182093.8,18958414.38,1302725,496146.91,36528912.94,1140940.79,879755,1556240.39,419391.05,3850370.77,299973.39,263873946,289605.1,40440.33,24332832.59,372586.74,40447.65,427609.83,101928,582590,2418896.38,0,724602.58,136266.32,9101.76,18859,2167828.05,91470.14,43083,72285.06,6634047.51,6522261.62,0,173501.39,0,0,0,127841,0,127554,0,60502,36561,104293,3730,0,4092,0,0,6894,4278,143609,53862,0,198844,0,5117,0,0,0,0,0,0,715292,821631,0,0,282515,0,85032,0,1693,3553,1819934,619275,0,9027,0,5825,568243,110655,62435841,2562,18652,83247,73128,0,0,0,0,0,0,0,0,6459,0,0,0,0,19699005,0,13827,39708,0,0,0,0,0,14979,0,0,0,0,0,0,0,0,0,0,0
"MLI",3040332.81,26728,278038.3,0,1566,1114889,2302178.71,49349296.97,0,58022830.52,46502129.46,6816,0,6175240.9,8132260.34,1138487.28,0,0,3386282,0,129649.02,41867.69,27085680.23,2215012.83,232868.6,0,0,119370.84,0,700389.06,100028.12,7750511.84,0,163958.6,917391.61,118237.74,14816,0,608936,10742,3398753.16,175283.87,119942,18856571.84,0,52787,1112686.66,1783308.22,0,15944,34995,211543,1194719.13,0,41809,324676.38,226848,27197135.47,24032.85,964948.11,5563,4925,0,18497595.3,1390428786,5699,0,3496939.86,0,318771.31,9300,0,606810,10666,170236.58,6305.38,0,7034304.12,348803.73,269063,35549,0,2105912.68,1018.21,112410232.72,36894,113365.41,508870.09,3084810.17,0,0,38155.6,0,102316.94,5180,18469631.04,15595567.3,0,83269.6,0,0,0,0,81884,0,14612688,18385778,5239545,0,0,0,0,0,0,23926,0,57391,0,0,0,113881,0,1536689,11762182,21190,0,0,0,0,11847887,9899155,73815,0,0,0,0,0,63794,0,5810681,0,0,0,0,3072467,2545965,4505224,575262,0,0,0,0,4450,0,5435,0,812502,0,0,0,0,484042,0,0,0,27363,0,0,0,1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,2374234.69,188934.52,24929,0,318470970.87,135064015.85,35095.85,0,214231.2,6726076.65,175993292.44,468233435.61,0,988540.98,36881.18,193945.48,24328190.43,48421827.26,0,31722,0,287382286.68,206046584.26,10387010.66,0,102159.78,11644.31,0,0,17000,14478164.01,955291.07,85377.9,31783473.47,38687.38,0,0,72251114.84,2497985.57,22354400.96,0,31540,3934.04,849908,40989461.6,210193.09,108216.87,0,14349545.5,1079,696729.36,16934358.75,71297.42,763577.21,157312.95,2462731.73,0,517587.67,31232584.27,43304.29,16562.97,3764150.31,3065845794.56,4922007,37874,15449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFG",2559435.97,5361,56699.21,184878.94,0,166506,842453.2,187251.04,39384,2678681.45,0,214811.98,4742,446717.58,3557144.91,538963.19,5343810.09,12529,491847.93,7684.66,20415055.08,13593.19,1869072.5,1384854.39,108870.09,56005.29,0,10445.09,16000,129846.49,3263000,1338045.9,0,31341,904197.29,533822.98,337485.14,0,2354529.28,478861,453608.72,189862.5,46147,79898828.8,0,23948,974183.31,0,0,0,14718938.37,279194.78,24680197.63,2940,77821.91,19492.18,15396,1012301.02,33430.76,8409996.86,0,31768.99,0,12484655.09,199599,0,0,232568.08,54000,53907.41,2859878.32,25301,49933,685154.85,0,195649.94,1232531.39,640435.93,149289.6,554285.84,0,0,37764.35,5089,0,56456,152489,64135.95,427774.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGO",544371440.24,8998.76,305954.74,3734,0,2079579154.57,2408764064.01,4830271,1546977293.4,20675566163.5,1424744.41,0,5329,3493,639131722,17632.91,16108,118486615.35,1674491876.82,0,0,0,3722757441.26,983953663.17,0,10047496.86,0,98240858.09,0,30362.66,75000,421094685.71,0,0,706525.76,223996.11,0,0,55148690.34,0,1721458630.73,152007384.71,0,322634.25,0,758096225.18,1521571.16,558778902.08,0,1097,18685,0,130291,18378147.49,48201.55,107216.22,137705418.7,1699871.32,0,14969525.59,106899,96422,188874914.59,18010993593.24,2691009512.62,11478,20595,62470.23,278493,0,0,0,168920,25057.63,4398.67,11133.51,0,23603331.62,2880,0,0,0,11396.1,0,12492.95,3584790.35,89521.08,0,88350.13,8700,20869.29,0,0,4015,3168129,1774,3554152.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALB",1196875.14,78226.17,12460337.98,10517808.59,55435.28,294224.79,2949960.99,2128316.66,77762.74,81486228.03,3547,410722.72,51081,1990624.38,45792411.55,530036.98,103126.69,0,24860565.1,266944,7184105.45,0,29788125.51,7956859.3,135651691.48,0,0,19928.83,6089783.59,292381.2,952000,602616089.85,0,145103.71,1137820.39,305194,27455.36,1434,942737.78,34096512.43,25935053.16,1399684.02,34762.78,0,0,37557,2345103.35,0,0,2313427.57,26528619.6,244534,87611,0,344447.41,2098741.63,101606,83268.2,41264,35181861.7,0,0,207560.12,12105284.59,105791,0,0,240578.26,0,2589596.83,34300,1081305.16,192913,456993.99,0,4691543.74,0,1419173.33,0,0,2098,24418622.19,7440.07,16707,0,0,12778684.72,220880.9,347322.71,278398.67,12540,0,10577.59,0,11755,115405,0,2773,80793,90116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDI",16073649.82,0,468280.29,0,0,0,456065.15,683335.65,0,118443.42,0,37277.99,3394.14,2109,13869766.77,242804.02,194033.03,0,309519.3,85637.22,771567.03,0,1836862.06,247738.89,0,0,0,114397.53,0,50850,137000,1815039.88,0,0,0,63955.54,0,0,1524,0,429543.66,0,0,4642697.03,0,0,1127048,0,0,171231.36,726667.28,1096733.31,491349.76,0,51320.35,8115.31,2727684.37,162094,0,0,427266,863631.18,0,2882129.81,16657,58610,0,4685,0,0,2475.19,0,62541,1086131.2,0,1020,0,242614.92,1104730.94,0,0,0,0,0,0,0,5359.76,0,4020,0,0,10060.39,0,10955,0,0,0,0,0,8161.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEN",1391498.92,0,172346.41,0,0,63400,29664.96,10300.98,0,100269446.74,19564091.34,1286935.53,0,271755.81,4852875.87,167629.51,22869,0,421178.88,0,0,0,11937434.54,161155.9,3978,88896.95,0,12463153.2,0,0,13879.4,3643442.38,0,0,5047708.95,69301.29,12255.28,0,11613,0,13437482.61,0,0,17300314.7,0,174865.51,1028,11481966.76,0,0,0,0,0,0,0,142522.56,82363,22022673.68,0,940945.33,682140.45,0,0,15190929.87,6510274,0,0,0,0,7974,0,0,0,21384.9,3136,6212,0,0,0,0,33324.05,0,3381347.1,19855.05,28946698.98,895086.19,0,0,486218.93,0,0,0,0,0,0,10938289.63,20607423.53,0,0,71595138.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BFA",2124490,3569,619196.18,2268.09,0,0,124619.01,179473.34,0,59958300.48,395586.47,0,46551,393247.34,4689235.71,82465,102203.9,0,904019.92,0,6575.15,0,8159210.1,1338835.08,0,0,0,252997.18,0,658391.79,299934.3,11784120.08,0,0,18503.02,280732.78,0,0,178191.15,0,3539814.29,29745.82,0,27541842.76,0,2501338.02,248182.73,120409.43,0,0,83367,0,0,0,5765.27,689329.21,827394.6,49788594.34,0,3629106.05,0,8406770.11,0,343567.99,0,2242,0,8489.77,0,0,0,0,69337,176335.08,0,0,0,31469844.64,0,0,0,0,854829.9,1024.13,66079.22,0,0,0,1711263.91,0,0,0,0,0,0,435779.41,5926657.51,0,29265.8,5198672.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGD",50361777.51,6014126.27,269317551.52,8863731.78,627747.01,76722454.47,611871007.3,115829010.07,3304235.2,127473888.49,8538371.64,3436236.19,2345625.6,99554147.02,2498856779.64,186176378.01,253124,17450.13,810568381.43,6826551,86823346.55,13781.27,1300017125.12,1881314740.86,45794457.16,615436.58,21710.98,120016917.07,2565701.58,70482586.71,1292000,636705632.3,747800.03,2515151.74,163164256.26,9634086.69,8839472.28,253964.72,133735419.83,2183018.79,451109639.03,99932713.88,5307485.22,82473229.89,3885473.7,6702805.25,251805618.17,22418964.6,29628,12355580.48,143670917.14,28919557.09,13926912.29,745488.32,64083192.88,40499519.35,215325928.45,21333606.6,701297,442661764.42,410313.19,2011232.92,1277086.53,3946593328.92,43103990,32068.49,0,44865876.96,851417.5,4775788.22,3888505.76,1780608.89,4128576,6998699.14,3257022.46,28542576.14,3818392.11,194866933.92,2540575.87,681366.04,355704,1593979.64,1945035.03,2739095.42,2022466.35,90927776.95,15340863.38,18708924.54,4872437.3,270842,184717,403301.93,1059475,0,464879.1,609993.74,14915228.82,339672,3289097.6,102383.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BHR",657926683.43,0,3419021.28,10357,0,28126809.75,3577699.92,28185909.56,149176,119260752.94,122930,120937,28927.85,1237775.63,158601230.61,9446145.2,13408,0,139891848.38,439371,21645279.83,0,250177357.97,136425496.83,18450488.62,0,61411.3,20335285.74,2368083.4,13304192.29,0,111536584.37,0,82396,279096963.73,45823638.42,2915177.43,0,1842060.81,83568.03,253756302.14,17480217.09,14126191.81,73556913.06,0,5872782.26,1006346.49,1662475.61,9851664.66,0,990315.89,996013079.08,1640683.85,0,464925.22,30548902.66,934674.75,179630928.58,110876.91,93995547.72,41728559.89,43996081.36,0,467360173.13,340757353,0,0,152331976.07,44591,456059.31,0,224794.94,43028655,157037564.96,5215823.02,223739.48,140890524.31,390758433.79,187396663.02,11495,248672,12756,531626,0,4435146.28,230264868.96,3540.19,52765575.06,19016572.86,651142.61,0,288711805.02,158232.92,14503,0,16498,12274880.36,310994.6,0,24519.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BHS",933289.82,3910415.23,779205.42,98323.81,0,22286447.85,68202283.73,90462007.68,223804.96,600085.8,2878,304371.08,6230578.26,2151688.04,220086298.96,0,1727051.45,13716346.07,74621724.91,678619.23,1972691.04,2900.51,43667254.78,9901339.49,18301068.94,24247797.08,88554,67357.84,3023772.57,6028642,0,5010102.25,1119913.31,0,782058.32,81363.58,0,0,38345098.21,41194.64,1988519.76,4264079.12,96200.46,3890605.08,571181,100281.4,508506507.15,234200.23,0,0,2324122.64,0,0,7318886.09,698005.49,323674.47,60868.26,5840724.18,1384627.58,50731185.45,0,0,2353,381921649.81,24053824,0,0,2197996.79,0,186117.34,0,1698,56158,0,74570,711118.58,0,224956400.47,17061.59,0,1327.45,2708,45042.74,0,12840,506543631.04,12348,0,2317,45728.45,23757.88,0,9755.39,0,829148.4,30819.08,1791219.26,60316.75,371851.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLZ",124552.37,0,259775.17,76420.39,0,57063.99,9940564.92,587535.55,83517,18216.42,20398887.6,9610,29057390.19,419591.72,1768558.61,44897.92,3293647.14,3007,3961257.93,79619.11,64473,65587.19,1354715.23,89052600.17,1981891.33,2622503.71,1561953.85,83232.11,34000,11800142.3,19000,19181765.69,5192048.44,24033,3110564.61,163722.82,83992.32,0,8357738.52,0,1306547.36,0,65550,926033.88,687846.98,0,32799.13,0,0,21159.42,87705,233334,5233,2112141.09,0,12378.9,176988.62,1351147.54,8738663.38,421548.13,0,0,114337.36,150907578.66,193821,3030,0,942182.86,14772.12,9627.29,0,0,314789,0,1599963,4017,0,4736452.09,8675,0,20917.89,41022.86,37248.03,3398,0,0,1258,0,0,220600,0,0,0,0,0,76503.48,2214589.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMU",13015,0,27847140,0,0,90593873.87,1683978.42,2028305,29448.01,2876,0,1182501,3380,8552.46,101832522.9,374343,35028.54,407931.98,8750211,0,642057.32,1078,3215425.62,4374603.05,593394,62431,0,0,21000,6243,124244.47,3015841,376785,0,4164738.23,4927,0,0,98269.51,0,45434.54,1293893779.22,1127,425863.66,265812,0,0,418155.89,0,0,791441.64,192000,0,0,8299.36,0,481845.85,0,64957,389931.59,352721.55,274587.56,13227,3012868.35,65004464,281948,0,4164,0,4212,0,25173.43,0,0,0,58172,0,4194.15,2074.72,0,0,19430,0,0,0,12280.63,0,0,18669,0,0,0,0,0,0,0,0,0,85097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRB",435023.18,0,620455.2,0,0,34535524.79,7869919.23,1096375.41,28239,1362559.04,0,1935617.28,200547.93,1321314.45,6750737.4,13126,2067602.86,0,164708.47,6962.7,34435,71126,9397197.15,33547876.92,1036834.14,223460.52,11467826.28,447892.96,31064.37,138493.2,30000,3569064.54,64898889.16,0,255632.94,0,0,0,940198,12052,1667961.95,449264,762636.74,134403.82,3443587.19,81603.63,367614.93,27475,18838.88,2008,24878.77,22774162,22128.2,1056615.62,19464.96,25019.67,49571,391312.08,34954130.55,937227,78239.33,0,0,34511831.79,148009,0,0,1084744.88,42000,12767,2199.42,0,0,0,0,22567,0,333671.3,0,0,0,5163,8168,1797,0,0,19536,0,114458,3141918.49,0,0,1475,0,2516814.26,0,928157.03,1191,272748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
