"","AUT","BGR","BHS","BRA","BRB","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","FIN","FRA","GBR","GIN","GRC","GTM","GUY","HKG","IDN","IRL","IRN","ITA","JAM","KAZ","KHM","KNA","KOR","LBN","LKA","LTU","MEX","MNG","MWI","MYS","NGA","NIC","NLD","NOR","PAN","PER","PHL","POL","PRT","PRY","SDN","SGP","SLV","SVK","SWE","THA","TTO","TUR","URY","USA","VEN","VNM","ZAF","ZMB","AUS","AZE","BEN","BLR","BOL","CAN","CHL","CMR","DZA","EST","GEO","GMB","HND","HRV","HUN","IND","ISL","JOR","JPN","KEN","KGZ","LVA","MLI","MLT","MUS","NZL","OMN","QAT","ROU","RUS","SAU","SVN","TUN","TZA","ARG","GAB","MAC","TGO","ZWE","ARE","ARM","BIH","CIV","EGY","GIB","HTI","ISR","KWT","LBY","MAR","MDA","MDG","MKD","MMR","MOZ","PRK","SEN","SOM","SUR","SYR","UKR","YUG","ALB","FJI","MRT","NER","NPL","UGA","AGO","BDI","BGD","BHR","BLZ","COD","COG","DJI","DOM","ETH","GHA","GNQ","IRQ","LAO","LBR","PAK","PNG","PSE","SLE","TCD","TKM","UZB","SYC","AFG","ASM","ATF","BFA","BMU","CAF","ERI","FLK","FSM","GNB","GUM","KIR","MHL","MNP","NCL","PLW","RWA","SHN","SPM","TJK","TKL","TLS","WSM","ABW","ATA","GRL","SMR","UMI","VAT","HMD","SGS"
"SWE",979886896.98,60017324.08,2039592.29,778157932.49,4235275.71,1131140882.74,2332472693.04,99830295.05,20575132.67,23480222.18,91793084.7099999,514719934.93,8242307412.78999,5224625279.74999,12027584.31,2321261267.36,3670715988.42001,4342723666.25,7611053444.75,4684200.63,556570218.81,43310313.79,1178202.69,659167786.6,248448303.63,581964509.95,290489963.37,3504333624.68,30934984.6,32596485.26,10628553.89,22566.67,578295042.21,55839559.16,42725921.81,183366642.25,1266530708.83,989286.37,2014733.09,708539388.6,75910857.41,3504221.12,4188659375.25,5227908555.05,33992340.39,71539244.93,149336010.11,1458679107.35,505538745.29,25900949.93,19543335.34,560200416.84,15509398.18,99887818.45,0,353627938.02,6126523.11,1355731419.08,20973250.83,9303271880.51,108087846.9,67443241.55,435311525.72,6685799.56,941161346,21324298.06,4127901.99,32773495.37,22937784.13,1095882990.03,283220967.7,13579608.94,65564988.29,289401952.19,15310973.32,1853206.46,8521113.61,115025883.54,377693871.65,284261357.02,176362497.22,59813777.5,2674577905.03,26172115.63,2600466.58,219355931.09,818703.16,12339966.8,5544586.59,171392692.38,36081334.29,38948594.76,182492472.4,531002122.18,696599953.169999,169209220.45,137143884.96,25618320.44,313497449.02,7305287.08,6336618.91,2084381.23,5601325,227126359,6735549.51,15905203,8103250,431343890,16468291,626601,431569043.36,38643424,50856795,228111856,9522237.48,3603461.42,36724532.47,113381,1764018,3552811,6561253.35,30556,1148988,55763526,103052659,83558813.08,1260109.14,596588,606531.83,229386.01,2226412.23,6163042.9,17301250,88282,21625786,24387330,674224.93,703425,7520404,429739,26195222,17904932,25886290,364918,10602559,1335155,86318,56622349,438576,7914790,3468456,2742115,751004,9403485,491179,12113,0,0,199153,752203,149462.51,493029,1516740,8075,178313,0,84027,979623,16914,1028513,0,57726,46706,34157,29245,0,0,19206,1844118,0,3462462.49,0,0,0,0,0
"THA",175178997.9,8244663.5,1293613.98,230848792.17,3812824.82,364298845.14,3563075637.34001,43852088.82,18378819.8,11617119.85,79531798.52,84939947.14,2290764971.51,221960823.67,8975610.11,814127708.48,151743465.01,1604353536.45,2464754824.09,6356514.11,162867110.45,8293092.73,1949923.19,3634340346.47,1216932692.46,257222718.13,211342921.34,975870172.79,15430548.56,2854403.44,344678548.07,241144.77,1624770664.03,67406885.3000001,170572100.78,7381309.84,379349418.91,1613335.52,876010,3025425664.09,220557891.51,7566393.53,1600276740.62,116119305.92,87245917.04,22942043.41,1078045432.08,162406147.62,144277992.98,8711756.39,18838545.2,5763469278.18,8224139.06,16664626.4,307889646.59,0,16166983.28,243718668.01,9838596.24,16385730850.52,19247296.76,912027616.07,295878645.04,3605493.56,1609013501.85,3506426.1,47788375.43,6184728.5,1921986.47,1030317751.76,86765527.93,4141342.61,20912677.04,11105862.09,1521656.08,5139877.72,4380806.29,10740071.08,253331061.93,440856445.29,9417514.64,41277545.49,10104329703.93,24412684.13,817251.14,5167390.38,5107261.64,9535386.62,34851372.51,206946806.33,41592129.08,36931742.53,22411140.5,88258492.44,322992071.79,12403570.43,27712872.31,27581833.43,134925453.86,13645393.97,19453896.49,21514855.18,4864821,565216099,374082.38,0,34048530,138303224,272281,1972907,187708488.04,64348652,11655793,10894022,271449.38,3029199.31,2029408.32,496576280,12203837,187164217,78835238.95,19807312,2923013,36682194,9603409,2497851.72,1812137.54,13448750,3729810.93,3190837.63,25865595.28,10059518.56,15044713,970158,217521085,26271104,4244573.9,1800701,10439269,6151501,39130940,6670144,33523915,245383,63310966,378884872,2581019,200148516,19167347,0,2624268,124330,390586,1099848,2330041,2079317,1057884,147460,647198,234511,210953.15,1469460,0,1231613,7173503,5021051,91189,882827,453165,5643268,42239,449474,24888,34621,83434,368967,197114,2442640,1625089,0,138909,0,0,0,1074,55412
"TTO",2039725.21,0,32611702.43,44345048.65,206889423.12,378679.01,892301.02,26350677.47,42531995.97,34965223.96,83271.85,0,13040060.49,173798.97,16586215.61,127630813.18,12571.81,174332949.92,78575691.95,13827,599393.5,33491580.06,92055027.71,608721.76,2932629.79,313095.82,0,59051279.36,338187387.18,0,0,25035474.48,3635822.47,0,7784.38,0,81422815.86,0,0,62961,19065796.04,19177740,44281053.98,163086.76,11717408.27,7515523.73,0,0,7696320.4,6863906.5,0,14762178.83,26394684,1347,131764.81,23905.11,0,1562768.93,144897.22,1564372147.23,43946275.17,0,7253139.36,7936,2331612.4,22765,0,6757.2,340381.9,59841635.83,1647666.01,562857.65,22537,72541.24,0,76880,35658165.79,2246,2000,147743.6,0,1045,8313011.16,47403.52,0,0,0,4654.32,0,147586.02,45258,32016,0,122497.37,26495.06,0,412589.43,0,7114546.4,340694.57,0,0,3999,225960,0,0,4873,7110,0,25149984,60957.18,0,0,0,0,0,0,0,0,91160,1116913,0,108700643,0,0,32000,25165.82,2479,1340,0,0,1378962.89,44994,0,0,21090,7346517.66,0,0,0,107788550,0,124334,0,0,0,0,0,0,0,3830,0,0,0,0,0,0,0,0,16213092,0,0,0,0,0,0,0,0,0,0,0,0,0,43318,0,0,0,0,3250950,0,0,0,0,0,0,0
"TUR",371721490.95,225230033.63,1974278,47440835.11,6879503.44,269785447.61,116830975.55,7930755.03,10302503.79,4699148.61,242451083.49,143741327.74,5557646592.38,241460675.57,14905893.11,835002465.129999,98392577.63,1936056421.7,2188016992.44,3460825.6,440041497.46,8183762.44,835800.13,125381898.84,40473314.1,214509786.78,264335876.11,2021475459.47,35723585.67,141062539.48,1906851.16,0,140632967.58,179791596.62,10904981.47,33103861.62,59509877.84,2298743.58,1120977.77,49959104.87,45020869.56,2847333.99,959595138.75,108896762.13,27360348.49,7757403.15,18954319.52,217961944.49,214227196.31,1239091.2,54106371.76,145941722.44,5430499.28,33354020.74,286854394.24,22727522.16,2476361.99,0,6902637.56,3320373707.11,16012327.56,4327083.68,64696039.44,362258.37,124672818.02,195045776.68,1950882.45,21675347.94,838016.33,197377364.53,21575468.97,11396047.62,363338050.98,14866803.84,118138183.37,1859746.94,3641263,26106865.29,120178954.54,59159636.09,9388445.36,117119404.91,173070194.94,10377458.88,27807551.81,14417546.44,3504889.22,70082314.68,2417433.07,18021895.37,35798156.19,21282953.7,296414289.9,545345022.45,395830493.96,58954018.76,183782958.86,4933983.62,44594978,2539224.61,2079748.67,1345608.91,1937915,278534356,32682266.01,26646702,4107439,364353485,0,7954009,618654256,72892159,94780348,68505245,24257770.73,5577914.52,58118708.55,70047,1378178,0,12177545.63,335923,478737,179407095,250415528,119488172.09,63127003.01,26158,2620588.89,671190.78,607469.88,1308489,4807946,42545,25759794,24675729,1281657.92,751086,2373399,1441526,22517106,26858765,12754415,434235,0,201098,7658847,51232058,0,5526752,392215,210114,146568717.57,81979810,88560,8052116,0,0,1107643,7057709,216290.84,0,0,0,100745,0,0,0,0,99010,0,158521,0,50063,4312267,0,0,0,691693,0,0,0,0,0,0,0
"URY",1648150.81,302642.86,402256.44,584840862.74,60720.21,5724485.19,110801257.07,13221908.9,3492390.04,4089915.86,963270.64,2492295.01,98814231.57,2095933.67,19599643.79,64287232.62,1203237.56,24951375.26,73616013.34,2687.17,1238791.98,4259971.64,177953,46208959.26,1270499.73,1029120.95,43706781.38,77760765.78,3022311.76,24638.13,0,2011,17056099.74,64239.87,0,1648413.9,97481878.01,0,0,19024159.71,1155096.18,1475485.26,35264517.13,24110180.64,932726.75,18686993.16,6173055.11,4509497.43,4181662.65,83958195.38,0,12126751.15,951370.19,299625.92,8598748.25,12608425.86,6547022.63,3911191.23,0,269925137.14,38855255.08,1390513.06,26690887.41,21774,3379234.52,0,7515.14,303087.78,3522243.89,62864985.53,62254715.07,0,9288691.68,68130.68,14189,1680,401700.86,255847.45,516345.87,5671379.98,170159.8,415758.69,44283474.88,33273.91,0,0,0,10218.23,77297,642051.4,8418,82784.01,113668.89,6689323.97,6901280.19,248030.25,436060,12679,402532185.85,40466.04,727362.44,0,75615,139845,50491.29,55000,0,844096,0,1802510,66210391.34,24840,0,2584039,166511,0,101553.58,0,0,395023,3577990.01,0,230068,0,35244,528796.6,2980,0,0,617662.67,0,0,188912,0,234320,27965,22273,0,108302,0,8005099,0,32764,0,0,0,0,14990,0,9575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19600,29817,0,0,0,0,0,27723,0,0,0,0,0,0,0
"USA",3502387682.05,204667493.3,1280404407.19,13529210638.68,465101995.35,8933391628.10999,18288350859.51,3953838418.48,3059114008.09,5223338.09,395496655.58,1356859755.76,37220157338.96,1714784564.68,1017090888.15,7605369968.91,2238978605.22,25608563104.6,43407097935.84,54692647.43,1184496304.54,1993188179.95,232136059.25,12814519748.43,3197223922.87,7949648690.93999,101084979.56,12122997079.13,1383384634.31,273465770.78,45284845.74,106458797.63,22559477228.51,457394660.74,302687307.97,122711973.4,119402343600.87,32292786.34,13704416.05,9491948554.86,826566825.81,438549941.84,18509883414,2706252624.99,1427102835.07,1721092369.9,5154806629.25,2042528553.03,1223909188.43,232122462.78,50463953.98,18612385891.61,1391119808.47,246519814.86,4761174578.74,5958834572.59999,1217062314.26,3898931421.89,352359311.61,0,5518716465.73,439172038.6,3457191777.94,25426962.84,13089145458.82,256889220.81,29228809.34,111673797.78,426666187.45,150878889123.3,3287060216.56,79891640.61,1066635179.87,128003920.65,92224855.28,11720193.93,1422545790.15,249508950.25,1179230054.74,2894572698.96,284528682.47,411553735.51,65409102071.5,255467734.51,47976260.85,85159978.5800001,45938971.8,358257897.91,48741252.34,2373019849.42,273818215.37,328953272.79,389403593.89,2695493587.73,6231621114.56,308980680.99,383268294.04,61871132.88,4781688622.97001,109502636.39,132101664.29,13047330.58,51109721,2016910707,108394910.89,39622175,87041030,2911143421,12558851,514564915,6168146179.65,667134638,17915500,508371511,46461308.32,49803901.99,65441312.15,16521819,52175744,2637333,81286295.87,4660440,118942924,210265060,141183969,78194157.69,24116756.41,18159587,28032845.77,46758475.98,24523124.1,34082177.85,219419360,1638314,228319886,377520954,235265907.97,9546000,79142935,10959170,4162509487,150237383,177334116,92723288,10257685,3589154,36379492,402304903,19770880,790270,15277918,10481827,81344082.83,138369821,6496073,7899701,0,334621,15038406,339988171,1836640.38,14039530,182418,22591015,278684,0,2585599,57322143,0,14708392,13968454,18471538,365558,1317704,11047761,9788962,86725,62041606,225910150,0,935692.16,802023,0,2051015,395992,0
"VEN",1095289.05,1286984.63,115071082.6,1234925682.56,6872632.86,39247052.04,75064371.36,932409209.63,336438612.55,604413572.41,24285,377725.28,353278239.58,33191150.05,267338567.69,462200768.1,1614710.67,200427148.44,270991284.16,0,15931386.09,244038313.99,71632853,10216621.93,4996718.21,7868175.85,820030.84,352924337.84,125122677.23,0,111738,431201.04,25602656.63,117046.13,291080.37,2250556.26,402907662.36,0,0,3303869.98,1365765.24,177903990.34,278983136.14,18998818.09,269199029.66,602064474.64,2941033.48,754897.78,12160984.45,3062590.34,0,80828573.19,68935979.35,610577.08,141212430.28,8950170.3,567476787.76,11149117.09,150191177.52,19294024737.36,0,23956.65,3495873.11,144571.74,726476.87,66574.68,0,155420.51,12499890.7,794690996.14,127448476.45,48671,218594,2581,0,0,93702659.29,8136346.45,703298.48,16901582.31,4725235,420867.86,267757501.2,31984,0,0,0,6007,5491,3712995.34,0,19157.65,15657536.04,45940652.01,4729741.67,89591.04,98030.76,1668233.06,29512063.61,129804.33,0,0,0,209001,0,0,55800,2253278,0,15316035,1215254.39,0,0,88570,155698.14,0,279713.46,0,0,0,337914.51,0,1884572,0,0,8953288.86,0,0,0,0,0,0,25884,0,61386,0,7235382.8,0,0,0,74925726,0,8942688,0,0,0,14305,1227174,0,0,0,0,0,0,0,0,0,0,48106213,721323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18490430,0,0,0,0,0,0,0
"VNM",71614095.66,8810220.26,176000,22328256.78,167101.83,91038322.81,1191756854.03,8087303.35,494500.76,49119148.41,3825570.9,58647343.58,1065227434.82,95691992.67,1423066.98,278381846.61,29666813.1,726811353.04,696555526.35,3924402.75,28439724.81,1760661.03,86232.49,279745809.51,297596906.69,35453652.84,12969846.66,328908917.69,470866,7452.87,129680468.36,9323,389137576.97,4933009.06,13777258.03,4542139.03,40422618.13,1880579.85,26000,522445465.44,6069271.94,563000,369016684.53,44484852.76,13101195.29,2882425.8,290176847.95,122586733.26,15877179.31,781183.51,514197.2,853317027.240001,814549,12448202.64,80863333.37,396513592.96,443068.89,25672442.26,1880380.29,873809820.68,5262766.76,0,32052316.32,77803.05,1247123033.21,132933.15,544001.79,8060523.83,266187.16,150656238.59,14745083.7,123068.17,19055053.97,2574959.36,2823000,2691324.6,431578.97,3548630.01,33476916.48,46074977.9,3615503.11,3530912.95,2936975841.33,5441830.34,64176,1953772.5,4204590.31,2651496.21,1181534.01,33225804.97,1535565.28,1066254.92,17907207.24,73002956.98,21782285.13,6062643.91,2748074.07,12757079.25,12210780.57,4032457.44,2281715.5,1650859.65,26000,22645000,1569044.76,52000,445000,17243000,0,1014000,19070393.3,2274000,69000,2828000,625924.41,293616.87,504273.99,5228000,668000,1379000,25778266.14,40000,366000,1320000,22157000,1610884.14,506000,170000,194000,1961143.05,2968241.73,9466014.37,19071000,221000,13919000,170000,325000,766000,4159000,11000,792000,84000,7175000,56000,306702000,65488000,456000,9550000,2569000,0,854000,136000,0,709000,48000,0,0,0,152000,0,393000,17000,0,0,7000,326000,0,0,0,526000,225000,176000,0,0,132000,576000,355000,0,867000,0,32000,0,0,0,0,0
"ZAF",147887390.8,5350940.99,6362841.98,270002448.94,1202373.14,120091136.41,721614378.45,36417167.11,442918.04,4826549.85,10348301.91,25183006.61,2785330036.48,51999038.68,1979537.77,880158477.19,51313709.63,883446480.77,6200517469.37999,12362091.59,83143769.34,3331785.85,872379.32,646860626.92,165485229.45,94894907.32,108596402.67,2317768318.74,3473633.8,16666751.41,545336.29,109882,994231197.74,7028983.48,34144105.76,2899095.6,199174101.53,25965,229649691.29,212107691.14,125237215.91,426217.32,890802151.76,205825067.56,6545712.42,19558563.42,58573174.64,89209999.82,130085140.9,5664391.64,11571667.05,266817125.88,4584810.16,17360321.58,157805871.84,322197768.24,4545366.86,185343646.99,9476579.73,4405611398.99,18871863.33,8013621.26,0,518433329.660001,528388993.41,49597.46,15818589.07,1654546.64,985949.66,392918252.8,57654631.43,26620354.44,13055957.24,3603485.77,701037.44,2448143.61,1644389.33,20317350.07,41303180.95,1251999486.63,3276207.37,7994802.51,3050018404.14,239138305.79,123101.73,533535.39,42110969.3,2305104.8,349699671.92,41872381.68,6382408.78,9514980.56,18265073.25,54062387.03,357510816.88,8582849.44,7748538.59,217627800.72,109506773.66,19343970.44,5222663.78,4136996.59,822738365,141974026,351110,188443,36890158,19951114,877002,196084,388359141.55,18535022,5404542,48441295,580914.29,51250776.74,860761.03,274400,762661221,1341486,17903556.31,213746,104329,4980471,1387484,10743407.01,107905,564864,17024417.66,4057968.69,82897.87,72093066.58,294677434,7287925,10499436,4267866,395642.72,125151689,32894502,5739274,2204135,17075470,94316528,675221,4647011,43094,3596330,46727850,631957,0,2310241,371881,36568.08,32772,31772560,8663,15857,0,4886181,111223,1433246.44,489466,4264,8630,261279,975940,0,3504,40739,187065,1161,6833735,5480010,29642,56794,3237967,31377,2024084,80300,42253,0,40700,173567,0,6076,0
"ZMB",3128453.31,122168.31,0,323555,0,103322292.09,67113457.73,27278.6,6994,54638,27324.06,288165.48,34391471.94,516488.25,4114.49,4975861.74,16998966.45,4580783.04,41618922.49,6891,804747.98,0,0,2338715.17,4090607.42,701680.91,0,9893122.34,0,0,0,0,1319105.78,367763,1394,57483.41,1193958.39,0,11002309.81,9567162.76,65938.1,1269535,34506448.82,1625388.82,0,68352,0,1403779.06,5898353.28,0,3362,3244248.23,2643,4726,396942.7,52638164.88,0,1153385.57,0,15590723.59,0,0,88828483.11,0,1750121.78,38014,11578,0,0,237504.75,0,11585,5033,0,6006,18336,28931.31,0,121075.07,16428372.95,1352.41,0,91883556.85,4948010.31,0,0,4484,0,304801.06,34124.16,480117.23,37875,36437.66,46917.96,90107262.29,492245.96,83352.62,3994617.58,32799.88,3957,0,0,16297531,50056,0,0,2901,116453,0,0,469237.82,0,3135,7800,0,177571,0,0,200485,2119,110151.3,0,0,0,51541,4341,0,0,0,4616,167446,1296380.5,309774,2585521,0,42766,4368.29,38489447,55118,0,0,89762,6901,0,0,0,5330,29211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2596291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AUS",41647165.78,5707405.55,2494374.72,320798662.79,6212130.47,107469102.79,3867001662.29,16526195.3,4792591.32,2884070.25,9377338.65,49016350.03,1001933137.01,40618693.67,3837116.59,461808416.13,283228345.82,680647225.25,2273689240.16,8618744.21,159820063.47,9203662.74,2241349.5,1952729321.52,1532072509.7,79679295.22,381371560.23,1201714967.38,23412395.07,6961491.34,6049371.78,135664.48,4544598020.48999,36287570.62,172166864.86,2399498.23,297965144,1680310.67,1555550.11,1339773496.81,16390884.26,558154.91,835085449.19,66416452.06,11368708.21,31569565.08,898846231.110001,51151195.47,26336558.9,144094.58,80566329.89,2556601677.19,5442981.37,4149592.35,117436326.26,1169114915.14,22320753.33,255637184.37,8640252.76,6102714769,10038821.66,296090140.16,747075784.139999,1987364.65,0,1687321.32,182418,2799088.42,1401900.53,503848033.69,104373830.2,1049885.78,40822968.18,1152686.36,1378117.02,718014.18,2530626.18,8322580.59,21721984.89,1168933067.17,61856429.68,61529201.1,13234749743.84,36511264.24,217939.55,5747890.74,2206450.61,7619605.39,63930143.85,2929731112.31,130756903.13,62200627.03,80807141.01,169260559.83,814576434.789999,12409190.68,4686241.86,73182477.2,88350980.29,1405215.66,27614532.95,53139,4079846,321605385,1913505.96,3113416,1146400,171629179,78526,49852,191121575.69,162242895,4113527,7284005,19335.52,12339900.84,2299775.64,11771648,7506298,1134726,2615552.47,8847,1589832,1691317,4022718,5621973.74,782143.64,289986159,541571.45,1221363,6308329.73,14936634.34,610863,25953,142073925,43883062,107757.27,533759,132910,965109,10419269,1400213,28857747,0,155862,3594608,32854,145707617,398059211,682742,62507,75519,22221.89,142161,2169194,58774,58739900,628020,43917,1644045,249317,670256,119138,6658454,17087,10361045,12671488,1745014,1294241,110477526,556357,112816,114373,133213,72659,4087,15804550,27191364,0,0,0,0,0,0,0,0
"AZE",28516793.64,2628948.22,0,1029145.64,0,44509555,4839924.7,39611.5,1800,42061,0,4462449.88,200173480.65,153809.1,0,8758809.43,196800,192024511.6,19541866.24,0,11263738.46,0,0,46186,5607013.59,236871,21757366.73,471812233.33,0,9768918.5,0,0,3781840.9,55513.45,87000,2980083.87,1289.16,1176000,0,1335445,18602,0,25863224.63,883465.64,0,0,0,3925681.53,3946198.82,0,0,28947341.24,0,572578.18,111801.84,510868.58,0,110709618.62,0,16022968.2,0,2167152.11,24765,0,39383.69,0,0,5122029.53,0,682217.55,0,0,5300,1012919.49,76791824.9,0,0,3750215,552944.73,555220.23,31531978,58784.52,743624.63,0,2905894.25,11735130.44,0,25385334.73,23632.76,0,6630,17963.44,8438181.83,104008644.53,6558082.99,2778214.59,3814040,0,7264790,0,0,0,0,7092094,0,0,0,20175,7700786,0,27596865.98,2400,0,0,16042.24,0,0,0,0,9290,6306385,0,0,0,23617572,13274921.68,1551783.93,0,0,0,0,0,12780,0,0,2880,0,0,0,0,0,2540,0,137030,0,0,0,295674,0,0,0,0,5998846.83,1058178,0,757165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19585286,0,0,0,0,0,0,0,0,0,0,0
"BEN",83404.55,5278,4817,26038960.82,0,1128584.12,1038644.47,3954816.93,0,0,0,1042685.7,4980186.37,1021048.98,17546,9413199.53,7854,3963909.07,975537.23,107352.03,0,59717,0,17698.51,10773593.93,572337.86,0,41032550.17,0,0,0,0,12993,0,0,0,112696.48,0,0,1081666.25,33496291.9,0,1355801.76,14420.34,0,0,664791.52,875409.57,3858827.92,0,87493,41695,0,0,577264,9436396.26,0,6736316.05,0,3156291.49,237973,759949,745160.1,24142.3,0,0,0,0,0,20080.71,0,74890.01,0,0,0,27866,0,95930.04,124886.7,57271334.3,0,0,172254.39,0,0,0,430225.98,21322.36,652306.12,0,0,0,132178.71,27947.88,1977115.65,22334.25,277608.65,40830,0,242288.97,37045,2244058.95,0,0,0,0,887041,3255,0,0,0,0,0,7109328,0,10966,0,0,0,2340,1320217.54,0,0,0,338819,0,0,0,5436,11944947.44,0,2614,11136,0,7261365,0,0,0,106235,0,0,0,4877305,0,0,0,0,1511013,0,0,0,157246,0,0,0,84867,0,0,407938,0,49172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLR",19400716.36,7892059.45,2900,73310550.51,0,2245403,161674781.46,4202700,0,5660411.25,6845474,33935833.41,282857926.75,24571390.33,2775700,13735026.2,5049069.64,80667487.35,116392612.85,196638.01,2798791.29,739000,0,12301367.68,5262450.81,1551439.73,21864769.81,78989851.8,0,25616879.3,261553.6,42581.54,21046992.94,12588841.06,993100,345803115.93,7081284.04,7571772.68,258756.63,22966134.37,6057159.89,1102774.33,133022116.48,21581167.98,50500,711464,2365344.35,231014571.16,4784299.97,0,673871,808803.63,1142431.96,16910587.03,17891655.18,14202019.59,0,38558311.21,574051,123199778.25,1853700,25477102.46,2566634.87,36901,2307972.96,8231795.53,118913.89,0,0,1522607.4,1532682.45,1810000,18369397.59,148989083.94,1640004.02,0,0,15075629.84,63709804.02,34896397.87,2070098.51,42696,7021609.38,54100,4329598.14,453044087.49,1670074,1395,0,204825.41,0,0,26833973.62,3648286000,98611,3339965.74,66488.27,156700,195991.96,0,0,17002.89,1160900,12483200,780034.97,77700,1589000,6389000,0,0,963824.71,375000,2636000,5440800,38710002.09,0,1017974.15,0,0,2225100,14900,0,0,13048900,555399100,11860756.21,6599435.61,0,103600,0,0,94128.79,505600,0,7498200,0,0,425000,18700,0,8846800,770300,49600,0,7827100,0,0,6726700,0,0,0,0,44785363.42,10582200,1034200,1017400,0,0,0,0,0,0,0,0,9000,0,0,0,0,0,0,0,0,0,1941700,0,0,0,0,0,0,0,0,0,0,0
