"","ARE","ARG","AUS","AUT","BHS","BOL","BRA","BRB","CAN","CHE","CHL","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","DOM","ECU","ESP","EST","ETH","FIN","FJI","FRA","GBR","GHA","GRC","GTM","GUY","HKG","HND","HTI","HUN","IDN","IND","IRL","IRN","ISR","ITA","JAM","JPN","KHM","KOR","LBN","LKA","LTU","MEX","MLT","MYS","NIC","NLD","NOR","NZL","PAK","PAN","PER","PHL","POL","PRT","PRY","ROU","RUS","SAU","SDN","SGP","SLV","SUR","SVK","SVN","SWE","THA","TTO","TUR","TZA","UKR","URY","USA","VEN","VNM","ZAF","AZE","BFA","BGD","BGR","BHR","BIH","BLR","BLZ","CMR","DZA","GAB","GEO","HRV","ISL","KAZ","KEN","KGZ","LVA","MAR","MDA","MDG","MKD","MLI","MOZ","MUS","NCL","NER","OMN","QAT","SEN","SRB","SYR","TLS","TUN","UGA","ZWE","ALB","ARM","CIV","MWI","RWA","TGO","ZMB","AGO","ASM","ATA","COG","EGY","GIN","IRQ","JOR","KIR","KNA","KWT","LBY","MAC","MRT","PRK","SLE","SYC","TKM","YUG","ABW","AFG","BDI","BEN","BMU","CAF","COD","DJI","ERI","GMB","GNQ","GRL","GUM","LAO","LBR","MMR","MNG","NGA","NPL","PNG","PSE","SOM","TCD","TJK","UZB","WSM","GIB","GNB","MNP","FLK","FSM","MHL","PLW","SHN","ATF","SGS","SMR","TKL","VAT","HMD","SPM"
"MRT",1084986.47,0,3049074.49,18851.8,0,0,4053,0,481309.31,313032,54964.54,4048388.24,12312,9670,0,0,9520,72944392.24,2088.69,0,0,73737669.71,3431.09,336307,5030376.12,0,105192192.37,7799359.22,26225167.75,6239291.66,2748,0,1853504.91,20063,0,0,0,626467.08,7329,0,97372.09,135790766.58,0,125597362.72,0,489173.68,1121445.83,3647.84,162453.95,496172,12376,1180909.18,0,5199717.65,8103049.76,0,15092,0,12077,0,51932.43,11835047.01,0,6824,48271312.64,213855.73,0,0,0,0,5183,2059.99,5760,849605.27,0,915265.18,1342,0,0,578678.48,0,0,92443,0,62443,784167.36,6618,30044,3928.91,1142366.63,0,40003151.94,20153999,170786.55,0,75568,17690.62,0,104576.29,0,0,1018349.71,0,15149,0,244707.99,7011,0,36418,51570.7,10485.38,11919,232507.37,2873,71140.72,0,1396461.7,106270.29,0,0,0,70972407.56,0,80489.29,3329007.11,0,0,0,0,0,0,1642286.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRK",998958.16,0,9764495.01,722122.34,0,310393.1,70494750.92,1140894.74,20439.5,1332665.05,186336.06,464497754.58,2603447.47,2210700,2927663.15,1404117.73,4124382.78,27840535.2,1695462.54,0,86692.19,13755795.1,263115.12,5619536.28,155966,141087.95,29839846.26,1808280.69,873452.72,883182,8345912.86,40387.17,14397813.41,6021881.61,0,270000,0,8085682.63,9213219.68,516692.28,0,685092.83,1730960.02,127625813.81,3276761.37,0,7539213.06,41021,33281.66,67174563.53,0,134619.59,5689253.47,3591054.6,0,0,12060374.19,0,2342080.71,0,29450232.13,36223,10384553.36,2361346.51,6805471.53,35786920.15,0,6503970.84,6472635.42,0,356423.87,4053738.86,212713,130043516.18,3398590.68,2775776.65,55426,0,317119.38,3289,0,0,10328557,691954.63,155632.13,5704159.45,4564201.03,0,804718.67,2069252.74,0,18652.25,6035042,1262622.48,93812,461653.12,0,1613322.42,3905607.21,966269.81,0,0,34071.66,44244.07,664605.3,1032396.68,507558.84,1515598.11,800036.02,149338.04,0,21173276.96,277955.29,1521121.24,782147.18,4071,1838742.42,3534174.81,62478.59,357372,0,286756.99,50776.27,189829.02,886982.63,316066.09,0,0,0,0,0,437071.98,0,0,0,0,0,0,106788.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32567.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",1145895.09,0,480163.87,9012,0,0,0,58253,1962218.9,22699.94,0,1278094.03,2269,0,0,2431,1708593.36,28485906.57,42773.98,0,0,1250391.72,621236.15,0,273415.8,0,13718742.72,2143178.51,73877.09,0,0,20380.12,798839,20939.93,0,21000,0,2792536.02,469968.52,0,1000,135346.44,0,253014.89,0,478622.22,95612.13,0,0,58168,3332.88,66831.51,0,541718.7,0,2395,46860.15,0,7210,0,4821141.62,5333.58,0,11315.72,1094863,23632.88,0,0,0,0,1038815.75,399043.64,9912,860020.44,0,37728.38,80119.44,0,0,9638659.82,0,719136.91,680822,0,0,318478.39,1123,0,106762.2,0,0,0,15871,16137,0,13152.95,0,0,280030.26,0,0,245480.29,20058.64,0,0,2242,0,1031319,14340.61,0,0,0,1628,1202272.77,0,0,0,0,10971.24,26868.93,0,2156999.38,103298.94,0,0,24773,0,0,0,0,0,92421.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",27331.4,0,1705918.16,5943711.79,0,1916,1484,2768.33,2547784.81,521412.39,0,9398.5,0,0,10140,131172.87,211106,26511125.83,1111075.15,0,0,89350682.46,830491,0,387574.92,2782,50628377.84,102312123.54,472175.76,409714.01,56798.79,0,2249400.98,0,0,7658743.78,0,1007579.96,1366822.87,1654,0,34058825.67,43657,43626588.94,0,114353.96,27000,730719.88,0,47910.41,648628.29,32303,0,4142426.91,7069,570148,68050.17,0,10049.22,0,173700.03,0,0,45218,646074.83,0,0,757883.48,0,0,273595.7,950420.95,11922,10780289.71,0,1781332.2,1004893.22,0,4560,5339455.64,0,0,2796817,1301024,10394,191135,11638.96,75870,415180.08,50912.82,0,1880.35,3015557,27044,138636,9176.04,0,12113.77,2601.1,0,6573,45064.9,0,7273473.65,414025.67,0,2723,9139883.35,13928.31,0,0,0,10223.36,341923.63,56520,0,0,3856885,2732478.34,14158.9,8249,4377227.17,2725448.05,0,0,44397.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38424.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",6415844.83,0,132318,590855.45,0,0,3268771.93,0,3104115.21,230737.5,0,18513480.29,0,0,0,0,26684129.62,43384738.66,6122,0,0,25386799.31,247309.02,0,234126,0,15120714.59,3570007,0,48086923.27,0,0,0,0,0,296815821.94,0,12047045.68,6783,143714240.92,1630603.41,207163930.34,0,7038,0,1289496.01,22000,0,19823.83,447739.2,0,380345,0,309548,401664,9866,11061789.73,0,0,0,70495206.69,7652423.81,20092,127529514.07,72903015.73,60389.84,0,0,0,0,128709932.86,64788,41391,0,0,155934872.92,0,0,0,136539471.62,0,165828.47,3468,224089308.24,0,13552504.35,36586,0,0,1043177.1,0,0,0,0,95065134,29812,43773,45846227.54,0,12210776.5,339965.68,5126,0,0,35682.73,0,0,0,0,0,0,48814,0,1672562.66,8530956.7,0,10044.41,123658.85,0,4994911.24,1059494.74,5575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YUG",984476.84,160290.25,2658832.83,131079847.39,5110.12,3813,618400,57700.8,10838029.68,20518498.01,7263,19857667.38,58572.73,85466.68,456995.25,14624400.49,61931618.12,446388847.12,7879332.68,0,0,64891955.67,356119.69,76465,5061485.44,0,154625933.53,71920293.48,3314,157249650.02,667348.64,1972,148888.17,112523.46,0,127975523.1,0,1067606.08,1329830.16,1777409.79,14015978.4,825216507.62,2095,3076654.68,0,2386756.8,1268950.35,0,4454957.66,1140876.42,592319.87,807906.02,0,60608729.22,6255083.08,544603.53,76352,0,9757,0,46400651.74,23140921.75,0,102219739.34,256955568.62,1577243.65,0,0,0,0,33617924.78,232321424.38,23910112.21,196850.03,3290983.99,90328806.65,0,0,81259,58715297.96,0,0,1487839,0,0,7497962.82,81334996.11,255679.94,692807149.9,12263103.63,0,66359,16676522,63766,1165188,163165751.19,487756.46,3727442.96,14593.37,23729,2159387.95,1430445.1,3151191.31,72998.11,252475860.34,0,314722,371523,20988.31,91449.23,0,0,895022.95,0,7362771.9,0,2379817.35,47350,0,24320522.99,390376.55,281056.42,18351,0,16846.32,2552.85,0,0,0,0,0,251614.22,0,0,0,0,0,0,15195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,8114391,2686499.35,0,108648361.24,1047026.95,42576512.06,3229,10666,129459.09,20799884.87,130667799.21,863962.45,7799,0,646547.48,89505,61931,5587,133639475.54,0,272989,5256,23854,114719680.36,39861522.28,0,1053,0,16004,33862,1321575.05,21071,0,0,0,0,0,37000,13976,1595601.09,0,56386.41,1017,2000,8846,0,25187174.36,0,0,3872.25,58596058.38,13116,1319,0,976448,635291.54,0,0,0,0,2311015.77,0,16040570.34,0,3407,483315.6,15663,2815,55988.37,16169727.83,0,40584504.2,0,3940,5920,39208.58,2800894604.53,6944006,0,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFG",3135056.5,0,152847,49153.42,0,0,315546.93,0,344497.84,183867,7590,1510403,15422,43375,53785.21,61502,476225.18,3665765.86,3321026,0,3670,1312060.56,23805,0,10705426.45,2684,745014.53,719660.94,0,486923.32,32094,0,0,2319301.06,0,5000,0,53520288.7,2662428.5,5915069.23,1499514.75,1965078,0,230049.4,0,67309.36,30000,118347.14,13367,361068.67,157131,6631.11,0,84134.64,146547.36,1094176.24,49558057.4,0,50068,0,2371471.92,0,0,26449,3740542.36,508543.94,0,2569419.19,124953,0,0,26264.9,2009,321403.27,217867.94,8074394.64,0,0,2860,24498047.3,0,0,215497,1132,21663.12,6618323.3,3678,64044.63,1855,126395.98,137882,1587,45254,364812.96,3338,9502,11989,148012.39,15633.56,182565.46,0,2471,1655.11,0,0,18532.99,147092.84,7968.83,5905.82,15714,0,644464.73,93789,40227,88910,0,1202575.34,27058.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BDI",1305988.76,0,0,764254.16,0,1500.89,0,0,305493.61,6010884.88,2241,327082,0,0,0,0,0,24736516.32,1956849.81,0,0,1617537.17,0,36434,1442887.5,0,3087695.32,1139278.35,0,11425.94,0,0,0,646214,0,154658.89,0,36692.79,33627,0,0,3324899.64,0,410361.64,0,3318.28,0,0,0,12563,0,0,0,7974579.66,1651,0,2557539.15,0,0,0,462031.26,43421.68,0,1713321.71,931417.66,311627.36,0,0,0,0,91771.92,10653.7,2495616.45,230698.19,0,0,304070.16,0,0,4629221.81,0,0,479140,0,0,1490,0,0,0,3130.02,0,0,0,0,0,6533,0,0,256523.69,0,0,197857.66,0,0,0,45225,3189,0,0,0,432167.91,0,0,0,152132,0,141832.72,162806.51,23984,0,0,0,316307,296690.53,12048.34,0,0,0,0,0,0,7776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BEN",157548.76,0,1741,0,0,0,1783,0,6679,51865.02,0,132939818.33,737047.76,0,0,0,312518.25,2618183.16,226210.8,0,0,4871890.41,0,105099,0,0,6081101.88,34415.8,432660.58,0,0,0,54954.91,0,0,0,0,81495055.9,4975.89,0,0,5243937.18,0,58841.45,0,7480,8446.67,0,174415.89,89951.27,0,858741.43,0,1994521.21,0,0,1183354.64,0,237558.37,0,90776.21,5788446.82,0,0,0,0,0,0,0,0,0,428229.61,4502848.14,11665441.12,0,1915856.81,0,0,0,557148.18,0,673329.55,2364466,0,74517673.79,131982.16,0,0,0,0,0,914191.43,5057,8268463.01,0,5138,0,0,0,0,0,2931803.62,0,1068787,0,134301435.71,0,1628424.61,0,33812802.89,0,0,509594.66,0,0,0,201871.12,5014.8,0,0,0,2084878.41,1914,0,11845987.27,0,0,0,0,0,0,12241664.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BMU",0,0,2977694,11849.66,723877,0,3524717,131600,14447984.92,69112,53770,2936,0,1216226.72,0,15030.69,0,6028571.16,949560,0,0,230916964.56,1189,0,1196400.95,0,1076609.04,789245.64,0,865834,361882.92,0,4205137.66,0,0,11290.23,0,1019685.12,19932,0,12232.43,31128871.84,800427,149789,0,0,0,0,0,20330.1,0,0,0,3540776.57,39397.85,0,248410.14,0,0,0,4298256.8,0,0,0,243247.38,24020,0,5865,0,0,0,2898,78150881.11,1024,33302,0,0,0,0,5068655.91,0,0,4526,0,0,0,0,0,51266.32,14000,0,0,0,0,70074,29514,0,0,55770.04,0,0,0,0,1654,0,0,0,0,0,0,0,0,1011,26903.75,0,0,16563,69240.76,412097.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CAF",0,0,61266,704751.54,0,0,103856.51,0,167968.39,50854.06,0,8277074.76,0,0,0,0,430211.05,751493.75,0,0,0,10428314.07,3354,62809,0,0,15848918.1,103426,0,0,0,0,48827.52,350457,0,0,0,229811.89,23841.34,0,18605.61,9305912.95,0,1924608.66,0,85396.86,214598.39,0,0,263374.59,0,41014.93,0,109398,1197,22265.77,324491.09,0,0,0,58908.64,3036723.19,0,23503.15,1395.1,1458678.75,0,0,20300.98,0,39518.06,215349.23,27995,144946.09,0,5255864.7,5196,0,0,5580409.84,0,0,0,23604.72,7826,104902.66,0,0,527431.14,4300,0,0,38841,10692,0,6591.7,0,0,8430,0,0,994109.15,0,0,0,8380,0,0,1953,0,0,0,82356.22,0,0,0,109875.31,0,0,0,205553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COD",730075.99,0,176326.88,453053.23,0,0,215239.6,10546,413673.89,461915.74,0,173515200.06,0,106326.46,0,144601,175484.96,15915358.07,105225.33,0,0,4328707.03,638101,13243.09,115672447.24,0,113518031.14,11005427.17,0,89213.07,5092,0,203249.86,0,0,8971.32,0,5047055.16,46492.09,0,0,18788588.47,0,3301181.26,0,137512,0,0,442126.54,0,0,2378893,0,7386172.64,60516,0,731357.69,0,0,0,1111893.33,23932683.57,0,56220.81,985493.74,0,0,0,38990.13,0,0,1266665.63,48759,0,40070.26,73311.52,608448.66,0,0,254433151.95,0,0,4194616.27,0,4274,98029,4375,0,0,3800,0,13056.24,4328,1620434.78,0,47072.17,0,0,11941651.01,0,0,2676059.06,0,62777,0,22210.21,0,6638,0,0,0,0,9190.21,13845,187772.52,0,23559,3021984.78,76038555.97,0,0,250318,1347,319297.7,19455,21187385.54,0,0,0,0,0,9534.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",5493192.01,0,0,84777.33,0,0,0,0,26513.14,135518.31,0,511907.77,622152,0,0,0,0,148974.84,0,0,0,49440,0,67858748.79,37553,0,556356.88,12510,15095,78242.47,0,0,699013.31,0,0,0,0,3598101.09,648257,0,97730.2,3588311.2,0,0,0,59374.94,0,85855.34,0,2781,0,0,0,364307.33,0,0,859121.35,0,0,0,191129.09,0,0,0,0,100070,0,122077.97,0,0,234186.51,4871,311166,238201,0,99418.31,1121751.89,0,0,889203.14,0,0,153147,0,0,45506.87,0,598825.73,0,0,0,0,2326,9107,0,0,0,0,1494320,0,0,0,2412,22225,0,0,0,63986.5,0,0,37024.51,0,0,0,0,0,39950.6,0,0,0,0,0,0,628171.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI",310667.26,0,287590,67063.62,0,0,0,23372,23378.19,107516,0,406823.66,185949.62,0,0,0,1314,1194424.54,1426,0,0,10267.34,11941,136230.33,0,2952,1665706.12,61973.04,0,0,0,0,0,0,0,3000,0,680113.38,853885.36,0,333342.92,2113072.18,0,115039.07,1644,7638,129000,0,0,3793,0,2502,0,164753.1,1091,3319,0,0,0,0,171808.77,0,0,0,0,496632.54,0,0,0,0,17266,1419,33752.35,28322,0,593818.37,6162.67,0,0,1116910.27,0,0,72748,0,0,14701.02,0,0,0,0,0,0,0,0,0,0,0,0,11959659.42,0,0,3380.92,0,0,0,0,42940.13,0,0,35541,0,3707,0,2899,101861,0,10848,152010,0,0,0,0,0,40069.65,0,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,0,6988,37080.11,0,0,0,8835,25534.54,0,0,154049.92,0,0,1349,0,0,300644.54,9196,0,0,20670.73,0,239187.83,5133,1110,308804.36,4747040.97,493649.19,0,0,179624.82,175307.27,116977,0,0,0,12382036.73,142490.55,0,0,0,0,639255.63,0,5397,98000,119078.53,0,75039,0,18400,2850,317932.78,56624.12,1080,26614,0,0,0,13771,10796.83,0,1067,0,2217,0,0,0,0,0,1373,14332,1107415.75,2222,175841.68,28263,0,0,427012.12,0,22756,56636.29,0,12580,77112.21,6486,0,1933,33100,0,61834.12,0,0,0,24821,0,0,97925.06,0,0,9477.28,0,0,0,659100.7,41779,4661.37,0,0,0,0,453443.34,2933.89,0,0,0,5834.95,91557,0,0,1146,0,6874,24406,76940,0,0,0,0,0,874028.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",0,2714,8669,15702.52,0,0,263270352.02,0,408047869.82,2414262,0,1298209901.71,7424,0,0,0,0,32949971.93,4028.19,0,1533764.23,672358449.62,239416.4,1316,0,0,198332345.47,3057329.58,0,1459711.12,0,0,2395,64935,0,0,0,15659.14,736407.65,0,0,217605595.84,0,202458403.1,0,0,20584.15,0,0,0,0,0,0,261823657.15,26982825.61,0,37496.97,0,0,0,4451,338865521.89,0,0,0,0,0,0,0,0,0,0,0,71023,0,5409902.91,0,0,18662808.66,1506237068.85,0,0,71967,0,0,0,0,0,0,0,0,50827855.62,1187,2073953.64,1042,0,0,0,0,0,0,2912936.82,0,2862,13435,0,0,0,0,26959.88,0,0,3711159.86,0,0,0,0,0,0,0,0,2397437.11,0,0,0,0,0,0,0,0,0,1513752.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRL",0,0,0,406054,0,1002,0,0,455582.31,0,0,7927803.93,0,0,0,85552,1993,24926145.99,336363825.81,0,0,24600099.95,414937,0,219017.59,0,8765996.58,5142786.49,0,0,0,0,2710848,0,0,0,0,11364,119660,0,0,3428,0,20723325.83,0,1824127.74,4000,0,0,29750.14,0,1659,0,2415778.62,5695990.61,0,1614641.34,0,0,0,6875295.16,0,0,33316,967850.85,0,0,0,0,0,0,1867,4929,16285088.53,0,29807,0,0,0,7063242.82,0,0,0,0,0,0,51840,0,6881.31,0,0,2228,0,0,0,303778.95,8530116.36,42422,0,0,0,0,0,0,0,0,0,3947,19589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GUM",0,0,76879,1960.74,0,0,0,0,100990.2,0,0,0,10127,0,0,0,4660,598490.71,219754.88,0,0,1090,0,0,17089,0,205226.18,1334604.56,0,0,8211.6,0,1676313.02,0,0,0,0,442290.97,36618,0,0,77615.02,0,6202337.59,0,1512796.37,0,0,0,520126,0,430521.31,0,0,0,130826,6816,0,0,0,33050.07,0,0,0,5764.91,0,0,4981742.69,18219.36,0,10240,1697,0,81446.58,0,0,0,0,0,0,0,364907.88,0,0,0,0,0,0,0,0,14564,0,0,0,0,0,10724.55,0,0,0,0,0,0,0,0,0,0,112434.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454942.46,0,0,0,8565.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",8416,0,6766078.5,4316915.14,0,0,98050,14699,5757410.59,3905718.49,0,23777515.52,56872,4671,0,0,1865485,33395897.13,650476.81,0,0,5359584.89,176538.65,0,766503.14,21563,51984682.47,42946012.03,0,444016,29464,0,35081,0,0,100592.49,0,72137.55,1808331.09,0,0,9653401.6,0,7769043.09,137972.73,2100949.01,142000,0,59009,253106,0,12882648.16,3800,14257758.84,1522822,66421.38,153615,0,73167,0,7911425.41,855212.1,0,152905,370887.52,206503.53,0,1446747.71,0,0,187187.58,166130,1233713.78,208678446.24,97813.82,542977,0,0,1110,4296756.52,0,89951905.85,64258,0,0,0,59290.06,9713,16991,1100,0,0,136703,0,0,350449,81972,4640,1685,0,137799.47,5501,0,0,0,0,0,2609,108680.83,0,0,3701,0,119318.05,0,0,23926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",332028.33,56253.98,0,123532.27,18383,0,103280.06,0,10690869.6,489802,0,11831415.39,15115.64,0,0,0,11664435.49,344801160.81,2472,0,0,159798677.69,8966,0,13905.26,237485,15275602.43,11271811.5,174961.54,1032408,0,0,402944.34,43635,0,46000,0,45525979.79,347158.06,0,27000,20330043.66,0,230218,0,7221258.13,5673.38,81149,4392381.12,424896.46,0,59256851.69,0,5526471.53,43927,40897,1253378.77,0,0,0,94105275.08,49412.45,0,0,385707.9,5351.88,0,2243136.5,1811.04,0,167071.65,1185843.55,36970,50533875.91,0,10544789.85,0,0,0,93363071.05,0,279300,1056191.22,0,15195,277038.66,5967217.21,14785,0,611912.62,0,0,687374,8723,0,58748.34,5900433.98,47515,162752.26,0,0,1854864.74,0,4716.92,1246,0,0,0,0,0,0,1193,1809,0,0,0,0,191639,0,0,8629,6077772.19,18905.79,0,100567.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MMR",13453072.84,7316475,10980104.46,12102499.67,0,0,474416.14,0,9072007.07,487663.66,75530,254596275.98,22421,1411,0,63624.06,1435158.48,111942648.89,13307254.06,0,0,22438614.67,416551,13968,453753.05,15011.28,51565493.75,73222216.98,0,1415923.03,0,0,47928502.86,0,0,206983.12,0,452525185.84,250771,0,121345.01,34053759.99,0,201438140.03,414373.75,53309932.61,444971.41,4001709.87,695679.68,4380443.76,70436.8,127133758,14577.37,14874040.43,2311365.18,656155.77,36744497.6,0,0,0,4861448.54,604952.24,9048,341464.7,2080331.7,755299.88,0,101662264.28,0,0,251707.58,1450180.82,3295233.82,1628484018.5,34222.25,3217713.91,0,0,140908.16,0,0,42884461.51,1231042,0,0,54116750.86,155299,924683.01,166013.88,0,0,3998862.74,0,0,0,1107395.78,179272.86,83171,0,0,3695,5862,22248.38,0,0,6131,0,888557.43,7797,0,665723.05,889616.29,0,176679,0,0,160107.86,0,0,0,0,7334261.63,0,0,0,0,0,0,0,0,0,1410.9,0,0,0,0,0,0,31639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNG",74805,623904.05,14280781.88,283784.17,0,1205,0,0,128967447.33,5546563.14,130562.51,523631412.71,446799,0,74922,0,98441.61,17623161.65,316634.03,0,0,95463.7,0,0,6213,1848,3927594.35,89811624.33,0,37256,0,0,2181764.59,17508,0,824594.11,25037,154855.8,114445.05,0,3000,24216346.61,0,7621117.65,0,67330916.98,94308.02,0,0,14987868.02,0,38119.98,0,4996256.22,501689.26,84597,34395.18,0,45988,3026,182219.15,0,0,623914.43,26748763.37,592719,0,719231.39,0,0,431305.18,8259.68,319710.86,215437.49,0,208382.37,82974,7031670,6719,207195082.35,0,197841.44,444634,40955.5,0,129291,134437,0,0,9666.81,0,0,44405,0,2469.34,7777,0,781540.08,0,204355.1,0,0,342086.95,0,0,0,0,70206,0,0,0,115000,0,16619,131000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52484,0,0,0,0,0,906887,0,0,0,1716,0,0,0,14181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236497,0,0,0,0,16170,14781600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
