"","ARG","AUT","BHS","BOL","BRA","CAN","CHE","CHL","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","EST","FIN","FRA","GBR","GRC","GTM","HKG","HND","IND","IRL","ISR","ITA","JAM","KEN","KHM","KOR","LBN","LKA","MAC","MEX","MNG","MYS","NLD","NOR","NZL","PAK","PAN","PER","POL","PRT","PRY","ROU","RUS","SLV","SVK","SVN","SWE","THA","TTO","TUR","URY","USA","ZAF","ZMB","ALB","AUS","AZE","BFA","BGD","BGR","BHR","BIH","BLR","DZA","ETH","FJI","GAB","HRV","HUN","IRN","JOR","JPN","KAZ","KGZ","LTU","LVA","MAR","MDG","MKD","MLI","MLT","MOZ","MUS","NCL","NIC","OMN","SAU","SEN","SGP","TGO","TLS","TUN","UGA","ZWE","CIV","MDA","MWI","NER","VNM","AFG","ARE","CMR","EGY","GEO","GHA","GIB","IDN","ISL","KIR","KWT","LBR","LBY","MMR","PHL","PNG","PRK","QAT","SDN","SLE","SYC","SYR","TKL","TKM","TZA","UKR","VEN","YUG","ARM","ABW","AGO","BDI","BEN","BLZ","BRB","CAF","COD","COG","DJI","DOM","ERI","GIN","GMB","GNB","GNQ","GRL","GUY","HTI","IRQ","KNA","LAO","MHL","MNP","MRT","NGA","NPL","PSE","RWA","SOM","SUR","TCD","TJK","UZB","ASM","ATA","BMU","FLK","FSM","GUM","PLW","SHN","SPM","WSM","ATF","SGS","SMR","VAT","HMD","UMI"
"CRI",17180943.82,40934243.79,21376389.66,759634.78,85212385.51,187180572.13,49400821.15,11203634.17,264092692.32,29624910.32,0,22123816.69,65656.45,134087808.95,396661643.38,9170047.96,15025754.38,54328649.03,2101505.02,73730049.55,101825352.78,716265908.1,6540620.81,306425569.94,196279566.55,183344345.89,15610733.98,34093261.71,11332665.46,121359151.86,42799246.45,125681.63,73792,21837129.16,935341.29,20556,63508.35,804235746.51,0,207962920.26,728772342.83,42049567.44,1887757.29,492550.96,178770542,7744950.02,30902804.22,42977093.97,217224,9762259.8,6394300.84,188968351.8,25070903.53,3659187.9,88839300.32,23516809.01,15491293.22,45389590.78,913262.77,3109290577.5,35771026.62,38187.16,16198,21126554.04,11418.24,0,1387469.17,2453963.33,71000,407698.79,2713352.66,2804428,36000,20878,0,2628641.68,4476359.96,165816.2,91851.53,103219502.02,434051.3,26442.45,1127081.03,28314.48,728324.75,41603,767080.73,0,287568.36,2250,317073.78,170118.68,207876908.63,74859.85,6726952.25,1683.33,160785292.83,0,0,627735.47,43293.53,0,28004.91,78699.75,0,0,2719179.57,0,630990,5917885,68610,0,84178,0,1731154,1858896.94,0,34552,0,0,1092287,22387697,6745,12209,0,0,0,0,15730,0,0,0,20199,34040046,6450,0,1389403,6303,0,3100,4569996,6162742,22044,0,18238,0,70570812,0,0,0,0,0,0,3223195,4635822,0,49219,0,9762,0,0,143332,0,36300,0,0,2316260,0,0,0,0,0,3255288,0,0,26460,0,0,0,0,0,0,0,19078,0,0
"CUB",1681396.04,2163785.01,3382807.75,310223.77,47187350.8,676573853.48,24685459.35,939578.24,158949594.38,6403036.41,12041547.8,0,12845932.84,1950532.93,39865390.75,1965146.02,272113.34,175411018.43,2457387.31,11750540.36,48948455.07,17455788.4,1768140,3531016.36,10909081.47,3891530.24,3082685,605781.9,1689870.06,18804543.54,7409242.37,4178.65,0,1945846.66,1232953.31,402765,1830860.31,24683337.4,0,94622.35,616526139.23,959283.54,738999.09,490851.87,2549870,675141.6,3570421.58,38529156.96,176811.07,6701410.4,129332749.34,534235.98,706707.8,316796.79,2552665.08,575596.32,3690063.22,400322.61,310350.69,239293.09,2198533.44,0,41786,3451851.24,50924,0,6393.41,5598003.18,630861,34483.01,22478338.95,4005619.01,889770.12,0,0,368828.89,204082.68,13082529.54,71445,29004872.82,17380967.25,2312,46128,353845.12,1734988.42,114008.63,18650.76,0,105758.63,0,107719,2526.49,852692.19,8086.1,441449.47,319691.15,2060551.73,29323,0,3149111.48,27888.94,59660,10062.96,2084,0,0,262651.5,0,97858,0,17288,67924,80775,0,0,51478.83,0,0,0,0,0,11200,0,153110,0,30066,0,0,113764,0,0,0,9377419,367000017,204770,1827095.5,482501,76967,0,0,118292,591892,0,0,0,0,26409209,0,0,13685,0,12734,0,106791,12486235,0,0,5200,0,0,0,0,0,0,0,0,1313,0,204960,0,0,0,1246120,0,0,0,0,0,0,0,0,0,0,0,0,0
"CYP",60923,18202779.32,201214,6160.55,7255591.68,2259065.7,4900963.87,182519.02,3003445.32,21517.49,438687.31,0,0,14258926.36,120934054.77,9203604.44,119453.88,21620178.45,1483832.76,3330580.44,24634643.7,318674965.85,266291519.6,92809,8176142.49,122228,7424864.85,8805903.07,118469292.16,29621885.66,226449.65,1883524.5,227788.56,26513627.77,29894810.69,8822901.7,107026.42,467675.58,31105.38,6041017.17,56519672.43,6322905.05,329603.54,2415488.98,630686,74135.81,39081811.03,3950654,57493,17482805.11,30796848.35,0,9465453.1,1355493.05,11016927.68,1941868.42,126257.68,30389783.98,40863.78,23682184.99,5443405.14,364204.15,3607935.5,2079261.68,248177.51,0,990175.84,8905569.71,1953417.68,3141621.61,2881385.62,5058919.07,2699416.21,1931544.47,18704.72,2152658.8,9882708.29,68940817.03,18210448.46,17023004.19,2288015.68,0,70726881.98,3917087.5,1032656.48,344860.32,4718048.27,62681.91,8441241.65,102506.07,349491.28,39804.27,0,4833395.33,10533475.3,1176437.07,46061803.05,53732,0,2060042.55,221335.6,598079.7,48162.55,719247.59,84043.41,392229,8977275.26,62210,55250655,25438,7347514,307094,356840,1784457,119248,240507.58,0,5496575,0,5728811,419795,597464,107169.31,0,1809722,9040824,12474,164002,11864382,0,0,7755559,3600191,0,5158566,17836759.26,87086,267423,51200,220156,0,435276,240321,2180,52160,459673,71316,129175,157410,79999,44024,4679,33316,107984,358442,19370197,0,0,0,0,14908,1910043,16693,9656,0,60420,17326,0,0,0,0,0,22294,0,0,0,0,0,0,34712,0,0,1069,0,0,0
"CZE",41018277.48,3685130112.02,2579441.82,1474682.74,121189662.77,168204277.42,805455043.87,15910000.64,334055272.22,34750136.7,2609319.6,21393560.12,18449092.97,0,21780373747.01,372781155.4,9046395.7,1409262215.22,91142957.29,309637304.42,2861569735.61,2710782182.51,248161578.73,4698662.86,173279054.01,3447666.29,219883151.06,236837032.05,120743222.1,2224170405.35,174137.95,5632931,118904,97206024.25,44489892.35,2931589.11,290849.42,159101405.23,5465005.59,52308921.61,2524586052.29,325020675.69,18342244.67,26376961.4,4104530,12595893.88,3346385507.07,217624373.3,772709.99,671412650.830001,958447023.32,18735762.6,5045104686.01,407618254.88,644193983.66,92309026.2200001,4874558.56,620976897.49,1387794.07,1709796563.16,117961237.58,1740778.89,21220333.25,132159777.38,25339255.55,1436030.29,17853075.71,246798801.8,6934362.3,105933767,107667407.53,84165523.63,2180230.42,422748.57,2064000.6,390091302.26,1801554083.36,52937752.05,26783380.02,268987779.38,99493020.7700001,2859470.15,198215630.75,107794599.94,41117613.49,1427343.63,18842665.47,11360597.81,13498054.15,316976.8,2928880.86,2815005.69,546333.47,5782604.58,107979868.02,4476746.37,168729467.26,1261143.82,0,32284852.57,2897867.5,453827.32,4560442.85,22816366.59,191401.64,381559.81,24160213.47,5220437,370999497,481606,69005506,13624874,4999368,5836500,32468213,24146259.54,0,19430347,1572149,9553560,671146,26309126,56810,2446034,6561926,5273222,291130,6031668,29679580,0,10322125,4042210,463978054,5113276,214136071,6260675.12,32045,2393417,113444,582191,110472,564431,189492,2156020,1254346,89243,5180412,67299,2063155,134204,0,139469,115828.56,339075,879333,21226292,0,639086,13620,0,927454,16910530,1008595,941226,100198,36254,358636,103707,2746162,14250594,5761,1023864,826449,0,0,0,0,0,0,0,53194,0,4119617,0,0,0
"DEU",1134745064.17,44919192791.77,11930872.76,40890598.87,5764059619.82,6572852341.86,37116379513.4,1144783605.74,25677337229.04,768172736.97,240827029.74,162189006.9,542393146.79,20891410658.54,0,13529184304.16,220367540.45,41336742861.92,880088062.970001,7829144461.44001,81406792697.29,67149072037.0801,7039942779.02,186595847.26,5018242151.22,174832587.89,4100308014.19,4974730026.85999,3143680651.91,60448665374.9401,47466390.01,177176478.26,15391103.62,8145563585.69001,766004650.859999,297714956.95,79407821.63,6400797009.31,47738575.25,3015224193.36,49850814069.0899,6546048723.52,1067391929.08,863125136.75,117542000,283208038.07,21780339226.82,7978547520.9,49661900.46,5136190339.37001,17287913874.82,135471392.91,6634424723.45999,3164310060.81,18245493376.97,2672808597.57,526619025.56,13748199013.19,85457359.6,78346201852.43,6103059937.48,24666807.18,138296727.12,5872764749.12,339885363.46,22589418.97,326221456.85,2046702495.91,323512012.11,649135199.05,1117322378.09,1262855112.88,108489293.52,9138401.54,38468443.06,2626811034.11,15894457676.25,4551346573.89,609910443.22,16058374759.34,1095001426.31,52874989.13,2026010447.95,1007590211.66,1250768292.34,51468378.42,278556747.46,39684027.42,500339811.39,29567543.26,119646364.81,57208040.48,42507844.18,399124336.59,3942329020.13,82765918.3900001,5201835746.52,61109206.9,3972632,1179958934.96,44739680.08,64467081.02,128622811.84,194020876.12,18981137.88,40591211.4,1047558784.77,111216000,4177596000,91588000,1561048000,109515000,159582000,201115000,1868422000,470387954.4,605000,1238905000,184373000,630288000,24900000,1363262000,6067040.41,61741000,650678000,163959000,64978000,11502000,621098000,9144000,173483000,89978000,3580059000,546047000,1234309000,64473104.7,4535000,94325000,8233000,45125000,4676000,18254000,2162000,62905000,26056000,11192000,112197000,8107000,23120000,16312000,899000,5082000,1432230.76,3909000,14519000,440048000,3300000,25394000,79069000,1089000,42268000,825043000,18053000,18628000,28327000,1742000,15363000,22135000,23028000,212412000,16221000,748000,16538000,335000,188000,7557000,260000,469000,523000,563000,2202000,1055000,0,0,105000,0
"DNK",105390891.02,616704097.21,15142465.64,4090167.05,204518476.34,750071416.37,902412639.279999,72769648.97,1159283894.35,23579560.3,13364159.3,22704507.74,45087376.92,415082506.96,10351830961.11,0,21417930.21,2035661442.46,153420572.78,1746333012.57,3568305694.71,5829218658.08,559737840.49,12026694.29,687363961.23,6979104.12,332519727.91,1563906899.46,142366343.25,2554189561.9,6524899.95,22516582.93,2537956.82,506966773.66,59285568.38,24551337.99,10730288.77,198723822.73,5481618.04,129710035.72,3269723348.25,3651720072.54,166947024.44,55231836.8,71614893,24349982.67,1347825899.17,428871462.68,1883419.35,119783105.6,895626478.319999,10761356.34,114569125.16,84957831.16,8913448662.66,220391634.2,7044893.56,350679147.36,9857051.73,4074230514.81,189173235.22,9236048.79,9005457.78,728325350.79,9466327.49,11404526.06,45345568.72,90774987.69,21816613.37,18309141.47,56615142.02,90169735.31,22685512.64,1894708.37,2015828.16,133988158.16,383801840.96,229676722.54,40175107.96,2684483409.71,47942263.53,3057311.23,421214923.06,219421495.21,56695058.53,8558558.69,15809331.77,4004697.17,45320430.15,36493680.93,7513349.83,5840411.72,7756683.61,48326685.41,409694303.58,8101083.69,294537259.17,4018016.88,1699786.51,31166150.03,10475974.63,4262907.66,11908201.68,7074059.44,9728699.33,3981163.06,99967845.34,17158690,213109948,4695891,77492241,8065624,21710571,4095432,61658717,341629865.72,181556,73987993,8713223,34537376,630150,63376866,2358976.36,11252853,17290251,17026640,9563167,2985526,20628679,1005213,1355447,9787136,165937298,29817332,37812024,2159227.07,1029351,8796858,2242763,3636075,1958618,2440065,836846,5723436,2218304,2366127,48102425,4421233,2557907,3938054,210755,516937,477087604.740001,1061277,2862477,42691917,2973730,518548,6060293,12586,1258339,81102998,1747483,1235087,3350057,129802,2052764,1258604,1256070,2583761,214681,173772,5303164,35300,2796,1766648,0,18217,22557,53900,21839,0,3299614,45091,0,0
"ECU",44934052.85,41496293.85,1362906.64,8190003.88,75575319.93,83512273.97,39303247.39,131731749.14,51809858.43,344158668.71,8908354.55,17947959.24,86447.6,7180722.34,389181754.36,5687229.05,0,130886109.97,6241696.52,7958415.22,92494150.6400001,88351780.44,33844361.71,37193381.25,7611592.49,9636242.12,25916536.49,1216814.8,8236760.86,316938161.94,41193250.96,226397.12,0,197555025.64,770642.09,1734111.64,4793.49,60064068.87,7688,604801.94,123716539.25,6427284.09,14783310.36,186763.21,1088454650,627438108.36,27858950.29,36723924.77,786042.6,39331345.47,275598972.1,86681569.85,3544009.23,11577025.72,4700658.8,5439252.89,3039161.43,13091031.83,1691418.99,3572842533.38,2515079.46,0,6268345.82,4852461.09,1205933.57,0,18039111.05,8685109.39,68524.45,13220679.38,810866.15,19537979.15,5221091.01,26649.24,0,15912941.16,1993684.06,3418231.16,1154303.07,129576461.81,6394850.98,495941.65,6897328.46,2223908.45,405856.93,284442.98,6475817.34,0,991456.36,219808.79,11461.08,54897.88,28793457.73,0,17434891.92,0,4924165.49,20850.09,0,12384982.04,12879,0,50928.25,1321255.43,0,7964.12,1808289.33,203903,1082368,0,79736,5544,327238,0,1346781,417044.71,0,233421,0,0,0,370034,3797,22080107,10553,26087,11600,0,11357755,0,0,0,1433146,118018882,0,0,122788,27451,0,29414,393686,776760,13229,0,212508,0,22681402,0,0,0,0,12409,0,6719,1048045,0,0,0,0,0,0,1110,0,0,23511,0,28838,0,0,2639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783875
"ESP",549855547.07,1702001977.14,129444528.58,35596985.18,1344723020.05,957358436.5,2764437765.54,563456455.48,1683530302.44,296023758.4,126909363.15,612994766.19,213204568.26,1284008318.17,19579008030.54,1170307751.74,162870821.8,0,92571465.57,796861677.31,33270653844.1,16577008315.92,2091608136.08,120109599.35,574889005.869999,74082213.54,491031034.46,1105239559.61,681983690.43,15758157389.39,20820097.6,43948976.16,2080665.44,551026819.76,197147499.22,22307758.03,11193057.76,2898718086.38,5729603.87,236581244.43,5827185454.1,1066444661.22,110785211.94,101217597.38,147099453,222143807.52,2224821069.6,17037191787.58,21381999.12,702640036.300001,1100681406.52,103679331.31,519726291.53,488207473.68,1623199959.4,292685210.81,365392420.49,3300690348.99,61669068.51,7602225583.27,619687426.52,5170366.43,35020046.39,972457902.81,19662108.4,25986615.52,73987571.57,307082688.96,55822766.04,41882817.04,51450123.62,1034660260.03,16689776.44,985911.77,33496036.24,320592600.29,894457317.45,580759676.51,150883045.66,1642548643.27,74776857.03,2226915.11,127297191.32,73515228.3500001,2498289281.73,32431654.34,31689830.72,22362790.44,131885322.93,30636575.89,61246476.26,28859464.12,34936003.71,58978452.16,816279288.66,130057251.86,410019677.4,23808826.39,65937,723732461.01,11273173.86,4923627.28,85502249.8100001,13190279.61,7523397.34,5587089.01,122455978.76,3260561,618299396,41112676,815844613,10057499,83951111,569926815,183271666,67019839.5900001,554305,174137954,17996187,137827432,1514695,184932229,586234.54,8674381,464642440,21502995,6048087,65191388,146413214,13133,4499760,24236739,213085472,441279721,106131759,6734868.61,3513187,81932979,518747,19722252,2968795,12512543,1558646,10474322,20303026,2026896,250644827,560645,22179056,9036706,3632562,108193344,94148,1759696,8451908,44616632,86386,115885,49171557,42774,59100989,304634199,1660271,1306988,893210,327185,2945649,1542596,533338,4919798,639428,0,52293427,24651951,111443,722364,0,1636473,84018,240992,0,0,12056764,230949,0,0
"EST",1190563.23,75937838.99,1655094,53645,15429525.61,19319361.34,37269450.84,2351046.16,43695299.45,442803.54,140019,2252411.46,7105133.04,29888831.74,511364155.29,205835493.52,276649.27,64802613.23,0,1241983727.83,234268792.58,356425538.06,7316926.59,131822.32,8234013.79,1848893.69,2944302.28,33682451.13,3475500.25,55032142.93,59016,411913.18,332205,48606700.85,362490.46,1620805.24,1783,12273914.49,936250.96,3056364.41,203385448.56,221771907.51,520771.57,3083025.42,1871006,2852978.85,78065709.21,57504805.54,40759.81,5011487.71,704508032.12,832826.65,7759774,3303343.86,880578848.99,12939194.53,254505.05,55421775.87,1429097.76,372872678.99,8237710.84,0,3290.63,7650333.4,1707795.89,0,131430.25,3804850.27,23569.43,51543.37,32639864.78,3452704.24,213779,0,0,6848970.54,112347941.5,268018.6,211180.88,21261880.48,80259649.14,664475.63,387774861.44,526711191.56,1954126.67,276604,267772.05,234543,937427.81,150928.81,951758.66,16267,2049791.51,358527.47,4882365.07,68675,1712033,28707,0,1021162.51,0,24877,4498200.7,3737829.87,102208,24264,2534126.01,8774,1855825,569100,7074646,485351,18886,17415173,560350,47349615.03,0,293964,3767593,196765,78751,142410,0,5959,35952,422240,1194,35194,1395500,0,228664,59373,132389471,300506,2177695,612977.93,224842,146279,1189,84247,2571284,62658,8234,0,0,0,215336,0,79621,14202,0,0,0,0,0,3907,0,76773,857673,0,1448270,1211838,15057,116052,0,0,0,0,1556440,11245522,0,0,2713429,0,0,0,0,0,0,0,0,0,11078,0,0,0
"FIN",74613366.29,688291303.19,3531365.53,4540476.76,430323849.17,696502622.52,684537040.970001,198564803.37,2714267229.34,70364802.52,28251289.97,10109795.37,83159851.43,300616010.41,6472278415.97,1435914618,84518349.98,1646055009.39,1304366285.58,0,2424035709.61,4319055457.73,503799068.48,19099598.51,462175197.39,156602230.53,379510100.15,309780203.6,283159442.03,1891283329.02,8355431.55,23946139.4,23006558.29,425264848.09,54330242.46,72892870.75,3154521.09,220342133.3,2430431.78,200005711.6,3124971181.13,1910703568.81,134641167.25,110261378,8462181,55303561.11,1156278603.09,310099577.84,1642842,91202125.71,5019020893.33,12990522.33,104087703.45,64320325.38,6435057036.99,246995100.64,1348407.75,662614705.21,8306124.82,4095674795.03,396576516.09,21130646.39,13316017.22,554938235.8,18497980.28,9427702.68,44763026.04,47672361.09,53626410.66,6272194.11,55581962.09,156617901.61,59846423.33,122310.21,956306.87,58147501.2,596611381.23,204648646.76,88831471.44,1280787178.64,203578657.01,4589162.93,406462248.83,449667305.91,119174923.46,957836.41,10097439.65,6128504.07,5271489.84,2042031.14,48466922.79,3395653.23,3250051.24,20955808.33,316249845.04,5293932.28,393087491.15,391260.83,0,82313655.36,5438716.61,4137252.62,7265563.04,9554385.86,1701655.01,711248.39,86108293.5,270958,1240159292,10073468,187939370,8187755,18343830,9780065,150770476,52886601.97,3225,102187613,343668,8659631,710109,146506985,576572.81,69869,30701381,55026980,625229,937893,35688347,22785,2709113,18273842,306140501,28171578,18081645,4493055.86,161724,2848315,23022,2272449,5358,680094,175577,1230565,1037630,1799192,26476553,1321729,24543185,92123,0,171137,2049846.55,1350011,238291,23041143,20234,14925774,3382,54680,293855,35010929,810827,22993,125004,13174,583368,171117,1117763,11996727,0,0,647809,54531,0,0,1084,0,0,0,18297,0,0,0,0,20056
"FRA",630991130.89,4494495195.8,40052500.21,26576100.66,2306919509.92,3720607777.02,12135077789.96,521720914.66,7004160919.52,312920432.97,90483650.64,148868207.84,344117991.94,3034599833.46,58668955611.2401,3193814234.77,75982299.31,40058779800.77,203452602.1,2319849788.84,0,36859284930.3,3558403519.63,64729657.62,2502057612.47,23433095.87,1661157203.56,3116303809.6,1267646761.22,37543937059.11,47185464.74,172089342.99,53770411.5,2656341918.55,751733413.62,130200027.91,41953306.37,2138950034.56,25222616.02,1067056317.26,15237245449.04,1981000388.91,679610644.5,317919818.79,480751493,132590775.32,5547604618.49,5379150862.89001,26130129.29,2256148964.37,3820680988.89,175674445.14,906463864.349999,1518502549.22,5655959872.16,1067987333.47,54586993.3,5984739964.15,61599707.8,29871225353.18,2793537099.78,72634226.1,33646865.29,3052948056.55,119696112.68,271356014.14,98756972.43,746944683.27,259886429.53,94261948.8,161593513.09,5115507346.1,73021241.14,27083792.5,424654628.07,708106881.19,2711744479.01,2936330797.79,268684722.19,7070960482.43001,866480663.02,7051841.3,404511736.09,166747823.85,3371186831.56,244380323.81,71416530.93,262130024.64,798378193.569999,54424969.39,277125197.74,683352372.06,11867986.77,263989858.82,1848994589.7,686457449.95,3731489666.91,187344500.66,3731,3263863567.75,40759676.05,22771707.2,1395861176.55,54311908.31,28154326.43,116794547.31,682124665.31,52211450,3145394464,565763336,1229377967,48951816,224933798,47290273,496783572,115949725.53,2323165,382794407,60958125,269823830,20369960,429161869,5014676.7,6611313,1222200787,94549464,19256874,50826019,368234863,854395,124177237,64359545,585472875,235003778,301371816,22115791.85,6848857,271240355,15994742,237487366,1231225,16376548,31955929,120269651,262777235,50377080,59151098,4152587,134304392,12980113,3554385,42201219,201058.91,4898790,19582716,286246382,1223762,9358563,2131643,3068117,144549702,923754100,9834889,6139964,21618596,1109347,7565204,81107974,3198700,38410528,125611,366883,55585505,2713672,3731,17308051,4974,391754,23142081,2513442,998667,118147,0,0,0,0
"GBR",328836346.5,2132366361.58,67502393.73,12397056.16,1416740341.91,6845084154.07,4718744376.6,256117838.83,4533197741.77001,228665928.94,90415654.08,30011413.16,530213742.58,1920147508.74,36940659332.97,4059495677.73,73907400.45,15981509607.13,206068478.91,2267627181.3,29257179322.8599,0,2257430936.81,57726301.02,4374753590.68,21548356.46,3718789390.66,22364043785.42,2487786272.2,14623140201.48,98965638.1099999,423640010.05,12940936.82,3859473812.3,397766002.59,361050719.79,57587077.09,1353480155.06,5724469.34,1641900479.49,18573253288.67,3365747882.9,798740647.660001,602207288.83,131685455,87803053.77,2833829076.67,2652518897.45,30906750.82,1098816543.92,2561437127.81,41709269.56,472176688.89,343504040.12,7361076021.87,1314607918.05,277270692.08,4167051059.45001,34609598.15,45482083553.74,3282104460.76,82360032.24,21539385.9,4264964584.39,488998055.44,8357347.77,137425211.77,357727803.85,275080984.57,36683442.11,139740455.56,375532532.56,83048013.0900001,14443459.65,63119055.42,325665594.36,1637109413.55,1035207539.1,268143726.08,6679654219.04,299647715.16,7781550.96,303278182.57,164245808.2,613882297.820001,24425689.41,44064466.31,26661444.46,461224069.08,22101371.36,91243795.5699999,32299855.55,12595570.95,422619784.23,3147952013.89,88770257.77,3060760363.78,50769816.69,367354.16,300626874.23,87491615.91,83045582.09,136543893.64,16622111.98,47795037.91,15406865.12,258901918.74,24545281,4758945421,44390313,1095265089,83003028,260991110,288257232,618094838,298856186.07,106681,611022221,14757528,372786689,3672303,568934398,16986520.21,372330,499289725,165878338,41968081,17603599,145016292,14808587,18823367,117499724,388834331,273490036,115703790,88809814.75,20103742,215704795,2785278,65256470,14804013,73144038,986955,11656680,30642023,18947429,54082760,7794214,17899510,28219273,1339437,58505204,2368890.59,27532941,11812188,109430585,17510137,2140803,606800,998312,44908280,1363869484,8920953,2952007,7775298,13019749,17989517,8158967,5602327,35946354,1488580,824740,39827989,45176869,49836,4935830,141076,14326591,293417,255109,0,21308,0,0,14695,0
"GRC",11802117.07,185375173.01,5017219,373471.41,46342740.41,112200524.94,131737332.47,5842224.84,87649160.42,1540823.58,480433.1,944155.51,860644032.270001,82868060.74,1772411285.05,168718913.41,952681.56,562224120.67,8489233.35,140820300.61,717108438.419999,1208960564.07,0,847374.67,60945487.56,1437112.48,28470005.46,61714683.15,181692506.98,1808065796.89,299062.62,15802299.45,634279.95,87676625.05,71130907.8700001,1661743.69,725474.62,29400961.27,483313.59,7073877.75,452766020.5,90653631.28,10135815.82,20011679.5,11126965,3122490.07,191385285.5,105634924.63,1559345.43,470279301.88,288730741.76,611345.41,44262518.8,54277643.86,162826853.08,24728199.89,716409.57,659357283.7,2944328.14,830292780.279999,23010105.8,1106096.2,423080515.1,108839307.97,10531786.33,112056.42,6038450.13,874622517.699999,5162034.7,36173382.08,8113092.19,66450960.24,9831932.34,261396.08,4834032.26,65578180.89,83803954.18,32879662.41,14223658.63,98759150.45,9608435.24,366712.73,31925510.23,8882358.97,50960488.69,4906811.91,249106574.49,430833.07,28391934.11,574770.39,2066838.35,716926.76,290857.16,2934604.65,97235542.63,4515626.07,83415384.96,4373990.13,0,73100246.34,2505627.04,209565.72,1387716.64,11924336.33,864886.4,6723706.56,2834158.81,435074,122565862,3928388,142928204,16595551,2914723,679430,23755726,18122897.55,0,13341670,8904753,195697124,3993,6846583,13802,483984,4327996,5560245,3035446,138697,95564418,0,139679,1618101,51863769,7257185,257442695,35192938.01,121407,1522219,163041,682168,6298,92929,90724,501183,790442,1249849,248350,420274,3703021,1843071,11358,195275,7190,85818,61747,8107617,39323,0,7988535,2163,38259856,41137144,310829,99288,199257,52745,111074,43746,80732,2991806,0,0,21217,0,0,9714,0,0,0,0,0,10211,0,0,0,0
"GTM",1397582.5,2134368.4,2593144.45,462947.85,1007247.77,114430525.77,12205158.6,16680113.67,25365679.89,12792684.01,178611555.36,23028254.37,107607.95,208598.99,57964469.19,2539935.16,20899108.5,23429126.58,182622.87,5728021.92,14730995.84,21452016.08,181949.14,0,1348718.23,326399622.64,2402623.54,954906.46,1675632.09,34322623.78,20083151.09,8015.42,0,39830106.75,817446.38,5193068.66,14206.38,201412638.03,0,10958834.09,34622625.75,6859910.08,866157.92,3126375.27,110384773,11543509.15,1844825.51,2647169.34,71868.15,1003532.09,12687427.72,543471255.82,763545.41,193101.13,5352495.63,358865.76,6802097.72,142491.82,72977,1638398892.36,3354578.63,0,101849.13,2028761.32,0,74486,1107969.11,22850.48,494030.72,3343.7,2832901.16,1803,49829.47,28460,0,388747.6,26569.21,0,5021778.51,43533970.03,2680067.19,29309.77,10331.13,7076,394717.38,6006,164984.64,0,38031.55,0,85655.12,14454,174137687.46,346535.54,35241305.16,0,5102017.16,0,0,1787,429806,13481.12,282480,0,1009,50897,26890.59,61180,7031740,0,760028,0,830077,0,272624,205696.24,0,2104325,0,0,1446,13681,0,0,330149,158225,0,0,6401575,0,0,0,0,14695280,0,0,1463656,0,0,0,35017764,1706815,8095,0,0,0,32773352,0,0,0,0,0,0,449282,5366708,0,0,0,0,0,0,0,528369,0,0,0,33302,0,0,0,0,0,113326,0,0,0,0,0,0,0,0,0,0,0,0,0
"HKG",60055244.67,209213387.88,1713051.46,2810809.38,411587066.1,630993785.46,1032073018.08,153918516.69,16320549655.95,29663581.49,57998720.72,8593724.77,36887371.84,166836401.6,2516074644.02,360630110.14,13326207.23,387538216.03,36574672.5,200190086.94,860854737.39,4712617429.05,105017641.07,108502497.92,0,85377124.07,1621819012.24,612988146.23,1179910410.47,781106121.110001,17997470.04,41992698.15,570342957.28,3370932884.11,19728063.09,633164047.24,581520611.03,466094743.22,41800641.88,2785710052.66,2067990056.37,229826087.74,143432671.84,132607022.88,582397329,29707284.28,65849409.17,44887925.58,27507184.79,27980677.3,151798448.05,106625496.98,50390229.48,19028898.54,959014989.93,1442969417.17,7386656.72,158483867.18,11935148.97,10374922464.34,663030249.47,7566570.88,1050566.07,1114877308.94,709701.83,6478442.52,346948412.96,27366945.22,37884231.49,3160602.82,4024552,27403819.7,4870063.33,36361553.43,4507052.02,31714443.28,666752414.25,55412629.21,74763940.89,2093624198.98,10039184.26,505109.01,13137019.71,14760391.71,33701612.62,45003178.07,3774784.07,20030009.04,17930322.17,17865739.35,48770173.87,5219687.93,31942045.85,12830398.57,92099762.05,16284323.24,3742651170.16,29380723.43,297229.76,25203806.48,15140186.02,9415988.28,2435465.37,437956.81,5544016,1067657.41,1126619381.2,1702581,1973372153,29717368,130965739,2325808,23623038,1364767,1104449781,8494113.79,211366,51624316,9220963,1250973,44445288,2516883251,11813576.96,10838686,26362682,6750777,9139770,821657,42329071,0,671994,16772276,61665438,76248643,12517196,2326276.26,2455952,18346041,323753,5857294,1249585,2090218,37406,31152229,12431006,1857875,32081506,0,17360578,11891957,127227,3251736,437472,1324775,7195459,1925903,0,7123583,718205,109171582,1769402,120350077,30699504,0,368029,87061,1685707,0,51237,6190280,294340,0,0,0,4281173,56842850,0,0,0,306782,0,0,193677,20744,0,0
