"","ARG","AUT","BGR","BHR","BHS","BLZ","BRA","CAN","CHE","CHL","CHN","CIV","COL","CRI","CUW","CYP","CZE","DEU","DNK","DOM","ECU","ESP","EST","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HRV","HUN","IND","IRL","ISL","ISR","ITA","JAM","JOR","JPN","KHM","KOR","KWT","LKA","MAR","MEX","MLT","MNG","MOZ","MYS","NIC","NLD","NOR","NZL","PAK","PAN","PER","POL","PRT","PRY","PSE","ROU","RUS","RWA","SAU","SDN","SGP","SLV","SUR","SVK","SVN","SWE","THA","TUR","UKR","URY","USA","VEN","ZAF","AGO","ARM","AUS","AZE","BEN","BFA","BIH","BLR","BMU","DZA","EGY","ETH","GEO","KAZ","KGZ","LTU","LVA","MDA","MDG","MKD","MUS","NPL","OMN","QAT","SEN","SRB","SYC","TGO","TUN","ZMB","ZWE","AFG","ALB","ARE","ASM","BDI","BGD","BOL","CAF","CMR","COD","COG","CUB","DJI","ERI","GAB","GHA","GIB","GIN","GMB","GNB","GNQ","HND","HTI","IDN","IRQ","KEN","KNA","LAO","LBN","LBR","LBY","MAC","MHL","MLI","MMR","MNE","MRT","MWI","NCL","NER","NGA","PHL","PNG","PRK","SYR","TKL","TLS","TTO","TZA","UGA","VNM","IRN","SLE","SMR","FJI","GRL","WSM","ABW","BRB","SOM","SSD","TCD","TKM","UZB","TJK","ATF","FLK","FSM","GUM","KIR","MNP","PLW","SHN","BES","BLM","SPM"
"CUB",22121756.8,3061012.16,8243691.88,776240.86,26397.23,45287,50689846.25,21527203.91,32558142.77,4205395.15,312507780.28,30157.86,3046538.9,618979.14,0,42038849.5,5308892.89,44632434.93,224969.42,22625884.49,5895268.93,134661731.47,420322.19,25358194.81,27810549.77,26173745.72,11670710.17,1156231.06,291166.27,33723943.02,41191036.45,151424.61,1510614.7,539506.62,10314258.07,1180203.31,23702001.15,1210561.45,169276.89,18896457.39,40106.01,5494745.79,809102.59,189578.98,1959529.97,12248895.07,107081,79435.67,31257,3041993.07,1662718,157277137.53,2075833.09,636293.14,142228.69,967039.37,1592449.41,1724210.57,27349578.02,1200797.05,39589.97,16702122.95,44773648.16,0,1632975.22,427505.91,6006267.01,358800,0,1332922.89,809933.98,2394206,1835660.37,15619627.28,1178938.87,1115167.78,0,0,1297579,19204110.53,110631.93,9320349.5,67318,16010.95,5444,7506949.85,28608086.67,123925,2147653,80602,290240.1,174457,7914971.55,11141.8,0,0,102375.77,0,100071.56,132272.16,35627.96,481732.12,2660300.02,4962333.52,1700124.65,49729.05,0,67003,0,0,0,0,0,0,0,0,2264027.71,22934.62,1721.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194632.45,0,0,299908.33,405189,0,0,0,0,0,0,0,0,980646.61,15415,0,0,0,0,1376,1402.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJI",22140.55,40952,4200.61,205999.47,0,0,9459,7661.64,1329,0,827363.55,1980.73,0,0,0,198124.51,29833,0,114483.66,0,0,4365883.31,0,2593646.7,230159.21,323971.96,181816.49,443253.64,0,759841.42,0,0,1557171.29,146667.43,0,761703.55,1426154.67,0,26900.99,0,0,83143.47,747742.83,89539,0,168096.59,0,0,0,0,0,1078512.16,0,291142.47,698961.27,0,0,532870.62,421907,82247.65,0,17650.66,0,0,29853419.78,0,683083.43,0,0,866797.93,0,2846,22154.13,111676.72,0,0,2292852,0,1575011,111803.13,0,833761.64,0,1048,4520,0,0,0,6150,6432136.3,322683.89,0,1750.43,0,0,0,0,1322.95,0,4654,0,1083722.31,627196.8,4228,0,0,0,15973.86,15466.26,0,0,0,0,0,12246,0,4991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154.12,0,0,0,0,0,0,0,0,133863.54,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ERI",8361.43,0,36880556.9,4050,0,0,1424,14412355.7,225479.58,0,178462349.07,0,108143.34,0,0,0,0,5911669.52,3152,0,0,0,0,0,2334836.71,0,0,0,0,0,0,0,162619098.05,2683.56,0,14960.36,2682512.32,0,0,27965,0,13142858.26,0,0,0,34023,1276,0,0,38041.52,0,19645,54233,1485,72402,0,0,147089.93,0,0,0,0,22387,0,476923.63,4974026.68,11308.5,3525,0,14088.14,6164.81,25096.37,0,19157,0,0,84647.57,0,32869,26200,1767,153936,0,2659,0,0,0,0,1370,5625813.96,0,0,0,0,0,0,0,0,0,0,0,0,16234.81,0,0,0,0,7574.63,41207.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10101.73,4622.24,3175.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GAB",1105026.94,250037.52,0,197056.3,0,6006.87,2295,13080221.08,46413399.13,85408.19,1004535785.8,1808756.21,22828,0,0,0,6622.93,21933794.29,118723.53,1665959.51,3936,417672444.03,0,3541,177257977.17,58180095.38,15052021.76,3957.22,2354,3366174.48,1669.47,1005676.13,106031629.08,13868728.43,0,0,477191263.62,0,96984.5,247051964.64,765078.43,351532133.52,5186499.91,2377,14688813.8,10468219.97,0,0,263331,164131879.02,0,203806335.54,92265115.11,761615.84,760935.86,0,0,9233323.54,42666461.72,0,21850.73,15855.48,31520.82,0,5404535.98,1584857.08,22454796.5,0,0,921872.77,43392.36,32645.92,1093775.54,2978285.06,0,198131.76,314202019.79,0,14422391.08,2138817.17,0,420666538.55,0,4424096.95,21720.79,96978.78,0,0,105368,223166.73,2095,10967828,45321.3,0,0,0,0,6045.23,0,42573.58,0,34265.39,1064231.59,301099.11,135302.64,9979.62,88371.34,1127238.88,180008.8,0,0,170825.89,0,0,0,0,1143,10093,1005678.86,0,0,0,0,0,0,0,0,807556.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5964.02,0,0,0,12690.42,0,0,0,0,0,0,0,0,84086.76,21256,35547371.78,0,117540.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49389.75,0,0,0,0
"GHA",0,58912460.88,44625508.26,146362.57,1460,0,32838492.28,37697652.4,1390263834.8,60817.71,1096955290.58,52558861.26,30700.3,0,0,83335.97,3307603.07,179214575.27,7766843.33,323890.92,16448.34,102927889.07,63484478.37,210327.32,617658843.51,293435333.75,12641846.47,109298.99,105358,2089053.15,6593.99,54335.03,3209105036.23,2695742.22,50746.89,1492723.9,357903463.4,121994.89,626067.05,117611502.33,582737.94,38393507.37,568313.11,37543.67,3401357.15,892228.85,0,0,1202238,273502141.08,0,672300243.96,6364960.46,10906215.96,2273867.86,0,441876.04,37461160.82,146480082.7,0,270505.23,875533.61,78549834.89,34310,4508214.02,31888.35,114150698.85,11375.27,0,1934951.2,365282.03,8077102.83,28677533.09,165367941.55,96056374.97,523205.26,293455855.37,0,8896940.15,5729912.27,984079.2,6599235.51,0,20136797.75,111872719.5,5005874.88,23716110.33,0,2799277,16271792.85,589994.31,0,15197772.4,0,40090.77,4762358.33,1645210.14,129545.78,1299014.97,580948.63,51350.04,21628.92,1183797.06,28180773.3,15267439.73,27837.37,56473433.03,16595586.01,766458.74,87516.46,0,0,0,0,46615.1,0,2399,174726.03,3817383.43,0,0,0,0,0,0,0,0,56795103.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14459.9,0,28513.01,124336.81,58751072.9,0,0,0,0,0,0,0,0,609068.11,322334.61,131719214.11,0,9076149.88,0,0,0,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIB",0,10040,4875,0,0,44050.78,52095.85,12411.49,3529441,95252.16,306101.03,15286800.25,98655,0,0,1161,80019.78,1915964.31,32930,4129.47,0,180885775.56,0,168948,1729949.28,3575942.57,34909416.91,11825,0,569012,1261286,34067,0,49502.1,0,34804.18,47517327.85,0,0,82788,0,12869346.69,1477,0,4819970,45741.05,22487201,99163.04,174895.12,0,0,1989961.51,12233,1046,54658.21,0,0,15505663.82,3423916.05,6792.98,0,0,37739.97,7195,420533,4611378.26,3067827,73650,0,9894.99,0,30236,0,6860730.42,6212.3,0,230615.7,0,5070,467730,0,17764,11102,160316,10024231.56,0,12251.35,0,0,42545.51,3032,70159,0,0,0,7428,5053,1515,0,0,0,0,0,1197,0,0,22651.79,39101,29407,514011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379533.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357453,0,0,0,0,0,0,0,0,0,0,220777.79,0,0,0,103086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",2818,121024.8,9558,10000.36,0,0,262595.13,46415531.04,53223324.53,0,40765607.92,3284595.56,2115,2840,0,0,379516.36,123993696.95,217214,1292.06,4361.75,162150249.49,8772140.13,26119.14,112542336.5,4988336.53,1395,25500.81,64257,3277841.77,0,169144.33,650756841.07,144146976.1,0,23000,10647298.34,0,1258828.1,140766.65,0,30630162.73,7595,336756.84,16005146,24939.52,0,0,14226.69,2340231.65,2576,11219053.38,40826.03,145223.85,406183.56,0,8228,4169605.69,676135.36,0,0,1244509,1494294.61,0,0,3082,377854.27,0,0,0,0,527644,2076911.34,4150786.85,101528520.82,0,100028446.33,0,128298787.42,113694.9,0,229632.81,0,1988547.54,1615950.64,54904.46,1047281.8,0,302773,199603.5,14942.2,60736,0,0,23278,0,0,1730,5422,45447.59,140528.12,0,0,5105607.19,31903,1785,42653,125488.83,45090.27,0,0,0,156063440,0,0,312970,0,1219900,61422,153812,50505,0,19255,0,226987,346280009,0,0,253187,159636,62666,0,0,506159,0,0,0,0,2185768,2621300,0,0,0,23711265,0,3122,314991,0,0,449027.75,25302,0,0,2814000,0,0,0,0,860535.97,620289.32,51718462.08,6100310,5334392,0,0,0,0,0,0,0,0,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GMB",0,5003.29,0,0,0,0,6811,118498.34,3099,0,49353025.62,77113.72,0,34228.24,0,0,31346.85,750660.93,0,0,0,2017119.5,0,26652.88,6616296.31,5147873.27,0,0,0,144535.56,0,0,30958613.22,35572.1,0,101135.54,1226564.74,0,0,50922.69,0,275522.93,0,3409,0,388392.33,0,0,0,1765,0,1375277.53,4201,2888.02,779046.25,0,0,1128.08,57352.83,0,0,0,0,23154,0,0,4396,0,0,0,5526,5217,845962.26,21981.16,0,0,833183.03,0,9052,15000,0,1906.61,0,52903.18,0,0,0,0,13952,0,0,0,0,0,0,0,0,0,0,1080.13,0,0,0,1017428.44,0,3047,46178.75,15626,29672.64,0,0,0,0,0,0,0,0,0,29987.8,0,0,0,0,0,0,0,0,24295.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11810.03,0,0,0,0,0,0,0,0,0,0,6713.73,2224.68,13735510.75,0,198491.21,0,2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7117.07,0,0,0,0
"GNB",0,0,0,0,0,0,503726,2032,2119.33,0,15752404.49,2600909.96,0,11177.18,0,0,0,41130.16,0,0,0,160838.95,0,0,91049.02,1460,0,0,0,0,0,0,196165577.98,0,0,60325.61,1111322.64,0,913231,551476.85,0,340458.56,2063,0,32472.81,42341,0,0,0,1884,0,561666.57,0,0,0,0,0,0,240078.02,0,0,0,0,15252.95,0,0,691477.8,0,0,0,6123,0,10414.29,1476747.17,0,0,20684.49,0,29881,2599473.72,0,1108,0,1626917.28,0,0,0,0,1072,56898,0,0,0,0,0,0,0,0,0,0,0,0,0,79551.94,0,0,13595118.39,28258,0,0,0,0,0,0,0,0,0,0,1568584.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34221.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31056276.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNQ",64876356,21724,106361.5,1080.88,0,0,480866243.3,13267.78,8717,37446012.57,1062561763.68,33886809.47,0,2145,0,0,38250,73570617.9,11078,0,35411.86,581328355.26,0,0,365032932.25,363985086.15,90329.59,0,0,0,0,1230.9,384254376.97,0,0,8000,249388615.45,0,0,188921237.49,0,962362560.84,0,0,110788.28,7811,0,0,0,29415216.37,0,124999948.62,46042032.91,0,3902,0,2853,0,227668875.05,16336.55,0,0,19154,0,0,0,282263101.57,0,0,7543.69,0,1423,30955395.16,96100.64,31262.4,0,155114237.62,0,174583797,34021,0,33129429.82,0,1236033.72,4363324.69,0,0,0,2120,27967625.18,0,0,12405.1,0,6036,0,0,0,0,0,0,0,0,2131770.12,0,0,0,377758,1245.17,0,0,0,0,0,0,0,0,0,70140688.11,0,0,0,0,0,0,0,0,19723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3484,0,0,0,56324.64,0,0,0,0,0,0,0,0,18063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HND",14059821.77,7097964.64,9309611.81,252766.15,1673606.5,22748848.06,15274764.03,258201177.39,23458852.88,18306740.02,34351699.62,186460.74,23833537.05,101191363.76,0,64682,6757923.37,400890112.57,988267.15,107510076.76,3525860.69,47829475.67,581941.49,16824709.31,104414310.41,120320440.48,946243.01,356236395.34,222418.94,5375846.15,98364.84,4532051.19,16028628.89,5799338.66,254914.81,265369.21,70195374.5,7963087.79,183398.98,36312694.32,12119.7,52580724.67,1050223.95,5019.11,624963.52,346783818.82,13206.22,14561.67,203320.98,1032300.74,169748061.16,126084427.61,5526000.97,3008970.05,375788.54,39226138.42,7316413.8,5682914.57,8593105.56,165549.94,563572,660670.48,10691404.95,5347.73,3776270,2607004.18,2428169.06,581996851.46,0,933905.47,790905.73,31553363.42,1749568.33,2481564.35,936771.44,505554.96,4871389074.91,0,4651871,68964.6,175512.88,37134018.52,2435,7421.32,0,214342.39,161392.49,73742,232060,333869.47,19948.85,63951,80207.3,0,1069,2730,14992.58,24573,24395.11,14968.57,0,0,737195.76,1645238.42,97830.93,0,0,158058.05,34820,0,0,111878.62,0,0,0,0,276457.71,0,37729.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3932,0,0,0,14452.47,0,0,37415,9548.19,0,0,0,0,0,0,0,0,86780.08,0,2746680.4,0,0,0,0,1877.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",82169,593325.19,0,567915.39,326845,0,1154591.46,30046889.76,3285765.05,172292,10357403.93,24898,180802,86061.1,0,0,58510.41,2594892.1,4232,51345895.77,43642.84,5184880.79,14228.47,236769.39,13762036.9,6446696.16,0,412594.83,0,2918336.23,9834,0,2627182.37,63758,70013,0,2291106.7,277481.19,0,2872539.57,9993,4115090.29,497432.36,0,15746,22004953.01,0,0,0,0,20408,1178473.56,283611,652738.63,20852.38,17589.44,13075,119848.48,58957,0,0,5906,91107.17,12879,473601,3278,244205.25,60090,0,183921.41,55120.65,161800.7,2998818.93,146544,26768,4053,962212098.72,0,16113,1534,2275,1670803.96,0,137971.3,0,41802,5100,0,1740818,13223,3167303.83,0,43467,0,0,0,0,102250.29,5689,0,20095.17,0,228827.11,65310.44,61973,0,0,24732,0,14978.76,0,0,0,0,4874,0,1867,153668,99798.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21899.95,1535,0,0,0,0,0,0,0,0,0,0,9565,2842738.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IDN",307518340.47,254684424.13,38637001.11,104979333.47,788569.38,3091226.31,1336314350.17,1289316120.93,1369175159.94,181604531.43,18576405052.73,74838122.95,203276485.81,28093821.13,0,11711508.1,268534812.62,4367334756.85,241240498.01,38043768.24,85635954.25,1740824407.37,55036900.72,120058407.96,1835168217.61,1801991372.53,157094579.99,39008877.63,2119612.88,2291098864.44,13650851.45,139594629.86,12722119221.5,117130139.09,5422839.43,50031926.77,2090669598.85,16546765.82,94314015.26,18599221831.5,326380821.05,8235383192.59,233653577.12,412612111.47,131749096.99,1230105673.94,3485489.86,11534090.71,58104320.99,7651235128.69,13771115.02,2592353475.4,155346073.75,561406669.339999,1922611401.28,31499074.55,238352849.3,661287993.74,144230183.48,14770092.69,5025036.95,111164302.19,1469606452.32,9025201.89,2374662621.26,121492785.19,13622097398.48,20432038.99,0,130492021.39,73844627.54,169698555.77,6248348142.5,1591583384.74,160843596.51,40873729.26,20167248494.4,0,573136681.93,118164587.41,25081749.11,4033256341.11,18653244.6,6596082.45,11200646.33,16118567.11,23658882.72,1468782.56,220654166,560203530.75,440723276.03,11747442,30696784.09,1769169.34,31932586.44,5528445.91,4443977.02,36311095.35,14157834.24,64911618.61,112172047.92,191704800.58,184994855.28,25832093.83,52136768.73,3560096.13,35973404.77,62524855.98,3897344.78,2099592.92,0,4898846.79,0,0,360170.24,0,38398063.71,1247177,27155963.98,0,0,0,0,0,0,0,0,11411603.41,0,0,0,0,0,0,0,0,0,0,0,0,0,2647853.81,0,0,0,6113508.76,0,38723419.86,19113728.55,4002461.98,0,0,0,0,0,0,0,0,133180303.76,189819658.84,2656784507.79,0,2218335.22,0,18634323.71,186040.88,7078982.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324901.92,0,0,0,0
"IRQ",2418,216220824.27,34989.24,26723.51,0,0,435961459.12,178100.46,4050235.44,9636.34,11625075275.9,0,5905,0,0,0,805316,458136265.67,39799,61194.76,0,1189956112.13,13794.21,24284.9,824476072.87,73287217.05,3080832694.15,0,0,2508637.39,129419530.73,359873423.67,10418937404.23,26530.77,0,0,3444981306.18,0,931292.48,913165326.99,7724,5742950850.99,113848,358289.91,343156255.14,18309,0,0,3026,94883477.09,0,1553843077.88,34448,9029,10711287.06,0,7775,630948001.77,98372418.7,0,0,80460748.68,4997.67,0,2442136,0,909853998.18,0,0,6378,1258.08,453669.59,10806.77,291769949.67,27100.76,0,4167718601.68,0,119269038,2112524.81,1600338.48,64799,185249,0,0,7986.32,0,0,9165,649865435.52,2868,2444325,2905,2775,21588519.17,2662,0,0,13241,0,9616.1,127506224.8,945522.11,51287.59,0,0,0,4765.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2080.67,0,0,0,0,0,0,0,0,0,25031.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KEN",100963.1,9341681.12,619242.43,3673515.25,0,0,1743465.15,23695150.12,46059950.48,7861150.57,93134379.69,1647923.44,1795243.46,64852.79,0,2276708.27,6084417.62,169816985.69,2892639.76,54718.07,601698.24,39673756.93,406562.82,25444747.55,98892465.53,392086358.81,2051364.6,2153,24775,61645867.93,27064.87,224121.42,104801046.44,46775964.78,769509.66,12320836.56,95882162.55,9717,8015787.81,67843369.83,1947,28060714.2,3548842.19,2982831.38,7262678.89,2226673.93,445081.89,1743.19,6164193.47,7027352.26,0,431717114.98,54015609.84,2231686.51,340033252.07,0,93622,30525195.77,5287771.95,30838.19,102875.47,5180503.96,169795010.23,143453636.12,63946176.47,53496129.99,6163990.45,2692,0,525670.38,1115976.52,25666985.41,22812406.33,13020936.26,5797989.22,7202.1,558512704.22,0,17527679.23,2215671.62,8863.44,31919534.35,42131,165914.13,146962,236822.34,10250088.47,0,251529,268214293.68,43075829.63,88870,43128176.48,1044139.69,78138,13992.47,111093.68,5587030.77,176933,34761773.48,185849.77,32631006.19,7255603.2,390036.64,447319.5,3080833.35,235765.19,316036.05,390219514.56,11645334.25,0,0,0,0,34771103.5,0,4226.56,2459888.31,770285.22,0,0,0,0,0,0,0,0,182958.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174751.46,0,30792263.33,13607.32,319801.26,0,0,0,0,0,0,0,0,231768932.87,535128975.19,2496615.83,0,2139659,0,30152.72,5946.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38713.98,0,0,0,0
"KNA",0,2377,0,4099.92,1710.64,449313.45,1030082,3146277.61,51602,0,337827,0,108631,0,0,0,1251433,4263869.83,535703,0,0,88435.29,3277,5151,209187.07,305575.04,0,0,157655.52,0,0,0,189944,55082,0,1000,62647.79,0,0,1942,0,29465,0,0,0,819262,24176,0,0,0,0,102944.02,0,31203.59,13252.45,0,3199,19012094.33,0,0,0,0,0,0,0,1472.6,665399,0,0,79332,16990,9368,11038,17791,337592.76,0,44886861.66,0,0,253150,0,29776,0,0,0,0,0,0,17457,0,0,0,1737,0,3917,0,0,6508.39,0,1542,28212.62,0,0,0,5408,0,0,0,0,0,0,0,0,0,8844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LAO",46045.09,5701125.38,11093172.91,42617.99,0,0,379924,18303203.35,4651087.28,207969,1219287170.53,0,84219,0,0,0,2888239.41,80689015.8,11224735.24,9403,56884,9537491.96,59553.97,873282.42,20040131.77,50426635.91,59534.88,0,0,8654064.64,10939,22741.16,135981548.58,2136514.31,117653.22,1000,15522858.84,0,0,95620602.8,19575506.66,26370606.82,139832,402309.41,295477.65,884135.14,0,63089.99,0,2667563.91,0,14892115.68,1604605.31,2893512.98,108701,0,124150,3894161.03,2663976.12,3027,0,0,776420.44,1713,258933,226781.83,13327273.71,0,0,738358.07,668393.93,8234486.98,1455356671.17,1433386.38,514647.18,14578,46269459.3,0,134537,120555,8443,2796996.48,0,0,0,39683,5200,0,23575,0,1647,0,46621,0,0,0,12277,0,7486,234622.44,1364973.96,0,157119.81,0,666197.72,44998,0,20908,12698,0,0,0,0,0,0,0,10847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759687,0,0,0,6354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,556199422.85,0,0,0,3654,27303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBN",168947.93,4223074.84,29867720.1,26073908.42,13115,0,21409484.61,21359511.27,229337646.93,882454.09,17027610.58,22311955.4,698692.1,1609.39,0,11516873.2,2441638.22,42107920.75,3119930.67,52566.05,56835,38620195.06,184089.25,691705.32,58533619.42,39118269.65,36316922.38,92745.45,0,10478176.47,101933.99,355470.24,26944814.26,785028.94,11330.01,0,39165357.82,0,104165421.92,15554211.18,0,22769976.26,208147767.65,263589.49,21536127.76,851954.46,644187.58,0,6501731.68,7405325.25,38013.23,49565730.11,688261.33,940614.15,3021065.21,664412.2,288144.98,12552280.6,4033430.81,882264.15,0,1901109.86,7821021.91,10239273.5,397724427.14,11235556.42,6926182.54,1023.18,0,77274.9,5930018.02,15453097.48,5310639.43,62885594.09,1299219.86,2068324.83,80695325.13,0,3277420,54407920.19,1211635.7,11795337.57,933005,7621416.49,3686270,56889.33,1494332.46,0,56206022,123756217.59,8943976.42,1845332,461398.82,1930,79629.11,1307948.3,448268.21,616307.96,5519423,220141.44,256466.86,32803956.34,99974524.59,18030767.6,400704.92,284567.4,4095744.82,16626911.51,26273045.69,9298739.86,0,0,0,0,12534.4,0,46030.76,2083983.13,4992428.88,0,0,0,0,0,0,0,0,45706469.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11922,0,208667.68,4079.81,1771395.2,0,0,0,0,0,0,0,0,4791470.66,3528517.15,967493.57,0,80032976.49,0,9072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBR",0,8886,5027,9513,0,0,2635635.88,30667567.49,20304813.92,21915,156669780.75,0,5870361.48,0,0,0,11216291.1,15186624.91,283462.18,0,2349,20218403.16,0,194405.56,33436401.07,1555757.14,39295439.99,0,0,65860.16,0,0,77276854.62,8819.3,16105.62,0,3152065.07,87105.74,38756.47,10629.46,0,14125059.81,0,26314.36,63553,379026.77,0,0,0,3872687.71,0,30830507.43,105707.69,4673.49,9401132.05,0,0,282742811.81,53929.05,0,0,0,476373.95,1544,0,0,35682.15,0,0,0,174592.01,161495,106384.38,1727197.62,466491.85,0,45359451.68,0,157966,821313.49,0,16748.08,0,23666.47,9604,0,142720.27,0,0,0,0,0,3703,1488.19,0,0,0,0,0,286953.86,13818.69,0,2385,135448.88,591180.35,14074.4,0,5918,3831,0,0,0,0,0,21423,0,0,36104,0,0,0,0,0,0,0,0,0,9006740.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2189.65,0,0,0,0,0,0,0,0,0,3489568.08,1010345.71,5326040.4,0,183366.67,0,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LBY",0,370274896.08,94563746.46,4965,0,0,0,10003743.9,81293270.21,0,869522964.26,3829139.05,204217.17,0,0,3934,1054666,1230512010.15,0,0,0,615571387.53,0,0,872414996.75,95984062.49,274593068.11,1102,0,4770608.94,27609545.83,344640.17,8577065.3,28775.56,0,0,3503270886.36,0,299614.33,4504222.32,0,166671911.93,49761.28,182004.58,3245320.44,0,16749382.1,0,36598.72,20598019.54,0,47538627.57,19889822.88,0,5365046.63,0,0,288111.88,8534999.1,2175.49,0,256583.49,35000.61,0,48533,1448310.7,59410972.07,0,0,0,2720,9235.18,2674,188490195.49,13441,0,151839224.83,0,14697,7977,0,0,12228,22751.4,5423744.94,4606,0,0,8131646,91583671.73,0,0,0,0,0,0,577306.38,0,0,0,0,0,31812.87,0,226341.54,0,4333933.44,18670276.04,0,0,0,15583978.13,0,0,0,0,0,0,3428429.8,0,0,0,0,0,0,0,0,17541.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2461.21,0,1460791.6,0,0,0,0,0,0,0,0,99656,62548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAC",331012,1398561.04,1055007,162475.19,0,129205,4849927.8,4762658.97,8046446.14,59809.34,307580730.29,12746,15558.44,8750,0,4974,1327140.99,44516613.44,477520.72,17472.34,2595,4187707.22,120673.59,635319,8921939.2,6425895.84,59582,30453.8,0,841047901.7,1808,6989250.3,7125595.2,5419278.76,0,13121886.95,2374010.62,27689.59,0,37161115.6,3290084.21,2947641.88,402074.66,296223.3,443355,1579967.6,98420.23,11676,112052.33,20523717.42,0,6458249.59,470312,985155.47,13363.18,0,6676,526721,598009.67,24199,0,11625.16,2730937.12,0,550401,144269.54,10541474.88,61481,0,537194,1619434.23,11081634.54,10687665.84,2163277,14380,259661.42,96596361.77,0,446884,529794.18,0,14792253.9,0,16292.03,4386,7342,3200,9630,0,21008,0,0,19229,0,6553,22889,0,6183.55,66055,34012.83,0,0,90958.26,1464.12,144267,10947.28,0,54985.07,19882,1006,0,0,9972,0,0,0,4183,0,0,0,0,0,0,0,0,0,0,208411.82,0,0,0,0,0,746818,0,0,0,0,0,0,0,0,0,0,0,2430,0,1020.75,12563.34,0,0,1123501,0,0,0,0,0,0,0,0,7978752.13,0,0,0,62030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
