"","AUT","BGR","BHS","BLR","BOL","BRA","BRB","CAN","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HND","HRV","IDN","IRL","IRN","ISR","ITA","JAM","KHM","KNA","KOR","LBN","LTU","MEX","MYS","NGA","NIC","NLD","NOR","NZL","PAN","PER","PHL","PNG","PRT","PRY","ROU","RUS","RWA","SGP","SLV","SWE","THA","TTO","TUR","UGA","URY","USA","VEN","VNM","ZAF","AUS","AZE","BFA","BLZ","CHL","DZA","EST","ETH","GAB","GEO","HUN","IND","ISL","JOR","JPN","KAZ","KEN","KGZ","LKA","LVA","MDG","MLI","MOZ","OMN","POL","QAT","SAU","SEN","SVK","SVN","TUN","TZA","UKR","ARG","BEN","CIV","CMR","GIN","GMB","MDA","MKD","MLT","MUS","MWI","NER","TGO","YUG","ZMB","ARE","ASM","BGD","BHR","BIH","EGY","KWT","MAC","MAR","NCL","NPL","PRK","SYR","TKL","TKM","UZB","ZWE","ALB","ARM","MMR","MNG","MRT","SDN","SYC","AGO","CAF","COD","COG","DOM","FJI","GHA","GIB","GNB","GNQ","HTI","IRQ","LAO","LBR","LBY","MHL","MNP","PAK","SLE","SOM","SUR","TCD","TJK","WSM","AFG","ATF","BDI","BMU","DJI","ERI","FLK","FSM","GUM","KIR","PLW","PSE","SHN","TLS","ABW","GRL","UMI","HMD","SPM","ATA","SGS","SMR","VAT"
"COL",7237575.32,408956.83,9205704.09,6005253.55,43265624.16,169441884.6,4771452.75,176529324.45,71964053.55,25574199.64,0,162533083.53,27498344.87,1065059.6,10540874.78,507246325.84,21602642.15,704389782.720001,159516490.69,60836403.67,154605114.1,391233990.65,12543557.37,83214604.03,2623119.71,18435453.56,140871973.53,7438532.13,2911331.24,34951299.69,151997,141400370.35,232192823.34,30373183.12,7500,995322.3,45408941.7,1091233.82,643263.2,270437454.93,1850643.56,1652821.9,7161040.24,278660541.61,19626921.22,1917143.48,268077026.57,292411039.62,6566918.12,58702,71828488.09,5113096.83,15142869.92,52816839.65,1429133.52,10286817.91,35018567.78,34505879.19,7910414.14,171858377.03,888556.45,2281687.77,8482718.53,5390568061.86999,1729028880.71,172065.73,10639621.57,13703734.96,6781.67,0,424384.29,177816916.89,9340808.56,1401502.3,83146.22,77724.54,22445,1595715.16,9945465.81,210496.29,640874.25,169443600.86,0,3459494.06,0,680676.08,71654.88,426025.57,0,30517,69740.16,7870734.35,40333.5,4909855.75,1156802.52,3772431.22,12254864.09,1568762.29,19775.42,2313404.34,48491057.3,144133.65,636504.91,1743699.09,106577,38268.49,78186.2,2160549.39,533667.81,164619.23,0,33814,59760.76,3267584.14,23131,1517875,0,5000,28344,0,649489,777629,85699.77,1162728,104562.08,11661,29084,2339509,0,0,0,0,747633.64,0,116726,0,0,77470,3945.32,266751,9700,0,17129,102535085.64,434137,61909,1965341,0,0,28502787,11363,0,727998,0,10990,240122,357905,30000,0,3001083,0,0,8414,0,0,0,365710,0,17146,0,0,14957,0,0,0,0,0,10846200,0,0,0,0,0,0,31510,0
"CRI",18502381.63,589631.97,2997680.23,2882144.45,647679.99,42172747.25,2770746.6,91427702.4,36768537.31,34664670.75,20483732.51,0,15964088.46,407325.35,30953526.81,214734979.48,3544331.96,21649529.11,59722204.19,33582517.02,135401030.14,218251301.57,1787147.01,241045691.67,1879496.02,42654228.64,83423360.82,1739307.93,230679.76,108844806.97,0,2459812.84,89008257.82,35775682.79,0,66183.22,38681840.34,854910.69,1001063.33,186873757.23,139382438.53,156786.04,166611908.63,212802266.85,12461587.66,606297.39,142243850.21,6140578.42,88462138.14,5000,38459419.42,170487,1697644.35,23969849.24,35402.09,18327712.76,165725594.69,43959964.83,2183359.42,4803449.14,2684690.74,52271.03,1186336.89,2783154954.89,27691870.28,118195,4180521.33,6657312.26,1305.16,0,2612677.21,4555931.13,605648.17,664326.11,0,3233.48,0,2220780.55,3039605.42,1013421.97,111895.73,118123001.4,37900,85000,7978.37,0,9569.89,0,10728.29,0,169190.98,21159252.37,36856.18,849619.45,5716.38,2235237.42,1482425.31,354732.66,4824,2087265.88,7251630.77,9243.59,11743.87,1924383.99,0,0,68158.44,37584.95,269803.06,12528.29,3154,1175.08,0,363430.95,0,436090,0,0,165151,0,161858,49344,15994.4,262481,51174.25,0,50327,120885,0,0,0,0,77075.21,0,292320,0,0,55242.22,0,1807,0,0,36772,56981713.87,0,2502,98862,0,0,7426976,0,0,0,0,0,0,432450,19371,0,897667,0,0,0,1016822,0,0,965598,0,0,0,0,0,0,0,0,0,0,2040670,0,0,0,0,0,0,0,0
"CUB",2100714.13,8363422.28,2896677.13,12143176.19,861434.55,11126410.87,188184.55,232328670.77,17356824.46,94593382.89,13070737.49,3811883.89,0,9610008.91,950036.56,33706367.14,1220693.49,632403.38,123050573.05,708135.37,65318546.06,17801499.06,35873.28,4961088.24,122479.26,6243217.53,11904795.65,146437.23,258519.42,1074726.7,14654559.68,295349.85,14585794.36,8667869.98,0,16471.5,148190,1079306.63,60511.64,29525759.6,132948.42,236326.29,1275605.56,332221805.38,482180.86,533312.37,2248072.6,500202.55,277505.61,0,24776773.63,358987.36,15445016.01,400510571.57,0,7902780.2,234917.56,1460813.95,731918.16,146066.74,108697.71,0,968554.78,5770,18741128.09,554333.97,888368.89,4198247.27,3000,0,53991177.98,2103786.09,3458090.63,183445.74,0,5045,0,386857.54,6014915.24,28571.55,1182914,34047035.69,5789668.31,0,63776.5,87657.37,27102,38281.11,0,128296.31,54841.69,1549060.86,12579,762973.63,101056.15,274367.32,1042343.14,13111333.68,0,8557669.58,3341420.42,0,52269.32,0,0,0,0,4316,260636.11,117251.22,0,0,51499.21,109728.56,0,27412,0,0,0,0,1360409,0,751709.76,0,0,0,3803424,374608,0,0,9946,0,0,1709490.51,1756348,3646.72,0,155195,0,95859,0,14021,6888,9420833.86,0,153000,0,0,0,12061829,0,11892,0,0,0,0,307529,0,0,15891,0,0,0,0,0,0,469834,0,0,0,0,0,0,0,0,0,0,311975,0,0,0,0,0,0,0,0
"CYP",7036631.71,11268192.11,199505,3350556.02,4284.01,1198187.84,237532.33,8136250.78,3570847.8,1726393.7,13821.27,109631.82,135994.58,0,5722452.25,133406041.89,3736730.49,425292.78,20695868.62,2617214.77,11328382.79,209111543.55,95245649.56,42904.35,51883.26,5078319.86,12592,4163283.47,388487.31,8464650.29,17042459.25,34257391.89,15220294.59,125683.41,158836.18,0,1015185.05,32942413.24,1288360.02,262896.36,5393039.82,4600753.61,149276.89,22069009.35,21590915.08,150420.03,522305.48,106535,1292638.6,111105.33,3247509.52,0,9577000.59,105607004.22,10231.32,4025801.97,0,7856607.4,1842666,47849.53,12028071.46,332763,1456771.01,27774888.76,720040.01,2418043.96,3091012.7,2223578.85,159520.49,0,0,846806.89,4881904.52,686005.45,1515911.26,74211,2561519.03,2090309.41,3305845.23,108231.35,18069234.77,7036856.41,4589759.95,1755970.48,0,7523834.5,1285076.93,37089.47,136133.68,238039,4489409.35,44705582.99,3773490.24,11624782.96,60300,4763736.46,4587598.44,2491263.18,857635.62,10236099.33,100512.83,1479786,60191.41,24170.08,730777.83,1929958.83,471918.89,3317727.14,2479303.07,302451.53,189958.75,184344,157117.19,10421290.34,109200.6,76032234,0,250489,1915913,223623,26045945,5993704,101156.37,1987580,8934.57,0,19155,58695284.63,0,0,103023,82005.02,4354073.27,7831900.59,458840,32085,192654.99,7089773.12,298093.14,83327,142049,2522,1064,14825,35156,521830,10448,10108,0,277871,14770245,0,48034,4324315,0,0,615734,4630,232332,12879,0,0,8243,0,0,0,9736,559163,244784,0,0,0,0,0,2722,0,0,49289,0,0,0,0,0,0,0,0
"CZE",1929413097.9,116785729.01,623635.58,61500460.99,1490064.4,58070630.27,1328496.85,90243409.87,414276517.030001,94879791.19,14806405.96,1998276.21,10801466.28,9819767.56,0,12740999286.4,195327235.4,7139702.1,636649003.76,240948165.43,1421895561.83,1719740332.74,150757749.28,3318852.07,254343.28,90108639.03,786354.98,204501718.57,19820115.27,245681078.15,92637412.44,63142486.03,1263994868.64,522653.38,182122.22,0,80366451.7,45833008.15,105206249.01,65512214.2,36140271.11,13588006.21,326693.36,897193838.01,170518675.73,5546425.97,10556402.76,7881117.16,10182587.84,0,135580294.64,907191.64,267474772.53,501375438.71,192813.84,80971626.2,27252649.31,331118863.74,72037117.11,2515012.75,137699272.78,271148.37,1774005.05,1163298726.97,10083026.19,16375976.29,40341948.09,38594987.82,14151503.81,467920.56,1454149.71,7651645.84,37865765.3,61559218.23,2119485.76,1339143.05,4319139.33,691370662.43,76077917.02,7974650.56,16181009.28,168126134.21,44322601.91,2929474.52,1676459.38,4621117.52,52962230.71,1047397.97,2024826.15,24680.03,1238371.43,1742009233.95,2633313.92,79224948.13,1531812.02,2499323734.15,251664144.79,13387502.63,919447.14,200657604.35,17144051.46,1862260.73,2434454.17,3514602.44,1518948.69,145795.91,14769830,12788563.43,5767478.57,1868047.08,0,14531.73,837478.81,90689273.57,564803.87,145587095,0,8011995,2134157,69413221,54661974,7018133,422061.89,11252189,458166.48,768245,369600,47851226.34,0,2491749,19717338,53279.65,6982018.6,3820028.63,758576,7217286.99,370458.54,4876557,96795,1290959,105306,261793,584482,11640870.88,209699,4081512,7021659,0,0,996613,34626,163760,184133,3409304,0,0,10443711,259018,352323,90857,59579,556672,44043,156715,0,0,40365,117929,325618,1634,0,0,0,0,954102,0,0,135023,206144,0,11912,0,0,0,3456631,0
"DEU",28160445657.14,1095246412.86,73210590.67,660206450.289999,39783026.03,5077734620.5,23432929.99,4811688874.6,25185155051.7,10901754504.35,589934255.359999,155997819.22,109137848.31,338963533.73,12495151090.1,0,9594598036.77,216752312.37,24137242691.14,5055655556.36,54466694745.83,43175568051.28,4440125912.93,168043467.67,5267492.09,4060834544.3,33945834.93,1548140022.83,1439773582.85,3427321792.93,1759838104.39,2558492437.17,41275784199.4799,99516084.39,11381630.27,2010609.06,4376704116.48,600933022.29,1104013594.93,5392429238.42,2308324416.88,828229743.73,35816031.31,31688056881.46,4397805562.51,628095231.81,110699471.45,229277242.25,956223744.500001,8571400.33,5561685361.33,55923788.92,2517838891.86,8473374629.19,9262551.95,3588904266.87,90816855.43,10864762360.41,2344623151.97,152226899.44,5338124085.22,37604101.26,96233517.1499999,58840174622.71,610403946.329999,441901456.43,3105188512.15,3382618761.73,91439979.89,16207701.44,20233848.72,715098898.669999,851532142.750001,409144751.63,90453088.41,36375752.42,81704182.56,8203974664.34,2080373586.67,285749298.33,409550765.59,12044781442.29,488600393.4,142778013.43,31258823.02,160790067.22,610949294.59,36800771.25,47402628.16,12604608.23,251509648.28,12850564034.43,399351187.68,2800397635.47,78740824.94,3666843579.23,1973969890.86,1017420522.32,76759340.85,1634997401.76,1070067501.34,53481528.28,91445549.9500001,131581706.27,21390321.73,37671991.83,105124268.17,148003100.88,282142874.69,116772884.61,16196471.62,29815727.71,41376971.43,575501896.790001,18601089.08,2373502000,1436000,170989000,173728000,337693000,1220859000,653859000,77441027.21,610444000,36745056.7,20411000,78791000,415561742.07,627000,98699000,177293000,34225589.69,83083446.75,39747025.91,36229340.87,32836847.01,37632884.54,157991785.82,8612038.19,36213000,4578482.87,29012000,19886000,102065462.66,2332000,106426000,204710000,1578000,3889000,11549000,279078000,6294000,216384000,449866000,103348000,5295000,388267000,20593000,465000,6146000,4527000,8377000,1038972.18,13657000,220000,6127000,426689000,12319000,16136000,848000,341000,394000,107000,8634000,11888000,49000,633000,8105000,14110241.48,0,0,1505000,375000,188000,0,0
"DNK",413762647.51,59111594.2,4940580.29,35540090.31,3015425.93,205213298.41,6264636.85,494229885.67,683365250.41,527143802.28,34533986.3,25114505.54,14690390.63,32454279.01,227943868.01,7747935306.13999,0,10138805.81,1127765027.44,1247337550.14,2289247271.52,4139733579.83,364811496.56,11052972.91,1903257.71,428890173.91,2066061.39,79431306.6,73439984.7999999,831283614.079999,96489981.8,155712920.48,1722833515.3,6928292.4,2872536.41,1055709.95,346969677.81,45436236.87,193386519.6,177031174.08,117801134.07,60818626.16,1669302.59,1782589610.38,2340643706.57001,62673656.34,11097055.46,18791094.27,55364774.09,1687260.38,248119062.86,1726205.28,70002536.5100001,601327689.640001,2059661.1,223429529.48,7387366.74,4983851764.6,204898450.52,7376052.24,203362986.2,7576714.83,10391615.83,3527963273.04,44377214.25,88909178.73,137006687.54,307337073.06,7200704,7715018.91,2290970.55,70337507.34,46006790.87,92018030.93,23952624.43,2226260.1,8480876.1,200841995.75,134325399.63,211767301.88,36293247.7,2040942442.98,18146059.69,19303793.05,1703196.81,14843222.42,133948001.96,4938450.48,4445421.16,2870085.22,31818607.17,918235898.22,20414523.38,282874268.19,5192181.3,67272910.03,58485675.34,27720636.58,20310292.51,103447246.73,81598878.39,6285343.39,7001510.33,3477867.61,9655875.2,2586526.82,3669407.63,8713447.38,23213258.89,6397015.92,4120556.45,2430096.17,2490964.59,38636208.9,3525304.91,143847674,164351,25912372,16178016,16635426,130908140,42799503,4946911.32,18508330,3667296.09,2965192,11507475,17608900.27,366509,1279847,8442179,3168730.79,4334535.46,1604704.71,3723215.92,8858193.37,1075644.17,19726244.35,3028297.26,20371640,648294.58,1121977,1827306,50700566.17,356366,12993511,8903152,394051,367229,1049106,39277645,473916,4848983,9548415,36239563,92598,20100761,13022727,467681,845564,2912577,1615702,1683225.35,811349,8759,655657,1642592,1343806,3219962,26331,0,977545,667510,21350,803425,63625,16780,1999610,218637784.65,0,0,256043,8854,45959,3787087,21648
"ECU",32081777.38,3918663.08,2768874.46,4112485.15,6538713.55,16244401.04,452300.17,59433389.24,19239811.89,10528582.03,338541457.31,7108153.7,10507227.3,101372.95,14854902.35,207984569.71,2080699.17,0,87445829.55,5953374.81,52831862.84,57511949.22,12417856.29,27800677.38,98615.97,4189322.26,4508866.98,12128064.3,3131344.23,771739.01,13335.45,8102942.24,217739661.37,1783126.17,4835,2112,249822525.42,362171.74,12490518.09,77420835.2,659115.63,632060.42,13261141.71,81311316.84,4241442.11,22409086.05,290962339.65,347885805.1,528949.62,129448.61,27665793.53,816641.89,9251333.28,136654624.55,32442.98,6094565.75,106097267.13,4947095.73,14810240.48,1506948.81,11181988.57,42004.04,9397594.66,1988754094.37,167347104.58,356487.65,2287874.87,1973369.6,660795.87,0,294330.03,112559032.2,11960751,2593081.89,661401.86,1837.24,587292.94,5214112.39,2180070.19,348176.68,1101606.73,176197933.04,1062722.39,7938,166962.16,893826,390636.92,217807.09,12667.67,2140,491011.42,50847544.88,80181.13,22599978.53,108767.78,9137192.17,7177794.08,2683639.58,2341385.24,5869547.66,101804048.17,0,14650.96,20214.72,0,0,439915.28,504501.51,1723555.89,4147.61,0,0,0,36878242.63,0,515334,0,0,6183,0,487821,79363,1549,154689,74865.91,0,1525770,14128863.67,0,0,0,0,3894093.84,0,314036,0,0,0,0,0,69919,0,0,14593392.05,14000,54604,0,0,0,447035,0,30098,0,23253,0,0,0,0,0,43247,68633,0,0,275667,0,57740,0,0,0,0,0,0,0,0,0,0,0,133143,0,4553361,0,0,0,0,0,0
"ESP",1009628267.04,128182682.01,96807256.82,24961167.52,30336828.96,1246382337.78,8122900.48,550335764.45,1489517997.95,699474866.039999,266631583.81,113801329.2,698658150.24,154007165.7,684761430.65,12760974208.55,732505429.32,117124246.14,0,618572241.950001,20610836603.46,9996253960.13,1002545201.32,94788170.57,1277435.15,516487801.110001,36035372.12,129607556.78,195059581.17,699150787.61,366416436.21,717920452.23,9821744421.02999,20716664.21,1398136.39,809258.83,339162203.05,190982775.23,90553288.97,1916885778.32,171552905.58,191852227.18,27159026.74,3841691672.32,538107934.92,72153043.2800001,90616308.8,180253255.04,118867628.91,944053.29,10964612392.44,24088209.84,217403041.74,648735306.88,1130677.48,425414678.46,78579400.92,1020833548.63,265192105.14,64964746.64,1066175079.16,4449933.17,105982433.2,5267026884.76,484139762.54,62926456.13,279068939.73,399231289.37,5070485.44,22262220.11,1957866.61,487132911.26,552724894.089999,41675354.53,15469701.19,31247753.28,4653362.66,619511921.91,206570370.74,98093978.7400001,142820291.27,1321360407.77,20562339.96,167103991.85,1227462.94,14919751.2,48528658.8,15571975.28,30354385.95,23884210.81,39102566.68,1227800422.41,47223108.5,646059230.82,81149556.06,361242557.89,262860530.52,453970384.08,11501880.86,98507387.5699999,730283791.7,23275150.27,84414689.28,37986340.52,22038269.05,7239852.74,6835558.22,8049888.65,74354046.89,47426809.99,1606146.2,3614262.83,18520496.07,63663723.82,2200265.58,333251112,48124,25479522,27791495,25047834,327934614,110056611,13478112.7,1266598810,19303489.81,1895530,31524446,112533668.72,0,1656220,13351616,3948437.28,16390541.68,7141726.1,927217.32,273375.63,40334760.82,14310733.01,46273743.48,77027434,6324470.91,3157260,9672627,330988770.91,528247,47638743,330787828,1694011,43038116,7076711,92873781,627584,9283614,80470373,9592,60183,49534503,3416010,45697,842067,788829,2029061,0,137271,0,439152,28897943,2050349,3499437,12851863,0,776459,12846,0,861462,313918,0,4137634,27918435.14,0,0,3585,109137,0,8642110,48295
"FIN",628294386.82,46191424.24,135465.29,32704324.59,5657748.02,425654949.74,1570439.77,415900735.21,690403297.720001,1447410275.34,61773655.9,5618652.26,6178804.58,27092538.49,253906742.49,5496755289.66001,1133784240.5,14731916.63,1146384805.16,0,2183958388.05,4248087978.27,302144067.01,9094632.69,112655.53,395480127.23,2678649.31,54348976.04,116767595.24,403276583.67,116939663.95,266700916.51,1601284727.71,5333176.58,525847.39,30734.2,387956001.61,37472478.4,159925636.23,252595395.27,156727057.46,20249365.58,662342.25,1658876454.22,1131769088.47,80112529.34,8553829.84,44387144.58,371572248.95,2238949,221484264.82,1114995.26,47591324.51,2320520418.72,501546.01,295302146.31,32965022.5,3323529446.85,391850792.37,9946338.46,282645270.5,2359424.48,9344008.48,4502346613.48,96119527.52,34215131.7,307545599.71,390034025.04,6301396.97,361082.98,41110,91911644.5,105903242.41,633701999.03,5209725,1355861.05,11048299.12,344187126.73,213125707.4,38629984.79,31623362.19,852319530.43,87486309.68,20370366.73,4263094.04,17867333.12,285393622.42,1131295.97,3389663.27,1448144.91,17029327.22,843797236.31,10162938.32,341319759.71,2507089.94,81460940.27,50579022.17,55614779.91,9071118.49,142033720.3,80576425.13,1194761.93,12441816.01,11243533.79,474280.81,107487.86,4083644.68,7916569.88,4275421.21,3734660.02,2562492.8,2245608.06,237097.66,8437875.79,7947850.5,363645417,1723,16304265,10712526,1487264,145007682,32884482,4713556.89,69468332,1496203.59,1246672,1092618,30623245.28,84016,1724266,18998417,2717240.06,29481611.09,1941429.22,797292,4386699.61,95633.54,17425629.99,1419407.14,1325313,9300,488009,1210477,7527007.77,5787047,6071887,124669,1183,63012,670719,9293262,1191135,332239,4427645,1410,19631,18110969,101497,39432,899735,92354,549173,811393.81,4783,0,96039,177827,301223,820133,0,0,33490,0,0,121287,0,1633,133727,985087.37,0,0,0,0,0,650433,206218
"FRA",2894845217.74,445321788.79,37796613.07,88193623.31,21578192.34,2253148171.78,16132880.85,3302492783.1,8572648180.27001,3288128988.41,351823325.7,84040926.02,266836327.08,221658698.48,1807226795.92,41211755848.57,2538176186.16,86470903.15,26291353062.35,1534093285.85,0,27280587411.03,1972838177.77,44460274.53,9895580.99,3258653984.17,15955496.42,399829957.78,496198543.98,2595611603.92,1201792020.25,1272051604.03,25436464722.29,62671766.37,56810137.16,3607411.47,2307064234.92,618402982.05,241015795.49,1442803252.12,1020541175.07,653335476.64,11528462.28,10097576371.5,1652382048.39,254417280.15,173066332.9,134220751.22,435531478.33,2643662.24,4040018814.5,24863263.25,973998910.3,1958446328.61,10506141.74,1992744503.27,315228065.08,4086298362.04,938175954.35,37140313.92,2197118958.46,28682441.12,132092148.58,27815488494.63,331518435.86,339039046.77,1017907248.4,1350276471.35,37457681.7,119987048.64,6872021.93,1034008448.62,2812764316.41,94227491.47,50511772.88,388365310.04,23543722.11,1578725485.64,914709054.220001,105581060.36,231817163.72,5418906294.82,146379084.62,132033852.2,4827825.24,98332750.42,92763010.76,173946206.76,192848128.66,22658213.51,213404397.28,3361959173.42,280059337.42,1455167807.05,478898226.93,542364142.66,1053226677.04,2508058040.77,50081663.09,312877801.69,762166869.53,212144562.3,555035541.510001,508361130.72,103698880.93,20276195.15,28390700.84,44183843.14,422754059.87,211203983.34,4646041.45,66607804.88,104203699.62,146086656.37,10035114.21,2288587164,1061068,80418101,88773198,46395912,883714436,240178022,34658250.47,2433821655,391455261.86,12999633,6660099,328222670.35,1244629,45830902,106645685,17346898.1,14786723.02,14640272.96,17688106.3,11283354.91,166696483.28,106686996.55,66187698.51,142878658,35096388.93,38431201,191639364,61726183.54,13367644,126222135,39263941,2345091,24605995,24559436,582369735,5325930,1040804217,223848336,338468,682306,253592219,14773451,2986209,4294416,94373132,1188213,76529.51,3826107,757522,12816967,14543325,40598104,13747306,7671019,0,11340433,25072,0,6019873,581125,1625177,4761817,342914,0,0,19648080,156698,0,0,0
"GBR",1746920980.19,194676868.37,21899875.17,73095075.74,16675599.91,1269409069.79,88977970.92,6054662885.29,3845128184.44,2905634419.12,191680819.4,57641332.89,32441922.57,392515477.07,1473200766.99,30514920191.42,3439386310.15,51337548.17,10960354161.69,2183415311.44,22788944989.35,0,1348746177.45,45231711.37,39808984.94,3864734844.46,15311228.48,189593524.98,671324467.34,18630308999.67,731820661.74,1594763451.67,11897473258.14,113057654.85,12700001.32,18162278.32,2423149273.99,300543577.14,232982441.22,1305806732.15,1601104388.6,1175159603.48,5864244.55,16507232150.19,2571179838.2,506499293.65,81938499.6999999,92294162.12,525210697.16,6710144.32,2002034441.98,36748375.12,547321869.54,1206421959.28,5596809.08,2353264675.37,24479891.92,5468378486.7,1010878675.69,191754648.51,1944124244.66,72788578.16,46661133.97,38382064184.47,381264318.45,193458236.78,1877603580.3,3254793077.56,56805027.77,15867437.27,18022760.74,223086894.26,243402011.96,108268747.16,68214243.11,61625655.9,30976924.94,993802054.79,1830038252.07,190258440.88,234327753.8,5669952203.93,235682192.7,360988243.97,5753136.87,231233791.14,99446587.7,15157571.51,41585451.13,16088680.48,331393691.73,2135379637.29,296381034.91,2613235557.65,53404669.2,356854332.83,239131347.17,239461127.34,118651576.94,281274779.2,438665265.11,49773312.22,106572668.54,55328062.15,33748595.81,27580196.84,12586574.7,33163646.62,281741034.2,77386493.28,43186593.26,14589045.59,48201709.65,80512826.2599999,108339891.55,2084641495,0,90895296,180121383,20548104,583179893,392642869,63131203.21,523896435,22358171.95,7001951,40345503,115295266.12,11588691,9442927,28820552,48202916.14,15706589.97,88660094.64,27389376.63,4525228.3,11648053.71,168100925.45,25759777.37,131986155,3013869,13522809,21397337,55392649.54,4815894,188448165,182379089,918736,35486786,13058660,86959540,3217147,11707057,250201458,1196931,1695011,312162077,83774115,6642102,11237997,4815371,889896,4035207.12,5450887,44494,2185338,48280574,15765915,6631201,26795623,9456,4731646,89529,55876,345354,13240466,4531665,45585237,4394643.64,0,32051,3711900,745588,11907,0,0
"GRC",118123835.52,425579164.38,19037437.78,4246286.4,358574.73,21202773.88,308776.15,70264888.15,100291170.53,60275903.53,2856856.87,397498.27,1828611.77,368093500.13,67414180.3,1360650815.31,112026057.33,8678546.62,366117643.37,74457633.83,481985625.61,740440174.01,0,451903.89,121810.72,67617415.71,678166.24,31673347.22,23008542,48666570.69,24292296.96,148076035.43,1184929535.44,80512.32,2900169,36217.26,40785216.31,138666970.91,9484235.11,23895436.55,11501764.19,51795247.72,86428.88,268767053.91,53244533.6100001,5241330.26,62894419.81,3039410.61,4388826.82,39377,88901044.36,1522813.73,344742804.38,231246176.35,151622.27,33391981.51,768301.6,121567864.8,20091792.9,936828.76,302099694.74,3322789.84,6053606.12,573064255.31,6718042.24,1895689.41,13049005.22,53262328.93,12446711.29,402699.2,2385491,5953242.19,74041641.39,5767614.19,16546706.15,2332183.27,10051873.57,60698624.76,43841687.87,11263649.68,48540580.19,75671771.9800001,59187544.26,1808171.16,438436.43,1695966.82,6673735.82,760330.38,605406.69,14519,3324628.41,136486757.81,8854874.52,86953257.41,5068018.17,24214753.56,35138897.86,57423505.52,2255478.57,45842545.73,9699408.45,849177.48,1936907.76,4456899.15,4168768.91,801084.58,6891123.27,180580016.87,41287328.19,1889061.05,51982,2725903.89,386766,212734843.32,26160,85760343,0,6667236,5031845,11587711,81568583,8926223,904989.11,16687660,474974.96,617347,1446835,64086461.49,0,432512,2026712,85299.36,334009013.75,17081822.61,14356041.73,96492.28,4341410.78,15137416.61,46269.09,166152,13770,38481,400492,1383220.86,676339,565053,67097629,57979,39191,537223,5860261,6216,24816543,38793407,3954863,2625,9618874,5064738,209183,409336,101808,16953,4178.57,341516,0,390294,515056,199378,1132316,0,0,0,4178,0,10080,20451,0,255200,1183322,0,0,0,0,0,0,0
"GTM",4014968.88,2875.95,1312453.45,1981.25,243877.46,844981.44,3309020.72,81879016.81,15262082.77,616513.82,10796885.62,149279228.31,14008145.11,21624.59,462293.83,73748173.41,3222816.55,3212588.64,24529512.2,11293519.07,17847157.52,18950341.41,180141.16,0,622330.96,1222581.2,280076503.42,855989.52,25832.33,171149.3,0,2201625.48,27312394.73,9480431.16,1091,54577.01,109713293.43,1245316.15,1995624.28,97397120.5699999,5937082.18,357028.71,145377753.07,25984807.04,7185275.55,531570.89,52301778.08,13614997.84,151144.29,0,1594607.86,70239.62,343646.95,32654564.47,0,12811373.52,426208523.53,10835380.34,443787,6333763.23,90441.85,8684.67,157297.44,1685658545.03,7687028,252246,1993953.27,801330.28,75597,38857.07,17905379.62,4168998.02,1083,160800.57,0,0,0,766508.48,764311.47,111557.63,1450276.72,55255127.34,24219422.13,13462.89,28266.75,2999,24639.52,1100,0,1800,680256.63,2639638.67,822043.8,57940633.98,8683,113719.93,439374.37,964030.93,8875.64,836430.47,1315705.33,65756,287148.63,23608.15,0,0,0,15252.04,12232.35,29111,0,0,19670.58,61247.16,6374.9,9493342,0,0,494431,0,1270816,2895610,2555.56,116287,1464.62,0,0,4848706,0,0,0,0,0,0,0,0,0,137907.43,0,0,14695,0,0,20698977.07,0,1052,0,0,0,10603510,0,0,0,72500,0,0,754117,1949269,0,801940,0,0,0,0,0,0,1168,0,9483,0,0,0,0,0,0,0,0,134251,0,0,0,0,0,0,0,0
"GUY",140083.66,2979.57,556250.54,0,16750.87,27454.82,10095402.97,173126643.31,160315.44,1339977.2,785369.32,33979,2006371.7,65329,113599.45,5428410.11,199231.26,527673.26,1682115.56,6734465.86,10863461.16,82015287.41,2942,0,0,3509109.1,388630.74,14671.97,5406,71362.3,39025,56000,2040692.93,30932995.01,0,213958.12,1258134.12,0,0,851494.96,284872.13,369288.69,218274.06,12415008.79,43111.55,506730.46,254322,293120.28,15891,21456.01,20797548.46,0,4963070.27,51462.92,0,52602.95,27008.71,39854.57,22043,17749912.6,0,6024.46,0,170179433.18,2638266.7,0,908596.32,658883.7,0,0,727553.5,319591.26,0,0,0,3280,0,14070.46,2674625.88,0,0,3458522.65,19400,10101,0,2403,0,0,8265,0,10551,258451.88,0,299504.22,0,7556.8,3554.38,106197.83,5087,10547229.71,264387.02,92162,0,0,0,0,0,0,0,0,0,0,163759.53,30691.6,0,0,0,0,0,20124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93630.74,0,35203,0,0,0,940647,0,0,0,0,0,788700,0,0,0,0,0,0,0,144606,0,6260390,0,0,0,0,51916,0,28388,0,0,0,0,0,0,0,0,0,0,3376784,0,21335,0,0,0,0,0,0
