"","ARG","AUT","BGD","BHS","BRA","CAN","CHE","CHN","COL","CRI","CUB","CYP","CZE","DEU","DNK","ECU","ESP","EST","FIN","FRA","GBR","GRC","GTM","HKG","HND","IND","IRL","IRN","ISR","ITA","KOR","LBN","LKA","MEX","MWI","MYS","NLD","NOR","NZL","PAK","PAN","PER","PRT","PRY","SLV","SWE","THA","TUR","UGA","URY","USA","ZAF","AUS","BGR","BHR","BIH","BLR","CHL","DZA","FJI","HRV","HUN","JOR","JPN","KEN","KGZ","LTU","LVA","MAR","MDG","MKD","MLT","MOZ","MUS","NPL","OMN","PNG","POL","ROU","RUS","SAU","SEN","SGP","SVK","SVN","TUN","ALB","CIV","ZMB","AGO","ARE","ARM","ASM","BOL","BRB","CAF","EGY","GEO","GMB","IDN","IRQ","ISL","KAZ","KIR","KWT","LBR","LBY","MDA","MLI","MNG","NCL","NER","PHL","PRK","SDN","SLE","SOM","SUR","SYR","TJK","TKM","UKR","VEN","YUG","GRL","MAC","NIC","ABW","AFG","AZE","BEN","BFA","BLZ","CMR","COD","COG","DJI","DOM","ETH","GAB","GHA","GIN","GNB","GNQ","GUY","HTI","JAM","KHM","KNA","MMR","MNP","MRT","NGA","PSE","QAT","SYC","TCD","TGO","TLS","TTO","TZA","UZB","VNM","GIB","ATA","ATF","BDI","BMU","ERI","FLK","FSM","GUM","LAO","MHL","PLW","RWA","SHN","TKL","WSM","ZWE","SGS","SPM","HMD","SMR","UMI","VAT"
"SLV",277451.94,689344.16,21737.34,981489.6,213554.01,20833012.47,1936316.06,6437419.06,836086.39,105217061.6,1690052.75,60999.55,10215441.04,41516960.02,183570.03,615930.1,22821492.34,31829.15,1477504.54,10571002.96,77905499.84,193083.34,370490010.42,4631240.28,185070229.15,1175945.62,66388.11,1460727,160797,4591737.85,6116213.83,56129.69,0,44780544.5,0,88092.66,3695263.24,860578.78,99293.86,0,56575716.95,511266.01,1048777.52,197635.45,0,485955.45,437525.17,50458.15,0,5910,384750607.21,274566.59,736951.69,6450,3370,13502.76,1727828.97,1000845.4,216724,0,300292.74,328375.81,21650,13245379.51,25824.21,0,135892.79,0,85375.64,4866.14,1522,6488.15,0,0,0,0,0,659139.79,68653.48,25958105.46,537937.82,0,11179888.96,98563.77,29371,3743,0,0,0,0,1061,0,0,113099.14,949375,0,0,150509,0,130158,0,5011.91,0,0,3250,0,0,0,0,0,0,0,11500,0,0,0,0,0,0,0,0,0,3861447,0,96693.36,0,99524119.5999999,530503,0,233675,0,0,8007950,33774,0,0,0,22052575,0,0,135000,0,0,0,28272,582711,4540375,0,0,0,0,6404,0,0,0,0,0,0,0,896266,0,0,0,0,0,0,0,121951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",97228300.7700001,1128008405.03,68579296.61,29051497.16,639109705.62,1473322803.19,1242417510.19,2510428451.26,74273713.06,24134078.92,30838244.1,82906585.51,542598538.91,9508204944.76,6995253361.54,34470720.22,3181277179.5,400278899.35,4639820757.86001,4926031650.8,7297836657.91,606642644.95,33776388.25,506307295.19,37593810.66,788977332.04,573652304.47,535516171.02,312354736.21,3950250746.56,673057066.04,62009618.3,82755441.87,756149189.25,7526217.31,347377710.45,4667612749.91999,7066050483.03,195172770.64,68615797.61,40167688.6,45980550.24,574799395.56,7963356.18,11612722.74,0,344382148.31,823737486.470001,12358645.51,11772154.1,11229147777.11,517714388.92,1180292407.47,125316761.97,42956680.54,38399421.17,82799827.05,202846600.06,249609471.89,850924.02,192770956.13,556309530.15,69569994.47,2021162815.01,23925923.42,2213957.67,348465735.8,338716511.91,194813071.63,7709211.48,20681829.2,22141933.24,8449925.05,5702423.45,912759.76,38300073.2,1134283.85,1806757874.03,231863758.71,1396550969.58,868367529.41,8846772.65,726936080.59,201937152.54,145580050.39,130688862.55,8769360.46,11426668.66,11885775.37,18922018,236406513,3493375.8,0,12664734.21,28853271,47494,241210209,9836876,1511388,252373223,13771131,204586131.89,63430105,114705,77888227,1437615,111468558,2749980,2340514,3398594.97,15382291.62,1298361.15,109882749,5979383,40679474,4772909,37077,1975063,65688271,2416283,2250730,221688973,57541993,93678322,16138071.97,4669839.33,30567864,2610844,869414,34901605,3259902,1007433,666538,12739018,1002222,5581937,2639370,16035003,25328225,4543004,50669007,2424093,15997,152033,1646569,1752717,27272671,1187490,12153,2453362,53447,917280,256022151,1372513,35437180,563732,1373753,903515,23810,5753182,34614514,9530829,95799490,43560421,0,0,209571,12484433,3210173,18228,1984,0,6624841,42287,222841,915296,2480,0,2937113,3199999,0,4588,0,0,0,0
"THA",61571281.83,219623844.95,307280107.39,868262.81,285924989.56,1303064968.91,790147105.62,6826122292.66,59148026.63,16076717.38,19821298.86,39586577.72,209457510.27,2414907882.33,229840647.7,34154557.68,989105567.95,42692767.82,199003228.88,1501728401.68,2719613357.13,200041540.08,10401172.33,4456524900.67,11727494.8,650797056.170001,373908091.29,300960201.01,498123982.25,1091074298.43,1835619169.39,67098136.15,158457677.01,872195534.95,2494273.2,3863264876.79,1841218100.37,153477055.66,349919141.74,297993711.35,44117063.27,35341106.32,117495165.61,5939969.24,16746096.97,286708016.51,0,303643733.6,9910552.67,4829851.13,15463654258.48,374864741.31,2343767551.59,19431966.9,44744904.22,3549434.76,4406994.68,114516001.42,64038685.57,25341919.27,32253007.46,306536534.05,74238198.5,11350317491.3,31499876.22,591990.84,31048391.38,6985877.17,35690686.9,14876121.91,3209289.38,12687137.77,9800807.59,39831007.82,50183276.69,59283318.05,33790572.31,219833114.21,77087324.27,319090979.26,497210520.81,151476578.54,5673421241,47674457.31,24889355.12,37134567.5,797658.88,69706507.29,2121086.39,24962265,722203960,407257.75,21755430,3954209.19,2413572,14306,171523267,3568545,3551140,2241600046,107434722,10348600.79,6212964,507085,81891416,1342915,59972040,55540,2355821,2064506.97,13871822.29,3558897.28,1600566186,203133041,18288836,3792146,14015001,5182586,94566023,83460,651976,27303312,10463137,3543196,1197699.69,24746090.86,9613325.18,1636990,10719518,445568,73529957,2419159,2772309,16849615,282376,27339837,5434701,19228344,10052298,12639241,67120916,4678757,2359872,716154,1386779,2541379,12062026,687093286,27208,436224740,565339,2166464,221764804,0,27932166,4569630,370866,20827952,1693332,13654269,29837963,828108,1210339127,141149,0,167579,549571,523581,3934909,92567,1888254,12233224,448327787,991983,108321,401911,15748,13226,840768,11058871,0,0,135551,0,0,0
"TUR",11762474.55,673482905.92,48664321.61,28644654,61446476.06,334841732.89,402567520.37,543073299.41,16322868.14,6602760.21,5747075.69,295749987.58,297890410.74,7879645278.44001,500799970.96,4643496.93,1967633193.89,39807414.44,243672419.96,3078609395.6,4198775299.31,932833457.47,6074161.83,129206246.65,2781765.92,79539591.49,291597980.37,569904950.41,1038969277,3720415896.25,86598546,222641336.63,33002741.36,88357852.7,1958093.89,52107051.8,1552140503.86,254796181.84,28634001.59,79083732.9499999,17849047.22,12515019.7,330556726.45,2030110.84,1879999.33,515730193.41,113447320.04,0,2069534.57,2856263.29,4015154283.64,141275757.52,152017535.55,676322738.68,38778749.28,83308032.56,33294075.27,23457853.18,567736841.36,559596.84,122769939.9,379543258.79,171270662.62,202383846.61,15239436.68,39172318.45,90879102.58,36700915.19,210152570.68,6963126.16,79015694.36,138984947.02,3469251.79,3271548.23,1478073.77,22888412.8,382569.06,750332390.11,922903100.139999,1268252051.94,835475927.87,24994932.63,129423520.89,101377130.9,145174390.56,229234753.05,131918567.6,18707911.06,401684.77,13881102,702600939,30814978.05,651128,552935.95,1044660,325737,331850249,153394675,10006868,43075402,828640916,20439963,233155385,0,165791655,19044602,254535753,46680634,4937278,1733496.99,1739054.28,2976546.39,25810564,1294282,63311054,4616312,219905,1126584,398430283,29347953,170086232,441173676,21055218,184417296,1181685.1,4532404.45,2367264.33,415454,36367053,313482904,5387333,3083240,41236,19580392,1012115,5259907,5362719,3745854,50674101,2554441,36816199,7493517,305558,487688,1781300,7922179,15990018,195878,707015,139277,42337,4283569,65163550,6476980,15568967,1714223,1783071,2491295,61855,3288323,5923616,137863747,24360704,51967510,29200,0,63218,72451,14897270,0,0,220251,666927,9100000,0,318212,0,0,0,140647,0,0,0,0,0,0
"UGA",5600,1898416.5,897675.96,0,49368,3459381.41,37461011.51,4141151.24,259192.04,17762.44,605711.03,346336.37,1829464.45,35231220.87,3384994.66,0,27529362.68,0,321295.75,18587249,23566472.88,2222162.11,65521,23943574.57,320274.36,2433215.97,101292.43,2102,5723783.6,23449297.42,3119311.13,257592.84,3282,41239.95,881612.73,1096582.63,68082111.78,1329490.11,188682.57,725896.76,0,0,15062557.53,0,0,3793432.44,712600.14,753657.9,0,0,40027698.33,30702096.89,8386151.53,199544.42,0,11584.84,0,84152,4154835,0,67686.8,7519280.33,0,10265702.02,60835155.09,0,42377.83,0,3785563.04,0,492065.03,64434.19,63191.16,938647.7,13426,165823.02,5979,8569236.28,1046892.68,6472871.81,466862.52,72355.33,13858891,182812.26,722877.99,869770.67,39101.91,4215,5445099.13,25893,12523950,0,0,0,0,0,2670150,28464,0,2274,0,133103,78912,0,75843,0,26786,0,19059,47859,0,35713,0,0,13754784,17441,128090,0,0,0,0,16126,0,0,0,0,1000,0,0,0,116096,7358,11695,141896,12877634,14215925,3839,0,157412,0,168566,37842,0,0,0,0,0,30504,38392,0,9744,205463,111000,0,0,0,0,8948,0,0,5800060,0,87039,0,0,0,10071181,0,1439445,0,0,0,3984,0,0,20785703,0,0,0,59639,0,0,0,0,0,0
"URY",157884259.38,2596351.05,1172982.9,357534.86,498157665.52,89872402.72,7307381.72,105365499.62,20728844.62,3379084.4,1426845.67,1588006.75,1551064.5,149212452.75,4672840.87,3229680.47,79612323.23,1100359.38,7339699.92,29218150.19,82597845.58,3435516.49,17669244.16,24543609,2758270.89,11068275.54,250471.71,18031915.53,41274936.7,99409223.89,11487729.77,509806.79,7635.52,98513804.98,0,5536328.61,67000613.41,11743103.17,478114.31,2177697.58,15609520.47,12723355.55,22261328.97,49273392.17,5207828.72,10244452.13,76196352.28,28367962.91,68742,0,299830406.18,17408298.49,2630163.01,2536640.15,0,35681.97,459818.13,79330435.7700001,25587364.58,7076,513227.92,935515.46,6280580.45,45458135.48,198683.51,0,4950390.99,467439.61,9193301.91,0,648806.35,533550.07,17088.46,5913435.18,52792.97,4488,0,34259992.58,2516716.18,21771415.05,9338126.65,4143227.53,6395619.18,1048555.57,558476.7,887008.24,112815.65,320300.18,54758.13,330744,867619,87247.24,0,3871054.91,4234,0,3569083,470041,31975,1578348,0,41426.63,0,0,246466,202207,0,0,0,0,0,0,5848915,19054,0,40167,0,797085,3504745,0,0,493302,5699003,201113,182382.02,789604.53,427371.17,1002425,26659,0,49331,0,35041,1221717,0,765334,0,2509501,0,544621,285967,0,0,35379,0,53235,209586,93663,0,180361,0,189789,10939760,252040,454848,0,0,0,0,919862,0,0,2643359,0,0,0,0,0,0,281651,0,0,0,196671,0,0,0,0,0,40792,0,0,0,0,0,0
"USA",2279928572.67,2985684077.28,339070533.53,1159562010.39,9839765271.35001,147092391849.18,8641103486.86,29636543479.77,4037702973.77,3616872487.48,331265592.47,423817977.09,1438017468.1,35473438757.99,1658781285.4,1262756303.67,7032623705.97,217182819.44,1936154781.4,21934928472.34,34846966179.11,2168326698.11,2966518655.81,13190134183.69,1955181414.98,5048086980.78,7941940573.59,135186219.49,5741819725.12,11131614934.3,23907346277.17,429175629.43,210997081.41,102076407401.89,33119870.58,11068778210.2,18515749309.11,1976473058.56,2201094475.79,868634712.039999,1604549199.8,1632693369.92,941261739.85,98848670.96,1567665724.53,3318885163.94,6653854801.38,3410124096.88,77060889.43,193650979.27,0,3356671489.43,13242215405.19,244672821.32,456012640.9,55021380.84,166780194.36,2836179799.26,669277419.81,102992627.15,407898205.86,1718870668.1,509679433.14,53287928503.02,277062556.66,44792698.36,296844234.17,110556546.01,581883035.33,74237352.97,43766632.88,275750792.3,80439741.69,63477442.93,30032161.66,335412974.8,113206873.61,1578844340.98,556429502.3,2780596436.19,4699886662.43,120738619.62,16713661929.84,350835643.48,321493442.42,255961502.55,19685049.61,124542277.13,36153377.5,479277217,3423684651,152276837.41,0,305380411.89,273333096,6385873,2609446641,113427135,26579934,2472787714,305160761,314959539.41,159889117,775740,1436093774,27689820,225546,18696361,28323024,31741425.2,57310647.38,58611446.65,7844319997,6608319,25976047,22844650,6782551,180074798,211424407,18755538,32686125,198428373,2764352424,41035230,13305755.96,145088180.85,496610563.52,334029415,57323792,113691635,29399787,9580857,165736138,86439016,28715352,76268895,28219723,4068058900,396953285,61679572,197905504,28981817,1216443,331739355,97312414,564676422,1324085264,54884798,51129763,6694915,0,33999775,1009611013,491305,392511791,6966592,62488433,13122447,146779,995289021,60875795,226515462,1292327125,12656301,0,331510,2337919,352322710,84591868,902014,19654900,0,4539937,24802070,13083165,7474212,2124929,14346854,10130484,40726444,0,78667,383901,5826283,0,2634606
"ZAF",42843363.56,173787424.07,18900129.24,1721095.15,221922826.53,399768634.99,732467958.880001,1511783939.26,59148723.13,1154906.82,1094143.12,10560554.94,62415066.09,3024953939.16,169069695.93,5401715.85,1259597196.86,4978388.66,77915032.23,1017234288.16,6385796186.47,77735386.84,3624637.63,611417453.09,2941475.26,2041106460.16,165575202.83,64420480.71,681419499.48,1821638009.92,821467540.32,10964761.38,27160627.72,117779480.66,300666248.02,274849393.99,1415508092.17,254636315.69,105030071.86,109087497.42,7790631.67,34084257.25,162173936.23,2719579.92,1782324.28,140561532.17,381372787.39,332655690.87,104466152.1,10724045.31,5178500299.50001,0,816010300.959999,6740761.93,20451802.35,2121824.83,11123850.26,128836494.74,36827884.45,3215874.82,19776137.5,53701774.92,34216742.43,3239016466.45,330583707.48,484864.49,34923022.13,1109722.63,162126033.38,108762093.4,1022002.84,4694173.62,693272872.47,325582544.76,3526984.6,24566822.97,516187.09,81108252.74,40789806.16,104350202.19,210831421.36,32588155.87,288633582.95,7686797.58,14678321.06,6580630.83,4044429.9,58695037.53,738124015.420001,771739699,300261397,1031815.61,0,1166645.89,695484,312531,35372670,1874449,4175242,164141541,3952093,16727201.27,182959,0,20354110,3894809,5687283,622379,23282891,183862.14,1694214.33,31102832.56,35788620,7832406,41283981,10899057,147527,742961,14676472,39934,22243,15755560,3921797,4506513,228154.84,15835329.03,6786614.71,248552,6417747,237453,12567933,4503694,696937,66941338,163365633,72200137,4139527,2496392,17238579,15111410,164362141,44499409,211976,4789379,592549,229870,1678422,1446269,1229897,589012,1859,10729138,335464543,0,7280081,38834150,3417580,20356765,4648,4401794,249247456,3924506,78610225,168747,0,0,4042690,361718,3366319,33856,29528,0,602866,15334,94403,11576193,5967427,14980881,540146,858850973,0,0,0,0,1058169,0
"AUS",63114954.9,58991064.37,161627589.18,8741192.36,298891469.05,1118322168.17,150126324.64,6389340691.5,45566227.09,2481136.44,7634452.75,10098780.02,59316746.44,1036485358.63,119320884.57,12447579.32,494835256.17,2070510.88,370908480.55,928254938.7,4298456418.27,37545310.1,7058080.51,1808030668.66,10917329.7,2921901833.95,135897248.48,252344884.08,180698502.27,1173317541.66,5596845982.20999,23093038.76,114579868.86,384376335.07,2263465.8,1272167081.04,575417045.1,70196591.38,4337625182.03,253616440.36,5235939.18,32283643.37,46423966.37,330354.13,9256070.1,188147178.57,1672937987.56,209924757.2,27546708.44,8142845.33,5985177156.62,967001297.71,0,62171982.18,271967042.59,1309582.62,1295205.64,84640860.41,49724443.47,395153732.86,19600621.98,33154281.54,64910594.63,13433065505.59,21719509.43,222416,5902541.39,3953752.64,8523039.21,8514062.35,2504458.15,9675094.97,7248950.76,78577739.85,13076728.3,121239693.07,671794812.92,36664556.59,43362285.31,113940079.48,1107491953.6,3164399.97,2260635158.89,16421768.27,16312076.28,5280437.83,7567125.83,1253303.48,5459199.36,2139686,488866619,2421590.97,36005930,339920.24,3353165,14126,43912006,1013300,165451,1393576675,403218,31295071.91,1018576,12654815,317780270,132297,5258596,0,6769102,21068129.06,127220792.39,872881.18,594562668,0,8466797,349954,28053,697776,10632875,94095,146419,2450688,3651997,770733,197066.42,37472709.13,1353027.57,0,386085,6258155,506878,179302,175437,1221594,269472,442588,165902,2485248,742578,244634,38744226,1611317,52249,193096,1616918,133738,15702010,6806747,100829,7706768,1975470,726302,17476447,3064986,77464247,3551381,11744,136866,46466693,11738035,16791027,986500,231548901,174800,676858,345757,123477,439094,3350909,64797,5805391,11298344,7183597,8581030,823863,30098,21761,0,17948526,3193989,0,0,0,0,0,0
"BGR",4235519.9,178562451.62,928737.43,233938.48,21941213.9,44282586.28,49495106.19,71734500.1,7728561,93290.46,561827.16,27849274.46,61637236.21,900395605.01,31682654.47,550373.19,210539838.53,6532221.82,17222456.92,448180694.64,215000498.73,519483546.12,411943.03,4122036.4,1121488.25,11861238.34,18711373.17,28242016.5,40548907.34,1153145172.21,17734005.09,16126276.33,3712291.54,21945619.97,68299.46,5143272.35,130189649.96,18659011.66,747481.24,11463479.38,11783187.19,7144939.18,16857529.89,777375.38,1001432.28,45229991.17,8620063.22,700532946.23,132627.05,2184279.81,434512530.59,5178598.33,11745700.94,0,789196.71,11287975.68,12859552.17,1111374.15,21485723.11,100906.12,46648254.44,77023128.5299999,8753753.71,24815434.82,2920095.78,550225.18,19617246.29,9758317.93000001,15801119.3,34279.44,155645202.83,8781186.76,29364.94,212675.76,885257.85,213389,268499.19,85151077.27,244891986.61,153884242.88,17137307.41,630360.62,45181798.28,23157586.94,38434027.16,17932662.81,46993236.4,2175722.75,433593.83,123489,14283901,13569580.84,0,291812.98,55480,0,44795974,44715425,772330,5399834,673710,1146450.7,8987843,0,2227160,410977,3102456,20668894,14629,2186858.05,268745.09,2429454.61,4671092,1290417,4698059,48954,0,0,12377291,280234,975577,59205796,325155,162321151,5523.74,67393,24091,0,5734044,7047803,74382,277367,110409,92729,49720,756329,62891,172315,550248,0,737996,207680,18507,0,0,14527,27545,2396522,0,20848,0,3242555,13620436,0,277267,12149,0,196827,0,24913,77414,1965096,4081562,7516207,0,0,0,12535,15785,0,0,0,0,49282,0,24963,0,0,0,177267,0,0,0,0,0,0
"BHR",427236,2938158.51,9400123.58,0,23053,7465964.82,30975833.37,56129246.63,858948.13,1920,248386,712049.44,165076.43,13460778.54,731624.4,0,21386155.54,0,322400.37,30272909.75,97780384.27,2408682.59,0,16246219.27,0,111040857.03,367903.32,71891124.32,0,80217130.26,244438970.56,9727779.24,4170533.33,209561.58,15750,65843881.74,12881747.08,11590836.24,12924419.07,89794464.42,0,151802.4,15010657.69,0,0,2118535.41,97466743.43,23661991.84,178387,0,329412080.84,4765962.27,70966656.43,0,0,85337.66,0,369846.41,20428467.15,0,0,80242.35,24169608.34,178848424.27,144056398.98,0,0,70661,18193936.86,21689093.82,0,134138.23,1339053.8,84507551.47,333413.84,26014243.7,145387.39,43792,257320,773879,427835251.11,683337.52,61840916.05,4061,0,15838347.8,35560.97,57179,18987.1,0,111206185,0,0,0,0,0,5009737,0,0,19137212,6240461,139149,0,0,61704077,1463235,2490874,0,0,0,5321.47,6588974.38,799879,0,489509,0,6648,0,4900940,26596,0,0,0,246680,0,45412,0,0,0,0,0,0,0,6649,0,0,0,0,97226,0,302153,0,352523,0,0,0,0,0,0,0,0,0,5242464,0,77642598,0,0,129242,0,0,16665,0,120638,34787,0,0,0,26633,0,0,0,0,0,0,0,0,44644,0,0,0,0,0,0,0,0,0
"BIH",358562.12,55444684.57,304092,0,2976,3099419.72,126843257.04,564557.16,116282,1853.42,0,1359850.78,6614303.75,212808842.94,1746250.43,5219,20314254.82,102538,790931.8,47388266.76,8384862.28,24381163.75,60440,245119.43,116205.41,2616960.14,1061771.17,1808887.79,498021.87,292105449.24,206425,282877,0,474435,0,747934.15,12586035.68,1691114.76,83547.45,376962.46,0,49117.94,2865167.34,0,0,7223238.59,0,8872075.93,0,0,12342616.49,745005.93,539391.92,3222589.39,89647.14,0,1700,31315.79,30693,0,228063440.5,21339741.1,206913,569521.46,35799.45,16918,180737.96,1295,835223.65,0,11910240.42,727182.71,0,0,413580,0,24207.72,5993168.43,646389.08,2328505.99,282408.42,0,7071,11949911.61,112772844.46,1405032.1,1833184.7,1434443,0,0,238812,203620.34,0,1052,0,80827,7389925,498568,0,0,105547,60351.11,0,0,681242,0,2764491,110213,0,0,0,0,0,0,127971,698766,8655,7192,857549,0,40955,266015,0,3816681,0,33989,6911,0,552669,0,0,0,0,0,0,2136115,0,0,0,0,0,11833,0,0,0,7597,0,0,0,0,0,0,0,0,0,5094,0,0,0,0,0,13534,0,29880,0,0,0,0,0,0,0,0,0,9023,0,0,0,0,0,0,0,0,0,0,0,0
"BLR",3318318.42,22105660.76,10828100,0,124748331.52,8769783.82,4116095.15,189235139.75,16530186.52,114874,5058539.61,215812.9,52069676.44,468175091,110631062.92,5042240.43,44727717.26,63250960.54,20936169.31,70374796.47,939887482.85,6266790.2,0,20169955.88,49654,35423064.4,3623156.66,20554091.31,1755166.2,140255114.81,15701732.36,3395024.64,3148500,4117576.29,365900,21972293.55,418171537.25,27028522.11,369394.58,5190851.1,5200,35562.53,8527708.74,0,0,66036228.5,5931189.39,30698701.29,4408,934575.47,227943600.05,3433568.16,2467113.28,12608628.03,3400,113205.86,0,986183,10985657.76,0,15955603.33,107514921.86,2674800,4269791.4,131915.26,5377891.27,265011806.53,344953699.92,16686840.84,72800,4809041.41,10060,5400,1548,135000,0,0,439753740.37,44596216.8,4599316500,6463161.68,2922142,2526884,23959106.6,6518354.8,3546913.38,5840908.88,3549800,188456.44,1315900,37295400,7701103.46,0,8491.78,0,5000,8095900,867400,23400,12794000,8052300,3969797.67,67996400,0,193200,0,690800,55806600,56800,4107068.72,0,0,2370600,2379200,4759100,12600,0,0,15416100,4062400,39718800,341420300,1179200,17194900,1188,0,439967.16,0,16054100,8186400,35700,1126300,0,2100200,0,132800,22300,1000,559100,0,678900,665100,144800,0,0,0,0,0,0,2274200,0,119400,4247600,0,0,0,311100,0,0,0,152600,21704600,22276700,39600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480400,0,0,0,0,0,0
