"","AUT","BHS","BOL","BRB","CHN","COL","CRI","CYP","CZE","DEU","DNK","DOM","ECU","ESP","FIN","FRA","GBR","GRC","GTM","GUY","HKG","HND","HTI","IDN","IRL","ISL","ISR","ITA","JAM","KNA","KOR","LBN","LTU","MAC","MEX","MYS","NIC","NLD","NOR","NZL","PAN","PER","PHL","PRT","SDN","SEN","SLV","SWE","THA","TTO","TUR","URY","USA","VEN","ZAF","ARG","AUS","AZE","BFA","BGD","BGR","BRA","CAN","CHE","CHL","CMR","DZA","EGY","EST","ETH","GHA","GIN","GMB","HRV","HUN","IND","IRN","JOR","JPN","LVA","MAR","MKD","MLI","MLT","NGA","OMN","POL","ROU","RUS","RWA","SGP","SVK","SVN","TZA","UKR","BDI","CIV","GAB","KEN","MWI","NER","TGO","TUN","ZMB","ARE","BIH","GEO","MDA","MUS","PAK","PRK","PRY","SAU","SLE","SYR","YUG","ALB","ARM","MDG","MNG","SYC","UGA","AFG","AGO","BEN","BHR","BLR","BLZ","BMU","CAF","COD","COG","CUB","DJI","ERI","FJI","GIB","GNB","GNQ","GRL","IRQ","KAZ","KHM","KWT","LAO","LBR","LBY","LKA","MMR","MNP","MOZ","MRT","NPL","PNG","QAT","SOM","SUR","TCD","TKM","UZB","VNM","ZWE","KGZ","TJK","ATF","FLK","FSM","KIR","MHL","NCL","PLW","UMI","WSM","ABW","SHN","SPM","TKL","TLS"
"TTO",77131.19,5406619.49,1055426.16,94356285.4799999,67000.6,50537391.24,15161222.76,377963.38,60413.57,41797793.29,734464.52,51007994,5370464.38,46661738.16,12979.19,183448936.63,75885393.2,236103.65,12778801.47,109660693.27,542677.38,15263223.49,6229220,796549.13,600984.02,0,10179,21492835.53,224327434.47,16897316.89,12403,0,0,0,89274591.01,3053,12564986.75,25262013.41,5550426.9,725206.64,35624524.62,6967796.31,973796.14,3818966.13,0,299138.48,12670913.35,67812.31,146919.51,0,248543.04,2709753.56,1288368862.25,66034328.18,2184645.14,1199823.22,1282554.34,0,1912412.06,635762.86,0,17680174.97,32536619.46,201250.14,1861335.16,0,0,427171,0,0,88945.29,0,0,0,6786.77,3337110.54,0,0,6029635.1,0,0,0,0,2305.2,621437.32,0,0,0,51404.6,0,821051.84,1682.24,1037,0,14142,0,1436945,5086,72467.69,0,16201.51,731199.71,50267,0,50065,0,4635,0,4523.01,0,5002,208663.18,0,0,9017,12000,1093,0,0,0,0,0,0,0,0,28042,0,5819255.14,5248080.92,0,0,0,23490278,0,0,2504,0,0,0,19687.26,0,0,0,25537,0,14100,0,0,0,0,0,0,0,0,24423,0,72509611,0,0,0,0,17654,0,0,0,0,0,0,0,0,0,0,0,6266674,0,18326,0,0
"TUR",351769674.92,26398677.58,372046.31,1024179.36,60637039.34,10970253.88,8495623.17,223517119.71,82816961.4,5620780806.84001,189480227.06,0,12865187.33,557283925.69,74703554.11,1320564920.06,1704013589.89,319342452.79,4994218.38,882629.78,246892404.63,3215847.26,973165,50632111.83,98436949.92,4283133.52,340587679.01,1508404987.08,34629542.44,19142.8,67609700.73,192617547.3,31059141.6,1736007.8,37433857.23,171557897.93,435958.28,835085331.099998,128686138.07,16209204.68,22854692.95,6687280.16,49988252.89,115514782.33,37552791.11,9876332.87,1688818.54,167044960.49,68486287.54,2862584.12,0,11561807.52,2106641813.79,6614574.22,67836401.88,28513104.88,69219302.65,296414390.33,3535644.72,18907204.57,114259161.7,68169601.07,145959834.18,311402438.73,13803465.14,13973328.91,347379373.19,332127061.12,9149852.34,43571491.84,14807623.33,932785.77,524461.63,37817877.05,100530733.89,82170430.7299999,381071693.47,128730693.9,169254096.8,11448199.42,62279243.9000001,64367363.53,2148803.72,55748857.23,28824544.29,30397907.07,213777413.25,256763423.85,1522019723.53,1549566.8,438043155.5,26186156.31,39077659.69,4878949.71,241535319.16,198861,12011715.75,3880019.18,11245953.08,202219,633925.15,5186491.66,124317582.17,502025.88,256255694,31689416,133827585.93,21277718,3936034.66,57357653,0,1389112.15,534540778,539462,266898695,66309319.1,36436048.25,10571419.56,1503843.64,1060629.52,1506003.25,734063,6251591,2447861,2511382,11306207,8535829,6937,0,49742.85,822586,2919788,182107,838702,0,50073,0,25066,0,155136.66,53916561,210218479,83347,125585235,290766,26501846,186573926,10696439,1799570,0,1186566,613120,1472272,0,9397259,108377,110603,94203,117264198,210354722,32935090,1408527,49278217,7137650,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",4584620.04,287364,5329303.09,352454.68,135948145.14,20027478.54,1785694.74,976092.77,4104436.81,126658675.18,2953052.14,486450,16081131.65,64473522.41,6715961.7,28478088.16,131026910.98,2495655.84,1207040.04,0,81074885.02,553763.33,1883504,5817002.09,2401190.02,3836.3,67863225.76,95337438.01,2451689.11,0,13711029.71,260393.41,2967788.01,684766.33,37921129.19,32451956.64,155994.75,67728502.77,16916879.36,259007.11,724872.02,33939692.04,1445884.89,9033047.68,0,11436916.05,630619.98,12014216.52,3996219.61,5841979.31,11768053.22,0,177071394.05,26754698.92,13527228.01,368919194.64,4026353.53,106611.2,0,1473571.19,989591.88,996024336.640001,30375075.14,7779006.03,61807723.85,14968,91277,1400589.61,623913.17,0,2123,111981.4,0,4986375,1385473.25,5765640.36,25458051.22,9635785.98,33081958.95,2685589.68,4939838.44,691818.45,0,2085624.75,0,275495.9,5136965.47,861407.19,12780854.02,3019,6705420.72,745518.28,1104423.02,0,173663.12,0,32731.94,325530.46,34951,0,0,0,1751749.09,0,562406,10790,0,0,30463.96,2831651,75932,70320446.8,9286625,0,0,252050.36,79604.68,0,0,0,0,0,0,524394,0,0,0,0,0,0,427756,213115,1223196,0,0,0,0,0,0,0,1889,0,0,441989,0,0,1771011,191150,0,0,0,0,0,0,29912,0,326655,0,0,36324,2694727,54178,0,0,0,0,0,0,0,0,0,31119,0,27104,0,0,0,0
"USA",3342248303.46,1036563322.95,440402122.4,453499367.029999,13231180096.21,5466064625.06,2112592639.14,691477363.23,1022660775.33,29152404869.61,2022261608,2959799276,1402295287.17,7139323575.99,2210775122.29,21042035261.59,37842993276.3,929771455.92,1636317843.59,226859829.63,10293767458.23,1341498304.41,418905508,5564009814.07,4977909876.82,190680659.67,3572891427.79,9949923642.13,1525452922.39,81105559.35,28487969854.49,680264718.9,119459911.89,119933112.63,77321744118.4402,7895039900.27999,538044868.99,16376933495.93,2316444275.36,2294970199.69,1268545755.29,2283846046.57,5126022795.3,1056544335.78,70100898.87,66713984.68,1285470026.39,3719574149.94,7378640099.61001,1649258524.17,4286218980.94,444478151.46,0,5993248298.89999,3182290992.57,6043998801.66,9846509265.68,47432599.81,31205486.09,277951733.49,173331628.52,15992218172.78,92903017114.38,7636162775.51,4664895814.71,174673854.05,864234445.5,2796096954.82,157658957.95,94729342.33,365683734.4,72582403.7999999,16398999.11,271390048.07,782667700.48,3161213658.05,37208185.14,429532534.69,61826748207.74,95039552.7600001,501493119.16,98668386.94,33850769.05,116995565.46,988817449.090001,450779562.74,1838846400.89,399446205.63,3680429475.31,34342234.97,11604898168.71,338765673.17,280416384.33,63219713.02,644309752.48,2319993.76,175162952.68,152517240.5,248288271.8,8634044,24343730.02,38672600.97,341659251.38,16590920,1828880419,82075284,81856966.94,11468814,39144355.99,831166984,1608388,589227394.79,6212536977,14109336,134847944,121490569.23,3502251.5,109929469.91,25123982.96,46547840.85,7699121.38,38350755.67,8017223,136803556,40996402,162888473,27652147,153603292.45,301893470.05,3748861.55,27164813,38828728,29680,6090715,13119434,19149222,6912483,2219156,6658534,11825773.33,81943731,63319810,14426892,981069986,1349148,29889021,0,113862505,12214693,0,42085051,14647470,20998883,42051086,189673593,2394950,131863433,2658451,102373724,178662570,184348552,51097615,20655017,18211594,255063,24222,20761191,2305369.61,18116785,22879088,11628289,0,7290037,157009829,2603553,1496448,125075,0
"VEN",3874081.82,2541845.12,14213053.3,29068960.22,30569501.32,1373861333.53,277030945.34,3346881.83,2985969.9,341521044.77,46492680.29,49558273,259666694.28,286344038.22,14801473.66,204365864.62,224523456.48,4832794.1,156340981.53,29321474.56,8866047.66,24620161.34,14541528,4137928.94,2899575.29,116833.21,3608167.9,241844114.04,54191912.27,136184.92,54438141.6,216538.98,0,0,267521438.07,2817245.96,22954044.79,240878653.41,58173758.07,3023354.75,106741634.76,339437782.3,5818165.05,59415594.33,24688.99,13109833.52,35253229.47,252000816.81,21643012.63,201705538.81,7739292.76,81461536.66,10485837564.92,0,2030000.93,38973832.18,1546466.07,0,41991790.62,14808.95,22019575.61,783078182,550451520.75,11533767.23,208286604.27,431175.83,637035,6332762,2289593.26,150451.97,4383018.71,1082,0,3659307.28,1075129.92,5943079.2,8838232.86,545377.96,314048686.05,0,2580834.59,0,68296.09,198426.56,3620637.86,6955.59,646774.27,60159354.85,40018715.03,0,29366858.32,767074.6,1358605.16,51784.17,90735.38,0,25055415.87,1632,0,0,0,7533.71,107999.77,9176.87,10095,0,9475,0,19667.49,54457,3920000,1550297.76,1407923,0,0,4741440.1,0,0,0,0,0,170226.27,0,0,0,0,0,1802251.47,615835.31,0,0,0,21606852,0,0,0,0,0,0,0,0,0,0,35708,0,0,0,144750,0,0,0,0,0,0,0,0,3996868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115862173,0,29695,0,0
"ZAF",80104329.93,141602.96,2152245.94,621791.46,334264991.56,15655704.77,4291687.04,2663674.77,22360651.98,1606410341.73,28433981.01,0,4073515.73,560744266.02,52009354.75,616474619.86,1518750120.3,58305177.96,2451284.17,5709414.2,785895339.29,645107.76,0,243182564.42,53063390.64,2548749.04,168252950.2,2709285209.48,1447610.31,2889.21,2460872807.6,14771370.27,306890.11,9502768.72,74996374.1600001,269748825.95,341628,497575332.73,172868116.54,43060613.84,3066681.1,11993729.21,60840918.7,125386617.12,14972095.4,4370694.85,548881.18,53872742.34,226797918.89,6256379.21,154846652.12,25152778.67,1526158277.02,58568158.11,0,83297092.33,204784575.97,0,3467937.86,18706174.37,15519394.39,324067175.51,254538604.9,84888787.4800001,80432068.27,16495805.15,0,14824237.81,3049789.42,4232087.62,73527113.89,12666139.38,932563.36,8279560.59,12158805.31,445977578.72,98106334.95,5949240.64,1954226028,124656.33,72227162.31,4776098.57,11703912.23,3563223.69,45889280,4979655.11,79762074.51,31057612.9,79161468.6499999,5430532.26,209770203.78,15714273.63,6123837.59,101162239.09,9324113.79,4556407.15,19002266.52,9767266.71,336163023.67,0,1443318.88,5560746.14,673196.77,395104049.11,0,0,48792,0,261769962.01,0,0,12240806.12,0,0,0,16763317.21,0,84025,50804243.79,0,43336460.57,33823099.54,0,0,0,0,0,100526.24,0,538006,0,0,0,0,0,0,0,0,0,92217.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARG",10387194.72,1023987.22,301135277.27,1110837.79,833000433.85,176898193.25,15310256.02,22670450.12,9443235.99,579346837.81,136189573.39,57672898,87527983.07,572420307.97,19653738.38,351638965.71,336755565.62,88151929.74,28127425.92,265055.63,274401643.21,6384405.21,3409182,182986551.8,14741756.63,214566.16,90594336.05,730495730.96,8757883.59,144476.02,204655630.32,26589982.28,3036771.39,299167.83,214775770.38,266387273.35,4509879.9,866921952.71,24775607.9,11012556.16,28043973.1,221888208.5,27890529.07,55686114.02,4067447,3885664.94,20438249.41,24103922.58,104136143.12,10204051.86,202829265.16,779160483.280001,2238818367.6,290151757.16,303317276.2,0,40714227.99,0,8936644.65,82544515.81,10800492.85,7031007946.02001,116589553.75,38295358.75,1651157191.73,303641.56,37073327.53,522775950.15,9303590.19,1907161.95,11463661.09,499725.79,25574,8808114.06,19215606.49,208569252.66,851972842.33,97714155.27,555486725.86,1420991.49,112925387.59,19955445.88,220318.74,3250638.53,30414827,6259348.15,85298308.39,37987388.3,222599286.14,0,40329280.61,1976984.81,2764703.8,5273651.94,24762302.3,0,5304297.09,394467.93,35675727.32,31192,3679188.07,8836358.21,99528361.93,804390.94,46554808,431156,1540000,17268,42487254.65,93115949,0,449444294.68,56336793,571350,63991247,17176462.19,0,14792,418173.65,27004.78,12729.28,1303702.81,0,3461929,336199,17919699,1634960,3747197.41,240596,0,2600970,1973418,114391724,17654,14743,36654,10036162,0,242444,26053.42,8734786,79326,0,23314917,0,9083745,23177301,28067446,0,0,5691949,153611,0,11112,11201460,0,594749,224475,1159,0,6711649,3063927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AUS",22041665.84,742045.74,2803486.93,4720981.22,1524622292.82,34116629.38,2805700.35,9732434.14,49441280.29,978753494.11,62675967.15,1590165,17970215.45,280224357.4,192446519.75,778860187.550001,1723405062.13,39209219.68,3760246.37,464922.74,2548141986.97,2014121.65,48027,1826090114.23,46265470.45,32042879.18,84403992.7,1221514174.71,13254269.56,239689.83,4869459822.65999,38266841.26,5790481.32,16100752.58,152481675.09,1871709908.36,302564.96,301033038.86,166772233.42,2552387025.41,1572860.66,22965799.62,1070349647.71,30998489.66,29387893.63,1042456.82,167475.1,136129198.91,953071190.460001,7139997.15,394284104.12,9338068.62,4415337910.12,5527192.22,440884694.93,107180565.39,0,1172170,3682149.14,147733132.82,13345000.43,320569591.28,269206285.63,267743077.89,133036755.65,1468680.54,20224896.41,441114797.55,3404726.79,3425295.3,55238900.69,631939.52,108601,12501326.26,13310018.84,1780783814.83,512926925.36,38003489.34,12883819438.72,2178828.83,20683669.47,9636653.13,1237896.55,3624683.37,13650886.53,134487278.07,76067664.36,104877559.68,94909281.8,279143,1315152369.83,12455854.56,8251395.86,11514977.38,10163565.41,176068.33,1872982.49,972820.28,31765177.42,165865,1756847.51,297946.23,2617856.15,2990536.28,398118863,1732567,1285740.99,0,73191568.37,92516619,19798,233790.72,205757047,81089,1807695,6087659.91,769201.04,331936,3071711.89,1029334.42,4887898.03,1761991.69,274846,2163545,69078,57877193,198022,107940.18,3675709,20528,576018,301030,1022502,132887,0,354961753,2697,16066,18761,30170.25,114933,400927,5864401,86073502,4992528,499830,61430771,92778999,15838199,2487614,5349921,147290,5104680,681207803,22223594,5087,120727,4192,0,570903,131150394,14607407,271959,1817,210134,21709,10309166,11159671.1,1732525,131052142,878613,19659467,23837605,0,0,0,0,0
"AZE",942833.44,0,4383.24,0,14256779.56,0,0,0,4538783.71,12905327.33,130129.36,0,0,533534.59,6936,5866763.81,6948634.93,15129144.9,0,0,29455683.91,0,0,5138340.76,167058.11,0,18359.85,34152436.42,0,0,1712207.51,72721.81,921729.56,0,0,17844.09,0,5882613.26,8913,0,1326050,0,0,1488626.81,0,0,0,26005250.19,2147132.73,0,58363594.6,0,5200552.75,0,8381,0,86422.1,0,0,0,5038028.22,323120,74470.94,6809783.04,0,0,0,46202.82,1548487.24,0,0,0,0,6203.69,4250400.08,130106.37,21941580.56,0,942192.87,3250770.24,0,2718590.95,0,0,0,68360.56,2968666.16,1924723.67,197125763.2,0,10239,667114.94,180954.95,35709.54,43559747.83,0,0,0,0,0,0,0,0,0,1083023,0,21640822.21,1495988,0,229138,0,0,0,0,881629,3465764.84,0,0,0,0,0,0,218399,0,0,0,3179662,0,0,0,0,0,630000,0,0,0,0,0,0,0,380419,8977888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8508794,4338564,746369,0,1783262,3410066,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BFA",537736.87,0,0,0,229094.69,13709394.43,9152,0,703241.97,3841793.35,436250.2,0,0,4330025.76,18790.32,33861322.54,2366423.98,652836.71,0,0,1135623,0,0,4569488.17,0,1570069,200939.5,27742597.4,0,0,264421.26,58790.7,0,0,9368.97,6666617.25,0,760688.8,0,0,0,51461,2506311.2,11389959,3379,186366,0,458940.99,5882406.32,0,273115,0,3841043.95,0,1191192.95,31150,2077881.65,0,0,1897396.32,0,2804947.02,288410.23,1544126.82,0,32751,12843,30186,56470.08,1766,6832628,32909,0,120663.3,58623.33,859824,0,0,9166312.98,0,3002877.59,11990,2219219.5,2537.53,109295,0,138311.03,1782,1261419.46,0,9594189,59100.96,741949.22,11902,0,0,21512078.73,17971.22,2340.53,18340,3933907.19,2882984.89,1043101.4,14170,1952,0,0,0,7150374.85,0,0,0,8370,0,0,6438.02,0,0,0,0,0,1719.34,0,6072,755357,0,0,0,0,17933.91,0,122856,7924,20984,0,0,0,0,0,0,0,0,0,0,0,0,0,1001467,0,0,0,6959,0,0,0,0,0,16205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGD",31541821.2,51041,21040.29,16277.36,61234585.63,365521.03,45793.69,391828.8,2720808.59,487554243.07,60828776.03,22678,2970,73399552.91,27251827.12,373186095.99,468632202.33,8881868.88,189766.02,16359,101525808.58,68542.01,0,7528202.75,7952256.57,885525.97,0,309589840.5,83147.35,116541.34,14578508.63,739165.37,652818.03,0,4887079.86,12727225.02,167980.34,225154611.13,23844720.15,5012503.52,384577,281754.03,8672725.99,6461998.69,3007424.63,58918.19,42918,56075882.16,12226715.68,45361.11,4321967.9,3014754.62,1955052986.85,63768.1,5955331.61,1953854.97,7600135.75,0,0,0,479741.58,24313079.83,96053114.68,19685629.19,2256568.68,1451752.02,40462.7,7191546.26,360478.45,2669504.28,465684.26,26507,0,347935.45,3829310.42,56047865.09,56165466.64,1267579.19,147438926.14,0,1032456.03,49490.17,249372.97,174080.99,1040265.63,5189248.72,23488241.82,3484859.17,52981709.85,24709,49273939.36,312236.49,1254855.87,583790.36,38354.69,259144.83,981070,116815.7,794836.68,0,0,147101,586712.79,39644.88,6545662,0,0,0,1684,34503639,422375,0,2301505,77768,32073354,1135779.48,1797,0,532386.35,0,14262,987989.86,2767187,0,939385,155005,89068,0,155720,0,38868,12581,2204322,22972,0,67942,4076772,0,0,188599,21760,0,0,552569,0,0,79702,4495162,302835,0,944920,0,5022083,1944287,454586,42137,0,0,0,0,5207420,4615891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BGR",76946854.48,3903,0,28793.32,20020621.99,1633164.3,1308210.51,31648881.12,23741009.23,539567806.4,27373942.23,515190,1669651.53,149869245.19,11019291.08,182446816.57,148285253.36,374312511.91,1552935.66,32953,1390359.57,1865781,2016,29371637.9,4862865.54,331119.76,28146264.85,611633368.740001,158908.93,10729,24149823.89,29398565.74,15908023.21,26764,10872573.56,17138126.9,93963.75,108684270.55,15503852.78,259229.17,210035,2945008.72,15782537.93,20231987.91,11394766.84,2093261,172778.13,31604345.1,31091379.36,124388.76,319955795.49,6630085.03,178267259.51,1758900.19,2832583.99,19405629.04,4300112.55,16701503.58,2940604.61,1569676.68,0,13838173.37,41788760.68,32634194.04,8305129.77,1646111.53,23389024.64,47320970.69,5026954.28,1634801.01,3143257.28,5178520.94,0,22266053.27,29200445.96,20631191.71,29527452.58,16916862.97,48244277.01,8983399.35,6455705.72,96411709.24,0,18410026.04,4668661.38,531572.06,37540553.83,61105407.18,367456691.65,74778.27,2898712.99,13660776.29,11887930.38,2840296.34,151982806.45,0,10619348.44,266898.94,3553269.77,17601,52447.16,455946.34,4150516.38,1156,3975722,3333744,54214104.88,99752651,100994.55,9228525,3842251,148157.22,8453740,5463,30372764,137781276.74,19864380.61,23511045.86,26593.48,4741388.23,0,180675.25,164435,338247,45515,32496,13991094,51046,0,26135.43,5957,77388,11461147,0,0,0,93211,0,0,104564.7,662090,10860769,53243,480815,25372,193426,2045976,1645847,1129251,0,0,422399,0,0,76906,0,423251,0,5177165,6481255,2217517,30161,1352354,18790775,0,0,0,0,1454,0,0,0,0,0,0,0,0,0
"BRA",136163420.79,1580250.45,618534079.23,23485658.09,1156635340.01,522136869.83,77280095.32,26552632.68,67959083.79,3099746779.66,262251208.36,73376945,145493379.89,1132501442.32,139788169,1505419811.27,1402615153.2,179101284.42,55288277.88,10391660.75,577732703.84,35624010.06,9704200,369953632.79,69226788.68,2205841.4,46384776.07,1818585010.57,40534310.01,338167.6,847025673,79669079.44,919866.26,1901399.29,792080186.52,391413837.99,7558353.04,3443235818.5,122895031.36,42526762.08,273006085.93,377863575.96,249710847.73,532417295.81,2441976.4,21162538.93,36531053.93,214023325.12,393739387.97,74171004.48,296426550.72,829917640.8,9926008481.02999,703675065.34,325848807.36,5973308263.39999,233125322.47,30385.96,1704898.27,75542999.6099999,59234017.78,0,768476874.49,331787665.87,1229776190.53,12060385.33,51440813.54,299822443.76,22924513.18,4970277.64,52150174,7082576.95,11293029.23,86001700.0999999,147329416.28,209812468.82,345491078.26,74475455.63,3253915897.61,4180711.09,216063287.22,1014297,16368967.41,7617258.33,274808391.51,18767025.45,271364634.9,86864893.4,734219444.49,698823.17,215455426.89,69133087.96,48769948.33,4779585.09,46069332.31,132644.11,22688409.21,4186139.35,10815733.83,7574426,1828453.75,3405088.33,56676154.08,1643307.52,250441096,238275,157377,0,2881127.12,54743150,92082803,1183745426.41,398262941,234438,36611643,52230728.27,401206,0,9764106.92,16901,637969.15,7266841.39,143188,71619956,747364,63716366,2020496,933575.31,838198.98,144622.6,4828404,900267,49346455,1071138,0,778204,426346,360516,151098,36251.59,31238692,0,762096,0,0,4600778,65350959,35964557,2794,0,5446366,2653051,447275,2119897,32009950,24775360,14903421,36649,0,11674183,14252061,13028023,0,0,0,0,3530821,0,0,1062299,0,394818,9632,0,0,0,18429,0
"CAN",370714803.44,14335838.79,41467479.29,38335593.75,1895253956.27,516968719.26,73514094.31,11530201.41,82594195.33,2594725819.25,154118436.7,46203394,71221663.04,502038068.7,184005216.13,1507658626.92,3341397235.68,114707732.28,74244478.7200001,14836459.33,1070333042.41,13729419.41,10007806,633593517.34,246629577.98,20009991.36,94003593.55,1625908008.27,84579233.68,3402503.22,2326652088.05,56626253.79,10248081.18,6021828.59,1564981305.78,403303014.66,22278361,1040497660.57,706153102.480001,271377178.48,34403477.87,277329023.7,332865468.77,100522650.78,29315919.05,16694466.37,24378454.74,374099769.54,341615107.54,89497767.4000001,267885443.58,28843723.25,134531060600.39,542051527.83,329935535.44,414087734.65,625562079.56,779545.19,2599127.7,76010419.96,9916329.18,1441553878.66,0,345673416.47,422715790.58,9027849.38,476303919.83,127565529.08,13523616.85,12016665.25,56789142.32,5636123.11,363806.54,47240744.95,88915416.91,418732466.38,621213106.17,15866746.04,8665052395.36,9311417.88,154346920.72,4700602.18,9539444.73,7007491.08,73083729.1,16094620.42,158016233.99,84052051.55,328697031.46,3890342.66,294882967.82,41357227.29,30828337.54,17183604.06,39724765.98,41694.5,10057094.68,12410293.87,29666693.56,387345,12064059.15,14179467.14,59659646.92,13710766.38,136549396,2657159,8967481.07,591500,4703729.36,77452215,4018502,9770870.14,257882165,513286,14261926,10745602.64,1953478.77,6516732.68,1574614.25,844480.09,308703.78,9690594.73,3688018,1649336,1814431,3390033,400915,9074334.81,10248420.89,137405.81,228985,777564,170930842,231404,0,7583151,40521,39955,0,5087759.59,421261,820859,155320,26607956,86988,394735,146896057,26708984,1426798,0,3893597,400391,1440331,13429091,3344402,0,3145403,0,62514,3458998,22989149,3042849,587061,0,0,14941,0,0,0,1045518,0,1856510,69679,0,0,18823992,522030,0
"CHE",2139304230.35,3565897.63,10699352.45,4799407.57,677272545.04,229169158.48,27884236.76,43510253.36,464305530.81,15740607793.29,588681016.24,9396953,42024647.53,1449636306.33,509834429.73,5917317583.8,3692876014.6,439092807.14,27145600.76,667458.28,1226441150.06,15661656.98,1053555,358922113.88,269477795.48,43113548.51,514901995.800001,6439090152.82,9640254.55,75886.24,2139133097.58,489562000.63,100366032.81,8285457.47,519026880.99,689327256.67,9159634.47,1864439469.55,393974346.12,185958383.84,53977244.73,77436033.32,217031674.05,436199365.18,27481996.93,7286676.64,23606407.86,1022944829.04,600614256.67,11603007.89,1096127311.91,37313757.65,6181721461.44001,85945532.14,572478367.62,272147981.05,576750426.58,3622209.31,5843955.15,51199638.83,83183713.3699999,864653925.070001,608684439.66,0,113768335,9021827.92,64881977.64,413079594.890001,40971669.17,13319746.44,28403675.56,5228878.75,923767.41,199032431.81,368133451.31,2294113696.9,584915364.38,100377248.08,2442156287.93,38441085.31,88184880.53,47950489.35,3438054.56,38073439.99,103490621.91,81917007.42,628497611.5,144534081.83,474278477.19,4349814.68,916020449.960001,157334246.72,172577469.46,21004565.71,132826460.31,1034238.66,30823916.09,2629779.96,42162641.68,447533,822740.86,3998249.96,100230304.51,6341623.87,177027428,13667236,9756995.67,11791032,34311657.11,100652516,3879502,12971390.16,408600650,2124802,29904678,99259326.8200001,10221367.9,20877782.44,3852876.74,1731070.71,1475434.28,9466181.53,47756,2841258,7277244,38391657,14487044,550750.03,7136273.93,1154906.02,3270871,1048191,8497841,558338,767205,334436,889634,237755,4382,962402.28,17297385,16658282,634689,49329467,4393440,5845563,69205796,23092931,4291457,18891,782108,950331,2848375,1094461,18005565,9382,515270,1192816,2776542,15984713,70527455,18829034,1166136,689718,0,0,1405,2255,4023,1008627,7607,2396528,167216,0,7419,67438,0,0
